,gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
1,Xist,22.624685587007,7.80500724277806,0.440420651744091,17.7217103963445,2.85110274985027e-70,7.57395445497723e-66
2,Uty,20.8295094317692,-5.97445457677698,0.419088230143378,-14.2558395751964,4.12313527103168e-46,5.47655442374783e-42
3,Eif2s3y,13.5474369577708,-6.37636041850389,0.505902710009939,-12.6039261943836,2.00889957462526e-36,1.77888057333067e-32
4,Kdm5d,10.4860860336465,-5.98671436814634,0.507442989490906,-11.7978068317636,4.00616781072582e-32,2.66059619729828e-28
5,Ddx3y,5.23356629786892,-5.42792180906002,0.524816769171999,-10.3425083341442,4.52534866492042e-25,2.40431774567222e-21
6,Kdm6a,29.241855451055,0.552777155253075,0.0872589472621778,6.33490515983655,2.37487310089457e-10,1.05147506542107e-06
7,Socs2,4.63570745767532,1.23776768531296,0.240208894036074,5.15288033059705,2.56515668448706e-07,0.00097347696176284
8,Tsix,1.06777767814394,2.31914398659174,0.532184650656048,4.35778067581021,1.31387948272329e-05,0.0436290105731802
9,Rnf220,10.3316145842684,1.14345999411584,0.271272154512043,4.21517643848357,2.49582986795583e-05,0.0736685782691628
10,Eif2s3x,5.00449893076511,0.938565756110777,0.226330203935657,4.14688689264647,3.3702644953058e-05,0.0895310763177986
