"","X","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","cellType"
"1",1,"Xist",1.4977679346013,4.09920170705045,0.518335430433253,7.90839573444578,2.60726879186864e-15,4.34709925668258e-11,"AD-Serpinb7-Glut"
"2",2,"Uty",2.05957992168027,-4.06773449618275,0.585330618253026,-6.94946474579321,3.66674736954904e-12,3.05678394462456e-08,"AD-Serpinb7-Glut"
"3",3,"Eif2s3y",1.26405198994101,-3.14603733296013,0.637431073211023,-4.93549415015517,7.99480770681855e-07,0.00444324762985952,"AD-Serpinb7-Glut"
"4",1,"Xist",1.39153364284796,4.16936921214477,0.536835189428899,7.76657211420932,8.06386769194148e-15,1.26070507495813e-10,"ADP-MPO-Trp73-Glut"
"5",2,"Uty",1.25094486549748,-3.25384064142474,0.586112845468617,-5.55156002223972,2.83131466753294e-08,0.00022132386756105,"ADP-MPO-Trp73-Glut"
"6",3,"Eif2s3y",0.686138126685376,-2.88237336578068,0.636406135111011,-4.52914138748504,5.92238600627609e-06,0.0308635276073734,"ADP-MPO-Trp73-Glut"
"7",1,"Xist",16.1386635870613,7.1489142247104,0.451753815019493,15.8248010022935,2.09861574738959e-56,5.14622553574875e-52,"AHN-Onecut3-Gaba"
"8",2,"Uty",14.4370728312738,-6.94254203382829,0.515309276186292,-13.472573374205,2.26820630917408e-41,2.78104775567834e-37,"AHN-Onecut3-Gaba"
"9",3,"Eif2s3y",8.19720424351542,-6.0485807088933,0.521554007464676,-11.5972279425021,4.25642949347248e-31,3.47920546796441e-27,"AHN-Onecut3-Gaba"
"10",4,"Kdm5d",6.89937738470029,-5.01219262198523,0.505240740438488,-9.92040471169299,3.39377264556377e-23,2.08055232036287e-19,"AHN-Onecut3-Gaba"
"11",5,"Ddx3y",4.77382816078439,-4.74054528066001,0.515827572029967,-9.19017427084066,3.92205433872244e-20,1.92353232988304e-16,"AHN-Onecut3-Gaba"
"12",6,"Ddx3x",11.3779313748509,0.738624281398716,0.147438860977627,5.00969877616458,5.45152943465364e-07,0.00222804007994294,"AHN-Onecut3-Gaba"
"13",1,"Xist",26.8074041873883,7.95819347481194,0.457350745335604,17.4006351929573,8.15931183358962e-68,2.07842150337028e-63,"AHN-PVHd-PVR-Mixed-Gaba"
"14",2,"Uty",21.4999899781909,-7.56117001319837,0.514863907701948,-14.6857643351755,7.95323223956173e-49,1.01296342419178e-44,"AHN-PVHd-PVR-Mixed-Gaba"
"15",3,"Eif2s3y",12.6886746505346,-6.41981215645765,0.517599605180438,-12.4030468574636,2.51572498035792e-35,2.13610208082191e-31,"AHN-PVHd-PVR-Mixed-Gaba"
"16",4,"Kdm5d",8.35347503772558,-6.20724730808179,0.519641108637115,-11.9452583810426,6.87364074456741e-33,4.37730626715914e-29,"AHN-PVHd-PVR-Mixed-Gaba"
"17",5,"Ddx3y",5.71331084232166,-5.12380648983824,0.514449322973918,-9.95978857590607,2.28548225586654e-23,1.16436179007377e-19,"AHN-PVHd-PVR-Mixed-Gaba"
"18",6,"Tsix",1.09096627408649,3.90570959268633,0.540016076585105,7.23258021758321,4.73902540226582e-13,2.01195323453195e-09,"AHN-PVHd-PVR-Mixed-Gaba"
"19",7,"Kdm6a",25.9504127161592,0.474107785585715,0.0987568763124458,4.80075720586522,1.58066815553139e-06,0.00575205141797873,"AHN-PVHd-PVR-Mixed-Gaba"
"20",8,"Ddx3x",14.5607501709395,0.55873194097791,0.131747574487528,4.24092772220867,2.22597814421895e-05,0.0708779265846117,"AHN-PVHd-PVR-Mixed-Gaba"
"21",1,"Xist",8.2377826791991,6.49296895465941,0.38252603947994,16.9739266991781,1.28074396134397e-64,3.15396007920565e-60,"ARC-Mixed-Glut"
"22",2,"Uty",4.59682851787176,-4.45488430998753,0.429579244306334,-10.3703434675506,3.38306581029702e-25,4.16556893221872e-21,"ARC-Mixed-Glut"
"23",3,"Eif2s3y",4.40509314884326,-4.47808018160549,0.494039456954398,-9.0642156584243,1.25503923714108e-19,1.03021987512787e-15,"ARC-Mixed-Glut"
"24",4,"Kdm5d",1.42534767129072,-3.40721872380801,0.509116433259726,-6.69241552859052,2.19516468284121e-11,1.35145313699119e-07,"ARC-Mixed-Glut"
"25",5,"Ddx3y",1.14399442450415,-2.82464595505771,0.511306283930004,-5.52437168060385,3.30666799932213e-08,0.000162860012302614,"ARC-Mixed-Glut"
"26",1,"Xist",6.47504040908477,6.45705868562944,0.449635755679579,14.3606432630569,9.1375072438215e-47,1.88278336758942e-42,"AV-Col27a1-Glut"
"27",2,"Uty",4.52934112869603,-5.61492806410247,0.53116766519991,-10.5709146696444,4.06510326824324e-26,4.18807264210759e-22,"AV-Col27a1-Glut"
"28",3,"Eif2s3y",2.93017033330792,-4.81942975447729,0.53654283683335,-8.98237647327719,2.64980388203384e-19,1.81997363297691e-15,"AV-Col27a1-Glut"
"29",4,"Kdm5d",1.31562725488548,-3.76150727465753,0.546067297009728,-6.88835844090205,5.64398572488776e-12,2.90735814653281e-08,"AV-Col27a1-Glut"
"30",5,"Ddx3y",1.40381268686127,-3.6238917199817,0.629833754935365,-5.75372737898686,8.72968958714077e-09,3.59750507886071e-05,"AV-Col27a1-Glut"
"31",1,"Xist",6.30254405094979,6.39427934704572,0.463831190417346,13.7857899148444,3.10350826206508e-43,6.58036856805659e-39,"Chat-GABA"
"32",2,"Uty",5.49518537822736,-5.33917063392802,0.501820201136619,-10.6396088117514,1.94946071495877e-26,2.06672077696354e-22,"Chat-GABA"
"33",3,"Eif2s3y",3.21008167194348,-4.64928196124306,0.521273537674005,-8.91908302498685,4.70164807485697e-19,3.32296813770641e-15,"Chat-GABA"
"34",4,"Kdm5d",1.83349729553136,-3.81836422348786,0.532911203240642,-7.16510405536292,7.77274924754912e-13,4.1201400573946e-09,"Chat-GABA"
"35",5,"Ddx3y",1.26645091735515,-3.35695917406958,0.578146251694996,-5.80641864273567,6.38232627889005e-09,2.70648928182611e-05,"Chat-GABA"
"36",1,"Xist",34.7047359798534,7.64782333523666,0.426078013306797,17.9493498758169,4.85554245171973e-72,1.26375203390909e-67,"DMH-Gaba"
"37",2,"Uty",28.7729180238426,-7.51897250509559,0.503661928567916,-14.9286100032905,2.14694881054378e-50,2.79393183460115e-46,"DMH-Gaba"
"38",3,"Eif2s3y",13.333436842455,-7.32868331095874,0.517335226849022,-14.1662174362186,1.48274799236094e-45,1.28638273323928e-41,"DMH-Gaba"
"39",4,"Kdm5d",11.5712771519175,-6.22396992605952,0.50812981546855,-12.2487792225307,1.705437486135e-34,1.10968553629089e-30,"DMH-Gaba"
"40",5,"Ddx3y",6.91921467812099,-5.64152701258541,0.518554852347827,-10.8793254697023,1.44629222279891e-27,7.52852953655745e-24,"DMH-Gaba"
"41",6,"Tsix",1.51483176602804,3.46898570514389,0.48459778470955,7.15848444751574,8.15738406455332e-13,3.53853725080215e-09,"DMH-Gaba"
