X.Intercept...Intercept.,X.Intercept..p.value,score_ieg62,Std..Error,t_value,p_value,r_squared,adj_r_squared,f_statistic.value,f_pvalue.value,Cluster,adj_p_value
13659.696226788434,0,2129.358348045146,1438.5759577378346,1.4801848568313132,0.13904115409469625,0.0015087184055247338,8.201037285630042e-4,2.1909472103927166,0.139041154094698,Pitx2 Glut,0.6925325781298443
13453.345013082922,0,1733.5048891222227,3468.6713744619497,0.4997604852062756,0.6173316239141884,1.996088634337157e-4,-5.995920887138517e-4,0.24976054257361202,0.6173316239141884,TH Prkcd Grin2c Glut_4,0.8723164250961358
13491.068217796603,0,2192.3475428096453,1381.4098861378313,1.5870362336402897,0.11255693115683711,4.18002854023547e-4,2.5204203762874133e-4,2.518684006887086,0.11255693115684212,TH Prkcd Grin2c Glut_3,0.6925325781298443
13663.38288490381,0,-1310.2545723884805,2150.9256482137093,-0.609158467879452,0.5424796482752103,1.6152115919909333e-4,-2.7375897960846274e-4,0.3710740389892436,0.542479648275209,TH Prkcd Grin2c Glut_6,0.8723164250961358
13998.905857959637,0,-2695.005862409162,2398.0512145378248,-1.1238316538325348,0.2612986857583941,0.0010021698554786153,2.08684684593341e-4,1.2629975861559644,0.2612986857583952,PH-LHA-MM Foxb1 Glut,0.7384528075780703
13645.450438614187,0,226.30128732063076,1192.7789228054148,0.18972609508254082,0.8495319781727615,7.671721015359656e-6,-2.0545537367344657e-4,0.035995991155269316,0.8495319781727615,ZI Mixed Gaba,0.983730906312009
13800.706568144233,0,1948.9151437391536,1432.4527988790783,1.360544057901396,0.17374588197117935,5.313315899311784e-4,2.4429291433958333e-4,1.8510801334907807,0.1737458819711813,PH-LHA-PVH-SO-PVa Nxph4 Glut,0.6925325781298443
13301.64767019708,0,326.71059835186145,1807.5750598086936,0.18074524572519782,0.8565776942175295,9.054475624449102e-6,-2.6810487734785227e-4,0.0326688438522627,0.8565776942175284,STR D1 Gaba,0.983730906312009
13111.671415555737,0,1465.7073927738702,1455.609974944403,1.0069368979350757,0.314031122617005,2.7470010622356804e-4,3.7718406697972995e-6,1.01392191642311,0.3140311226170058,PO-MEA-BST Mixed Gaba,0.8330739259082003
13842.332140645312,0,1084.622831467883,1771.860833867336,0.6121377089760153,0.540528415757092,2.2011168985450625e-4,-3.6730305063326085e-4,0.3747125747504077,0.5405284157570902,PF Fzd5 Glut,0.8723164250961358
13426.549627581757,4.697019687324362e-249,-4275.954349182327,5790.708948917815,-0.7384163816386299,0.4607769125833925,0.001620164713338004,-0.0013512038440628427,0.5452587526722877,0.46077691258339193,VMH Nr5a1 Glut_1,0.8723164250961358
13642.49444474541,0,487.6741794975717,2777.4555717181142,0.1755830712337551,0.8606480708293663,2.3040885326505442e-5,-7.243260497369342e-4,0.03082941490387776,0.8606480708293667,PV-PT Ntrk1-Sp9 Glut,0.983730906312009
13579.276903907274,0,2065.2956269992756,1229.6947550652178,1.679518936298741,0.09311399540035009,5.689563984584772e-4,3.672548760363936e-4,2.8207838573860826,0.09311399540034844,TH Sema5b-Ntrk Glut,0.6925325781298443
13571.709761167698,0,-532.5586286288903,2470.3688844190215,-0.21557858503959293,0.8293372250774091,2.2172278573664008e-5,-0.00045491637969030663,0.04647412632767517,0.8293372250774051,RE-Xi Nox4 Glut,0.983730906312009
13436.35114684158,0,1201.1570216781586,2963.0764324653874,0.4053749705939081,0.6852731566093684,1.3500959803595882e-4,-6.86572152499787e-4,0.1643288667840121,0.6852731566093682,TU-ARH Otp Six6 Gaba,0.8908551035921789
13345.748876716365,0,-1196.8831556585808,2026.496630831276,-0.5906168988633429,0.5548192957032949,1.101673694644449e-4,-2.0565380319204074e-4,0.3488283212229763,0.5548192957032813,VMH Nr5a1 Glut_2,0.8723164250961358
13371.575511695051,0,9224.320158822944,5215.469494222575,1.76864617251451,0.07744617755420861,0.005036174078739391,0.0034262002503878675,3.1281092835502236,0.0774461775542087,GPe-SI Sox6 Cyp26b1 Gaba,0.6925325781298443
13510.551580768606,0,965.9042570032257,1417.7849000321514,0.6812770096375844,0.4957225028742567,7.729888182614787e-5,-8.924387319009242e-5,0.4641383638607309,0.4957225028742559,Mixed,0.8723164250961358
13614.470848659548,0,1029.0926451793825,2002.7188169369517,0.513847793547635,0.6073831504451319,5.7534182530797844e-5,-1.6036567927280032e-4,0.26403955493378023,0.6073831504451268,AHN-PVHd-PVR Mixed Gaba,0.8723164250961358
13503.843955649296,0,2439.5384586187724,2080.711199560815,1.1724541393028,0.24114845836186763,6.57608773440395e-4,1.7922562780758877e-4,1.3746487087682695,0.24114845836186768,Mixed Meis2 Gaba,0.7384528075780703
13543.499660916938,3.878594094143204e-190,2891.7348212214833,6241.963058288663,0.46327329947612667,0.6435416876793909,7.942654927398846e-4,-0.0029064964869167653,0.21462215000749746,0.6435416876793905,TH Prkcd Grin2c Glut_1,0.8895172880360492
13205.802454181698,7.308801004536415e-238,4619.952661165463,5081.410534837657,0.9091870514085638,0.3638842675758913,0.002383384216126505,-4.999008005899253e-4,0.8266210944489976,0.36388426757589143,GPi Tbr1 Cngb3 Gaba-Glut,0.8723164250961358
13489.316879976373,0,1816.7717862991458,2347.596538954583,0.7738858684415079,0.43907785745881456,2.6043643417382207e-4,-1.7442201017825454e-4,0.5988993373734716,0.4390778574588129,ZI Pax6 Gaba,0.8723164250961358
13328.954192294026,0,-2268.3040035753825,2933.0151380848165,-0.7733693475092416,0.43940645694390645,3.3570991550636354e-4,-2.255839026208406e-4,0.598100147666871,0.439406456943906,ZI-PVH-SBPV Pax6-Prox1 Gaba,0.8723164250961358
13281.939569362085,0,-176.12810917955622,1360.6347369773055,-0.12944554801741323,0.8970101287038545,3.23102502159418e-6,-1.8959519344630138e-4,0.016756149901527018,0.8970101287038589,STR D1-D2 Gaba,0.983730906312009
13439.410121294817,0,1618.1045652810283,2101.6707215724505,0.7699134544113445,0.44139082736850366,1.290420717259053e-4,-8.865245427647217e-5,0.5927667272836219,0.4413908273684988,RT-ZI Gnb3 Gaba_2,0.8723164250961358
13044.201726676692,0,-293.4395871370639,2796.8696910125136,-0.10491714650847171,0.9164554871671359,7.289753237573939e-6,-6.549570747405031e-4,0.011007607631480017,0.9164554871671362,PO-MEA Glut,0.983730906312009
13394.692633347484,0,-929.4538541431548,1637.1241067093026,-0.5677357326387438,0.5702646416723097,1.2698303091170462e-4,-2.6697796868191404e-4,0.32232386211485287,0.5702646416723087,STR-PAL Chst9 Gaba,0.8723164250961358
13545.211258058715,0,8.1742669063089,1639.8269694855758,0.004984835021266432,0.9960229475449197,6.347019165131223e-9,-2.55421492994401e-4,2.4848580189203155e-5,0.9960229475449229,DMH Gaba,0.9960229475449197
13326.462593926137,0,2949.7499107932595,2112.5458216447696,1.3963010319447964,0.16271304637821948,5.607376477611782e-4,2.731292269405605e-4,1.9496565718101129,0.16271304637821846,PO-CEA-BST Meis2 Gaba,0.6925325781298443
13347.521686850756,0,-2111.4916360460493,2124.6884081942803,-0.993788843532381,0.32041304842623086,3.5874344646313086e-4,-4.4982892031253385e-6,0.9876162655294152,0.32041304842623386,SI-MA-LPO-LHA Skor1 Glut,0.8330739259082003
13299.053920161317,0,-2744.5187047827735,1959.5081821037559,-1.4006160983906784,0.16142037334956735,5.780045898449524e-4,2.833636713865939e-4,1.9617254550711256,0.16142037334956738,Trh Glut,0.6925325781298443
13434.196042770243,0,-521.4542561798559,3090.6317744598337,-0.16872092641026226,0.866061953809148,3.820894405938369e-5,-0.0013040216479620614,0.028466751008737693,0.8660619538091466,DMH Hmx2-Vgll1 Glut,0.983730906312009
13483.05821014229,0,892.5686188792957,1743.166013524875,0.5120387914599269,0.6086559562053506,7.441504784143681e-5,-2.0941282185815702e-4,0.2621837239597436,0.60865595620535,TH Prkcd Grin2c Glut_2,0.8723164250961358
