"","X.Intercept...Intercept.","X.Intercept..p.value","Props.props_trans","Props.Std..Error","Props.t.value","Props.p.value","r_squared","adj_r_squared","f_statistic.value","f_pvalue.value","cluster","bh_pvalues_props"
"35",18113.0549555235,0.00062997599854174,1279.51054748065,1173.21098643031,1.09060566452227,0.283115450065236,0.033800519909228,0.00538288814185239,1.18942071548805,0.283115450065235,"RE-Xi Nox4 Glut",0.989876229964488
"36",13824.8815946567,0.00715676611231525,165.484481202187,846.257599462613,0.195548591004999,0.846127490925664,0.00112342037323268,-0.0282553025569663,0.0382392514440406,0.846127490925664,"RT-ZI Gnb3 Gaba_1",0.989876229964488
"37",12173.8066899756,0.00157311438972153,-217.015147340816,1077.71352549447,-0.20136626497403,0.841612081978178,0.00119117859752655,-0.0281855514437226,0.0405483726695913,0.841612081978178,"RT-ZI Gnb3 Gaba_2",0.989876229964488
"38",12288.0151283353,0.00149394150623754,-91.1491513979339,680.318014386838,-0.1339802114164,0.894411919639608,0.000664398912132974,-0.0363480307577879,0.0179506970511831,0.894411919639608,"SCH Six6 Cdc14a Gaba",0.989876229964488
"39",10914.7149484312,3.63572795605953e-05,-506.445437640452,583.581816480044,-0.867822511494873,0.391575670693486,0.0216704572152906,-0.00710394110190671,0.75311591145727,0.391575670693486,"SI-MA-LPO-LHA Skor1 Glut",0.989876229964488
"40",11620.2340343491,1.42460139801842e-07,-233.996870459501,318.475922944863,-0.734739594427714,0.467535800603702,0.0156295523116321,-0.0133225196792022,0.539842271619802,0.467535800603702,"SI-MPO-LPO-ADP Lhx8 Gaba",0.989876229964488
"41",13333.6600657904,0.0188172964129725,19.7836068716206,649.783659994559,0.0304464517802528,0.976310086698832,9.26900503588759e-05,-0.0998980409446053,0.000926986426007267,0.976310086698832,"SNc-VTA-RAmb Foxa1 Dopa",0.993256220820632
"42",14350.6956359871,1.57322947827577e-09,285.362842816178,294.717139775662,0.96826008502049,0.341508515783932,0.0335580014784188,-0.00223614661497296,0.937527592243887,0.341508515783932,"STN-PSTN Pitx2 Glut",0.989876229964488
"43",10668.1053031635,4.13784805225026e-06,-604.429518820438,521.935050358325,-1.15805504613165,0.25491183810621,0.0379470874648949,0.00965141356680377,1.34109148987099,0.25491183810621,"STR D1 Gaba",0.989876229964488
"44",11134.0982437077,6.56243550400344e-09,-518.858756052457,416.804587360035,-1.24484895749064,0.221699615060195,0.043591117598635,0.0154614445868302,1.54964892696554,0.221699615060195,"STR D1-D2 Gaba",0.989876229964488
"45",11378.2403411382,3.34555349763389e-06,-371.191176932461,497.474136383668,-0.746151708771823,0.460703998607155,0.0161109622690047,-0.0128269506054364,0.556742372503112,0.460703998607154,"STR-PAL Chst9 Gaba",0.989876229964488
"46",11971.5146312448,0.0112818755801835,-152.915410533417,723.450171778348,-0.21136965128853,0.833898787700123,0.00135202197046038,-0.0289100379698286,0.0446771294858346,0.833898787700124,"TH Prkcd Grin2c Glut_1",0.989876229964488
"47",13571.4172888319,2.74582997069289e-09,177.200759867504,436.437285420494,0.40601654759349,0.687351286765107,0.00497060712527232,-0.0251817987194163,0.164849436919737,0.687351286765107,"TH Prkcd Grin2c Glut_2",0.989876229964488
"48",13464.6427035679,1.0658055698476e-09,185.64817470715,503.134525288119,0.36898317522702,0.714428187124649,0.00398839907985464,-0.0253060597707377,0.136148583600614,0.714428187124648,"TH Prkcd Grin2c Glut_3",0.989876229964488
"49",12916.3471538063,0.000110642358869893,7.07197734545974,624.227942824798,0.0113291585657911,0.991027049508066,3.77498086149042e-06,-0.029407878696172,0.00012834983380884,0.991027049508066,"TH Prkcd Grin2c Glut_4",0.993256220820632
"50",14488.6605437283,0.00766097454234962,265.455155705601,818.526977663611,0.324308377059619,0.74788278580424,0.00338129974541684,-0.0287676905853762,0.105175923431043,0.747882785804241,"TH Prkcd Grin2c Glut_5",0.989876229964488
"51",15374.586217827,7.57849543491939e-06,614.827913054526,713.498021679894,0.861709345187735,0.394884405202749,0.0213727301331471,-0.00741042486293675,0.742542995583876,0.394884405202748,"TH Prkcd Grin2c Glut_6",0.989876229964488
"52",12103.3938229507,0.000345053993206813,-234.900009762756,909.55061831669,-0.258259414080204,0.797763670826756,0.00195786292842253,-0.0273963175736827,0.06669792496105,0.797763670826756,"TH Prkcd Grin2c Glut_7",0.989876229964488
"53",16785.7208481213,3.10291500141807e-05,710.345758116545,632.748811360622,1.12263467803134,0.269458017196043,0.0357429832475229,0.00738248275480313,1.26030862031853,0.269458017196043,"TH Prkcd Grin2c Glut_8",0.989876229964488
"54",16097.5040061198,1.75866878086399e-06,993.498512129087,855.973000928979,1.16066571147788,0.253862707132523,0.03811184461568,0.0098210165161412,1.34714489380045,0.253862707132523,"TH Sema5b-Ntrk Glut",0.989876229964488
"55",11806.3643348372,0.0129294941846777,-184.293915539393,767.451733742397,-0.24013746720032,0.811665680098277,0.00169318717107759,-0.0276687779121259,0.0576660031533848,0.811665680098277,"TH-PVT-RE Ntrk1-Nox4 Glut",0.989876229964488
"56",10481.1333046172,0.00130545149609158,-664.070873461156,820.402128367111,-0.809445576138242,0.42388767193795,0.0189063142113294,-0.00994938242951382,0.655202140729771,0.423887671937949,"Trh Glut",0.989876229964488
"57",13223.5279341238,2.87630436672332e-07,58.5621581611079,333.671710176765,0.175508310638874,0.861859521111337,0.00102571905692665,-0.0322734236411759,0.0308031671033111,0.861859521111338,"TRS-BAC Sln Glut",0.989876229964488
"58",12864.540933304,1.55169800366835e-06,-3.82685550915618,449.44908587573,-0.00851454731896882,0.993256220820632,2.13227533712611e-06,-0.0294095697165646,7.24975160469532e-05,0.993256220820633,"TU-ARH Otp Six6 Gaba",0.993256220820632
"59",14310.177904193,0.000414411567163945,245.753874950632,602.412955761851,0.407949186019473,0.686207907211776,0.00551681387351281,-0.0276326256640369,0.166422538373951,0.686207907211776,"VMH Nr5a1 Glut_1",0.989876229964488
"60",12704.3337265769,1.4124651816938e-05,-47.7101345940628,661.566410863904,-0.0721169240314977,0.942931427652145,0.000152942802914009,-0.0292543235852354,0.00520085073176476,0.942931427652145,"VMH Nr5a1 Glut_2",0.989876229964488
"61",14191.2859742038,7.64457851755258e-08,384.343935473056,601.633581209583,0.638833913991858,0.5272114455056,0.0118608311894765,-0.0172020855402446,0.408108769666157,0.527211445505599,"ZI Mixed Gaba",0.989876229964488
"62",13809.5196913373,1.50146019550707e-05,226.987781156973,664.300880162485,0.341694235150574,0.734683994307469,0.00342221733881489,-0.0258888939159259,0.116754950335136,0.734683994307469,"ZI Pax6 Gaba",0.989876229964488
"63",12231.0659390147,0.0104439344852083,-153.066062433065,1055.4009426709,-0.145031197381444,0.885542596882425,0.000618265987567759,-0.0287753144245626,0.0210340482138953,0.885542596882426,"ZI-PVH-SBPV Pax6-Prox1 Gaba",0.989876229964488
"64",14432.8441740612,0.026393078182867,169.141074698636,846.229922105697,0.199876026928659,0.843500378254405,0.00189878898626826,-0.0456298401096238,0.0399504261407864,0.843500378254404,"SCsg Gabrr2 Gaba",0.989876229964488
"65",7850.61636673775,0.0469003443741357,-823.810680165913,624.895799744461,-1.31831687859447,0.200959004976612,0.0732143552720221,0.031087735057114,1.73795939238706,0.200959004976613,"PVN Mixed Glut",0.989876229964488
