"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","pct.1-pct.2","dups"
"C130071C03Rik",4.65992487551251e-15,-1.10947664646391,0.091,0.349,1.7457010568645e-10,"AHN-RCH-LHA Otp Fezf1 Glut_subset","C130071C03Rik",-0.258,2
"Sh3rf3",5.1589253878332e-15,0.637629641639698,0.445,0.211,1.93263662879007e-10,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Sh3rf3",0.234,1
"Tcf4.3",7.00629184024904e-15,-1.38320879754543,0.263,0.493,2.6246970491941e-10,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Tcf4",-0.23,6
"Kcnq3",7.5757863737872e-15,0.575347502844989,0.833,0.616,2.83804109134816e-10,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Kcnq3",0.217,1
"Chst8",1.02915050437473e-14,0.664591908199242,0.354,0.154,3.85540361948862e-10,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Chst8",0.2,1
"Oprm1",1.05439827597333e-14,0.592268720781771,0.335,0.137,3.9499868214513e-10,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Oprm1",0.198,1
"Camk1d.2",1.92365162485651e-14,0.64562493627805,0.66,0.402,7.20638371703745e-10,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Camk1d",0.258,4
"Trpm3",3.67529562607513e-14,1.02880406119152,0.852,0.71,1.37683924744027e-09,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Trpm3",0.142,2
"Sobp",4.71449586242598e-14,0.622190570007699,0.775,0.538,1.76614443998202e-09,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Sobp",0.237,1
"Dach1.1",1.58452983679564e-13,-1.64072349381363,0.196,0.414,5.93596567460381e-09,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Dach1",-0.218,3
"Nell2",3.32067262708543e-13,0.685005186593485,0.636,0.428,1.24399037955874e-08,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Nell2",0.208,1
"Rbfox3",5.44020721390979e-13,0.524856075197682,0.689,0.428,2.03801042647489e-08,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Rbfox3",0.261,1
"Chrm2.1",5.45732773888665e-13,0.591167805716998,0.608,0.343,2.04442411754172e-08,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Chrm2",0.265,4
"Grm7.1",6.9399576727185e-13,-0.679743677926542,0.766,0.873,2.5998469433538e-08,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Grm7",-0.107,2
"Tshz2.2",7.64406901735478e-13,0.560771975838536,0.742,0.497,2.86362113528145e-08,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Tshz2",0.245,4
"Spock1.1",8.47297846466777e-13,-1.06572001196479,0.373,0.558,3.17414719243384e-08,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Spock1",-0.185,3
"Msi2",9.38922837089953e-13,-1.01010916737976,0.407,0.587,3.51739273230638e-08,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Msi2",-0.18,3
"Adgrl2.1",1.10179916046926e-12,0.780522889032652,0.569,0.345,4.12756001494993e-08,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Adgrl2",0.224,3
"Nova1",1.44751854226637e-12,-0.736785868293237,0.493,0.679,5.42269396303828e-08,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Nova1",-0.186,2
"Unc5d.1",1.59369826766945e-12,-0.962815763045897,0.45,0.676,5.97031245034331e-08,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Unc5d",-0.226,3
"Ptpre",1.66913791189005e-12,0.625100219772542,0.373,0.183,6.2529244455225e-08,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Ptpre",0.19,1
"Kcnk9",1.80032081833962e-12,0.534802343783823,0.297,0.122,6.74436184966389e-08,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Kcnk9",0.175,2
"Dpysl3",2.13591078769122e-12,0.522427576261955,0.411,0.2,8.00154899284883e-08,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Dpysl3",0.211,1
"Rbms3.2",2.22123167200249e-12,-0.95743888118536,0.708,0.758,8.32117808965574e-08,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Rbms3",-0.05,4
"Zfp804a.1",2.46553387050385e-12,0.521889617775531,0.785,0.531,9.23638298568151e-08,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Zfp804a",0.254,4
"Prlr",3.93447065030636e-12,0.623052631991732,0.311,0.136,1.47393139501777e-07,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Prlr",0.175,1
"Kcnj6",4.22435568242367e-12,0.645351440273401,0.579,0.353,1.58252812574956e-07,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Kcnj6",0.226,1
"Clstn2",5.53689726712303e-12,-1.20303672667564,0.244,0.45,2.07423245420963e-07,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Clstn2",-0.206,2
"Gm30382",6.97635086530921e-12,0.675100563308963,0.397,0.201,2.61348056116213e-07,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Gm30382",0.196,2
"Vat1l",1.27816139323136e-11,0.534266598397273,0.536,0.314,4.78824821132332e-07,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Vat1l",0.222,2
"Elmo1.2",1.28579906255236e-11,-1.03416194554586,0.211,0.424,4.81686044813365e-07,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Elmo1",-0.213,4
"Npas3.2",1.3348243475338e-11,0.501385788427169,0.856,0.624,5.00051897073111e-07,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Npas3",0.232,4
"Nfia.2",2.18135884145262e-11,-1.41248374195082,0.067,0.265,8.17180649184979e-07,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Nfia",-0.198,3
"B230303A05Rik",2.20928985776337e-11,-0.701132653481834,0.431,0.654,8.27644166515315e-07,"AHN-RCH-LHA Otp Fezf1 Glut_subset","B230303A05Rik",-0.223,1
"Ndst4.1",3.23452720366339e-11,-1.14671581888347,0.077,0.285,1.21171858103638e-06,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Ndst4",-0.208,3
"Glra2",4.75271418740972e-11,0.592364945323136,0.354,0.173,1.78046178888743e-06,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Glra2",0.181,1
"Galnt17",5.82613106405545e-11,0.612313212483189,0.612,0.409,2.18258521921645e-06,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Galnt17",0.203,1
"Slc35f4.1",6.22131196222947e-11,0.523018456226431,0.584,0.353,2.3306278872904e-06,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Slc35f4",0.231,2
"Ndst3.1",7.71250099619309e-11,-0.995090253507957,0.139,0.353,2.88925712319386e-06,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Ndst3",-0.214,2
"Pld5.2",1.12516908317554e-10,-1.1083829198376,0.211,0.412,4.21510841939222e-06,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Pld5",-0.201,4
"Sim1.2",1.3411084681312e-10,0.529349408118545,0.512,0.288,5.02406054331309e-06,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Sim1",0.224,4
"Nrxn3",2.71113035694641e-10,0.619809698909141,0.919,0.76,1.01564365431926e-05,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Nrxn3",0.159,1
"Htr2c",4.14256148640359e-10,-1.12284366603605,0.407,0.558,1.55188638403651e-05,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Htr2c",-0.151,2
"Pcsk2",5.4448549037526e-10,-0.865685732892874,0.44,0.59,2.0397515440438e-05,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Pcsk2",-0.15,1
"Maml2",5.5500238668272e-10,0.56427053643495,0.402,0.214,2.07914994099081e-05,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Maml2",0.188,2
"Magi3.1",7.75988296634593e-10,-0.803937854554654,0.278,0.465,2.90700735685251e-05,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Magi3",-0.187,2
"Tmem108.1",9.03918479733362e-10,0.508183341368299,0.646,0.446,3.38625940877712e-05,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Tmem108",0.2,3
"Dlgap1",1.82591002195516e-09,-0.535927475323676,0.789,0.846,6.84022412424841e-05,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Dlgap1",-0.0569999999999999,2
"Rgs6.3",1.95065071177054e-09,-1.0766781195572,0.254,0.446,7.30752769643479e-05,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Rgs6",-0.192,5
"Utrn.2",2.00681537047131e-09,0.583928108664853,0.397,0.22,7.5179317408596e-05,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Utrn",0.177,3
"Cdh10",2.05745089894399e-09,-0.880948445541253,0.373,0.538,7.70762255762399e-05,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Cdh10",-0.165,3
"Ano4",2.7678789035592e-09,-0.910414040553017,0.22,0.393,0.000103690279485135,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Ano4",-0.173,3
"Nrg1.2",3.02026671695555e-09,-1.03878840015567,0.746,0.814,0.000113145231750589,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Nrg1",-0.0679999999999999,3
"Robo2.2",3.03803682836055e-09,-0.888601792284697,0.541,0.676,0.000113810935664043,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Robo2",-0.135,4
"Gabrb2.1",4.45518468482436e-09,-0.696607795841209,0.455,0.607,0.00016690012866289,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Gabrb2",-0.152,3
"Man1a.1",4.9524353756737e-09,0.519169732685332,0.407,0.224,0.000185528134043488,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Man1a",0.183,3
"Stxbp5l",5.31155620844474e-09,-0.618195296710795,0.545,0.667,0.000198981518680757,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Stxbp5l",-0.122,1
"Slit2.1",5.84876791936432e-09,0.652775147429491,0.593,0.429,0.000219106543795226,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Slit2",0.164,2
"Ildr2",9.99816273711317e-09,0.58037057510141,0.287,0.145,0.000374551172457733,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Ildr2",0.142,1
"A230006K03Rik",2.07875904164649e-08,-0.549278130047444,0.574,0.688,0.000778744712181609,"AHN-RCH-LHA Otp Fezf1 Glut_subset","A230006K03Rik",-0.114,2
"Erbb4",3.92060308080432e-08,-0.694350944961127,0.641,0.779,0.00146873632613092,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Erbb4",-0.138,2
"Reln.3",7.73651550908275e-08,-1.12021374088928,0.11,0.272,0.00289825344001258,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Reln",-0.162,6
"Camk4.2",1.05116921313826e-07,-0.803103744917973,0.201,0.364,0.00393789010625855,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Camk4",-0.163,3
"Rsrp1",1.58988732798059e-07,-0.629625751784261,0.34,0.493,0.0059560359080809,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Rsrp1",-0.153,1
"Nr3c2.1",2.8101993683725e-07,-0.667516337941111,0.435,0.556,0.010527568873797,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Nr3c2",-0.121,3
"Zbtb20.1",2.94020813669687e-07,-0.630843358172577,0.646,0.739,0.0110146077216938,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Zbtb20",-0.093,2
"Brinp1",3.03314979798973e-07,-0.612055089824395,0.522,0.625,0.0113627857732291,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Brinp1",-0.103,1
"Thsd7b.2",3.53933818169001e-07,-0.949560207791873,0.344,0.483,0.0132590686962471,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Thsd7b",-0.139,4
"Elmod1",3.95084625310535e-07,-0.604496385686763,0.282,0.437,0.0148006602333832,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Elmod1",-0.155,1
"Rab3c.1",6.89220978691886e-07,-0.584777698331242,0.56,0.657,0.0258195963037554,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Rab3c",-0.097,4
"Luzp1",7.20766583955866e-07,-0.649222604734777,0.12,0.267,0.0270013577681546,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Luzp1",-0.147,2
"Mast4.3",1.09593856788943e-06,-0.811435924837179,0.493,0.59,0.0410560506302739,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Mast4",-0.097,6
"Trhde.2",1.10394950924555e-06,-0.845281403939782,0.163,0.309,0.0413561565153567,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Trhde",-0.146,3
"Sclt1",2.1719760609027e-06,-0.53668852090549,0.388,0.508,0.0813665671935369,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Sclt1",-0.12,1
"Il1rapl2.3",2.20015909858602e-06,-1.20696879848801,0.273,0.412,0.0824223601512293,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Il1rapl2",-0.139,6
"5730522E02Rik",2.41477211644875e-06,-0.670114259485366,0.273,0.413,0.0904621930264031,"AHN-RCH-LHA Otp Fezf1 Glut_subset","5730522E02Rik",-0.14,1
"Igf1r",2.800604964411e-06,-0.56691820222545,0.244,0.386,0.104916263176765,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Igf1r",-0.142,1
"Pcdh11x.2",2.83709416254636e-06,-0.863282780550505,0.392,0.518,0.106283221517312,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Pcdh11x",-0.126,3
"Dpp10.1",4.9285731591967e-06,1.19273918617361,0.852,0.838,0.184634207689827,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Dpp10",0.014,3
"Fstl4.2",5.75104820763064e-06,-0.728421636497228,0.163,0.305,0.215445767954259,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Fstl4",-0.142,4
"Efr3b",6.21920462707601e-06,-0.587184504585735,0.22,0.358,0.232983843739522,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Efr3b",-0.138,1
"Nedd4l",8.17531593061506e-06,-0.518557705359985,0.493,0.596,0.306263685392701,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Nedd4l",-0.103,1
"Arhgap26",1.0797995505554e-05,-0.695288129222784,0.311,0.437,0.404514507629063,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Arhgap26",-0.126,1
"Alk.2",1.36901726795631e-05,-0.81730472147113,0.244,0.375,0.512861248921792,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Alk",-0.131,5
"6330411D24Rik.1",1.63125191278467e-05,-0.70438182461546,0.148,0.275,0.611099591567395,"AHN-RCH-LHA Otp Fezf1 Glut_subset","6330411D24Rik",-0.127,3
"Elavl4",2.15539537696169e-05,-0.567519554265779,0.297,0.414,0.807454216117389,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Elavl4",-0.117,1
"Tcf12",4.19263145824577e-05,-0.534463989070161,0.354,0.458,1,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Tcf12",-0.104,1
"Adam23",4.49719235318163e-05,-0.536509611547833,0.421,0.521,1,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Adam23",-0.1,1
"Nell1.2",4.9363256841004e-05,-0.542888175210918,0.407,0.523,1,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Nell1",-0.116,5
"Adarb2.3",5.29872796048262e-05,-0.959952194640933,0.287,0.409,1,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Adarb2",-0.122,5
"St6galnac5.2",6.88295015130207e-05,-0.688420318573091,0.158,0.265,1,"AHN-RCH-LHA Otp Fezf1 Glut_subset","St6galnac5",-0.107,3
"Tmtc1",7.60891461919678e-05,-0.561132517255769,0.206,0.32,1,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Tmtc1",-0.114,2
"Ptchd4",8.39030818679053e-05,-0.613954423784005,0.297,0.398,1,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Ptchd4",-0.101,1
"Cpne4.4",9.1211906500978e-05,-0.956898961100765,0.177,0.282,1,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Cpne4",-0.105,7
"Cntnap5b.1",0.000130374735278656,-0.625477231554043,0.646,0.659,1,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Cntnap5b",-0.013,3
"Epha7.1",0.000147237055826946,-0.537492163210768,0.182,0.298,1,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Epha7",-0.116,4
"Klhl29",0.000195463541431738,-0.534015327747809,0.526,0.577,1,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Klhl29",-0.0509999999999999,2
"Cntn4.2",0.000210419296237803,-0.654119660045515,0.593,0.653,1,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Cntn4",-0.0600000000000001,4
"Hs3st4.2",0.000224806714527517,-0.929296337593189,0.402,0.478,1,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Hs3st4",-0.076,5
"Arpp21.3",0.000261132815334456,-0.665596246879923,0.378,0.46,1,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Arpp21",-0.082,6
"Thsd7a.2",0.000299477714203578,-0.665578394217899,0.335,0.424,1,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Thsd7a",-0.089,4
"Cdh7.1",0.000305798564964265,-0.506927577190942,0.163,0.269,1,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Cdh7",-0.106,2
"Cdh12.2",0.000406247682732877,-0.7257391468027,0.713,0.723,1,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Cdh12",-0.01,3
"Pex5l.1",0.000472718319764296,-0.687412291594209,0.335,0.418,1,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Pex5l",-0.083,4
"Kctd8.3",0.000741509688809081,-0.649690686566359,0.22,0.322,1,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Kctd8",-0.102,5
"Mid1",0.00136084454678486,-0.681275291761643,0.163,0.257,1,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Mid1",-0.094,1
"Esrrg.3",0.00308311295503784,-0.526472145461145,0.392,0.458,1,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Esrrg",-0.066,5
"Sema5a.1",0.00324092221251947,-0.569685085146931,0.225,0.302,1,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Sema5a",-0.077,3
"Epha6",0.00412827831011088,-0.502109260504123,0.67,0.663,1,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Epha6",0.00700000000000001,1
"Kcnq5.2",0.00498500932208815,-0.776992720446264,0.531,0.542,1,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Kcnq5",-0.011,4
"9030622O22Rik",6.02911537435391e-192,2.36404660784723,0.507,0.011,2.25862720154046e-187,"ND-INC Foxd2 Glut_subset","9030622O22Rik",0.496,1
"9130410C08Rik",6.68081407775108e-190,1.41613902984933,0.413,0.006,2.50276656980711e-185,"ND-INC Foxd2 Glut_subset","9130410C08Rik",0.407,1
"Gulp1",4.02541046136565e-114,3.33433529281283,0.933,0.117,1.5079992670368e-109,"ND-INC Foxd2 Glut_subset","Gulp1",0.816,1
"Ret",4.23713618229299e-78,1.20654267933749,0.347,0.017,1.5873159566106e-73,"ND-INC Foxd2 Glut_subset","Ret",0.33,1
"Pmfbp1",4.94883338757296e-68,0.999807403688922,0.307,0.015,1.85393196365258e-63,"ND-INC Foxd2 Glut_subset","Pmfbp1",0.292,1
"Epb41l4a.1",7.1024952977834e-50,1.62977708792577,0.667,0.11,2.66073678845562e-45,"ND-INC Foxd2 Glut_subset","Epb41l4a",0.557,2
"Ttc6",2.87948862317752e-49,1.45392757939085,0.507,0.063,1.07871402801476e-44,"ND-INC Foxd2 Glut_subset","Ttc6",0.444,1
"Htr2a",1.33418133905278e-45,1.23236856468051,0.347,0.032,4.99811013235951e-41,"ND-INC Foxd2 Glut_subset","Htr2a",0.315,1
"Megf11",4.78934228293601e-43,1.47640943504847,0.467,0.062,1.79418340603349e-38,"ND-INC Foxd2 Glut_subset","Megf11",0.405,1
"Msi2.1",6.31108844073774e-43,2.07735800066234,1,0.568,2.36425995166917e-38,"ND-INC Foxd2 Glut_subset","Msi2",0.432,3
"Cacna2d3.2",2.13577138922938e-42,2.5585945468164,0.853,0.293,8.00102677833111e-38,"ND-INC Foxd2 Glut_subset","Cacna2d3",0.56,4
"Pex5l.2",4.89336231935561e-41,2.19350648674279,0.947,0.402,1.833151392077e-36,"ND-INC Foxd2 Glut_subset","Pex5l",0.545,4
"Gm27008",5.27405030257681e-35,0.989832420221506,0.333,0.038,1.97576472435132e-30,"ND-INC Foxd2 Glut_subset","Gm27008",0.295,1
"Pbx1.2",2.04991983583215e-31,1.73445825429138,0.987,0.626,7.67940968899439e-27,"ND-INC Foxd2 Glut_subset","Pbx1",0.361,3
"Adamts16",3.43136559535497e-31,1.239748252178,0.44,0.073,1.28545817933188e-26,"ND-INC Foxd2 Glut_subset","Adamts16",0.367,1
"Gabrb1",4.54214875400256e-30,-2.32984258455463,0.28,0.892,1.70157976622444e-25,"ND-INC Foxd2 Glut_subset","Gabrb1",-0.612,2
"Nav3",1.86050952879056e-29,-2.01258292730444,0.493,0.925,6.96984079675521e-25,"ND-INC Foxd2 Glut_subset","Nav3",-0.432,2
"Kctd8.4",1.40420547172948e-28,1.49058647525285,0.853,0.305,5.26043453819298e-24,"ND-INC Foxd2 Glut_subset","Kctd8",0.548,5
"Gm26871.3",3.72752341812051e-28,-2.84794039478631,0.16,0.809,1.39640482289631e-23,"ND-INC Foxd2 Glut_subset","Gm26871",-0.649,5
"Sorcs1.2",7.36267060100382e-28,1.680981725131,0.947,0.535,2.75820366054805e-23,"ND-INC Foxd2 Glut_subset","Sorcs1",0.412,3
"Apba1.1",8.6599162550014e-27,1.66320193811104,0.92,0.53,3.24417782744863e-22,"ND-INC Foxd2 Glut_subset","Apba1",0.39,2
"Mctp2",1.20966259737695e-26,0.942847022258321,0.307,0.042,4.53163802229354e-22,"ND-INC Foxd2 Glut_subset","Mctp2",0.265,1
"Spon1",9.97275881757523e-26,1.24038073970537,0.453,0.092,3.73599490824003e-21,"ND-INC Foxd2 Glut_subset","Spon1",0.361,2
"Cdh20",5.69237520302977e-24,1.41140534349369,0.653,0.191,2.13247759855901e-19,"ND-INC Foxd2 Glut_subset","Cdh20",0.462,1
"Ebf3.3",1.19611862943399e-23,1.21319810273994,0.853,0.326,4.4808996095856e-19,"ND-INC Foxd2 Glut_subset","Ebf3",0.527,5
"Cdh10.1",1.24973714135852e-23,1.39143186056381,0.947,0.52,4.6817652789573e-19,"ND-INC Foxd2 Glut_subset","Cdh10",0.427,3
"Kcnh8",1.02909043028026e-22,1.69090636446951,0.387,0.077,3.85517856991593e-18,"ND-INC Foxd2 Glut_subset","Kcnh8",0.31,1
"Syt2",1.92191327602053e-22,1.07189223392765,0.493,0.116,7.19987151462812e-18,"ND-INC Foxd2 Glut_subset","Syt2",0.377,2
"Kcnmb2",3.28146482419408e-22,1.61144581408669,0.573,0.163,1.22930235243959e-17,"ND-INC Foxd2 Glut_subset","Kcnmb2",0.41,1
"Mast4.4",5.34690716190207e-22,1.46302286390467,0.947,0.577,2.00305836099175e-17,"ND-INC Foxd2 Glut_subset","Mast4",0.37,6
"Grin2a.2",7.77272586550015e-22,1.25084982334331,0.92,0.49,2.91181856373367e-17,"ND-INC Foxd2 Glut_subset","Grin2a",0.43,4
"Ccser1.1",1.08471584006189e-21,-1.21682950931313,0.88,0.966,4.06356248003985e-17,"ND-INC Foxd2 Glut_subset","Ccser1",-0.086,2
"Gpc6.1",5.72253571870119e-21,1.19612217264668,0.973,0.706,2.14377633093984e-16,"ND-INC Foxd2 Glut_subset","Gpc6",0.267,3
"Pdzd2",3.63233175896913e-20,1.25968097143018,0.533,0.157,1.36074412354502e-15,"ND-INC Foxd2 Glut_subset","Pdzd2",0.376,1
"Plekha5",1.09459403511405e-19,1.28930508210301,0.907,0.641,4.10056817434426e-15,"ND-INC Foxd2 Glut_subset","Plekha5",0.266,1
"Cadm1",2.32516301879562e-19,-1.73405513449693,0.36,0.811,8.71052570101214e-15,"ND-INC Foxd2 Glut_subset","Cadm1",-0.451,2
"Erbb4.1",2.5406208216609e-19,1.14459886019919,1,0.767,9.51767372210607e-15,"ND-INC Foxd2 Glut_subset","Erbb4",0.233,2
"Thsd7a.3",4.90685633475555e-19,1.27746008951939,0.827,0.41,1.83820652012612e-14,"ND-INC Foxd2 Glut_subset","Thsd7a",0.417,4
"Sorcs2",9.87162188607223e-19,1.23252829451973,0.6,0.2,3.69810699096038e-14,"ND-INC Foxd2 Glut_subset","Sorcs2",0.4,2
"Khdrbs2",1.23245253317413e-18,1.22699652767135,0.893,0.547,4.61701367977693e-14,"ND-INC Foxd2 Glut_subset","Khdrbs2",0.346,1
"Ebf1.3",1.43123034028681e-18,1.74629713282966,0.667,0.277,5.36167510078246e-14,"ND-INC Foxd2 Glut_subset","Ebf1",0.39,5
"Ano4.1",2.14771008915366e-18,1.20571411938212,0.813,0.374,8.04575153598745e-14,"ND-INC Foxd2 Glut_subset","Ano4",0.439,3
"Pld5.3",2.50488033477221e-18,1.36017698963948,0.8,0.393,9.38378271012365e-14,"ND-INC Foxd2 Glut_subset","Pld5",0.407,4
"A330008L17Rik.1",7.68492606273667e-18,1.47839747506576,0.72,0.313,2.87892700162241e-13,"ND-INC Foxd2 Glut_subset","A330008L17Rik",0.407,3
"Nrxn1",4.70727265454187e-17,-0.625884866421018,1,0.999,1.76343848184447e-12,"ND-INC Foxd2 Glut_subset","Nrxn1",0.001,1
"Auts2.1",7.47243978304236e-17,1.13984780195611,0.947,0.756,2.79932539152333e-12,"ND-INC Foxd2 Glut_subset","Auts2",0.191,2
"Rbms3.3",1.63257169597674e-16,0.936338481035459,1,0.75,6.11594008746808e-12,"ND-INC Foxd2 Glut_subset","Rbms3",0.25,4
"Mcc.1",5.60375494408888e-16,1.35838626458638,0.44,0.132,2.09927867715457e-11,"ND-INC Foxd2 Glut_subset","Mcc",0.308,2
"Celf4",7.18863078742758e-16,-1.52170766272289,0.293,0.749,2.69300486558612e-11,"ND-INC Foxd2 Glut_subset","Celf4",-0.456,2
"Mgat4c",8.45453532947008e-16,-1.71645558946988,0.64,0.845,3.16723802512608e-11,"ND-INC Foxd2 Glut_subset","Mgat4c",-0.205,2
"Cdh13.1",1.49598319564254e-15,1.62396859486277,0.773,0.489,5.60425224751609e-11,"ND-INC Foxd2 Glut_subset","Cdh13",0.284,2
"Dlgap1.1",2.63719829086227e-15,1.00235437379046,0.987,0.84,9.87947223722824e-11,"ND-INC Foxd2 Glut_subset","Dlgap1",0.147,2
"Rnf220",3.96947486584029e-15,1.45913927961079,0.36,0.097,1.48704467424109e-10,"ND-INC Foxd2 Glut_subset","Rnf220",0.263,1
"Cdh9",9.23176133743196e-15,1.14952466783266,0.547,0.202,3.45840243222876e-10,"ND-INC Foxd2 Glut_subset","Cdh9",0.345,1
"Dlgap2",1.65170089693449e-14,-1.67177103313747,0.227,0.653,6.18760190009599e-10,"ND-INC Foxd2 Glut_subset","Dlgap2",-0.426,2
"Ralyl.2",2.74468302063818e-14,-1.20712234405454,0.867,0.937,1.02821315319147e-09,"ND-INC Foxd2 Glut_subset","Ralyl",-0.0700000000000001,3
"Zfp521.1",3.48451231954273e-14,1.38217163464317,0.627,0.271,1.3053680051471e-09,"ND-INC Foxd2 Glut_subset","Zfp521",0.356,3
"Dock4.2",4.78622598756273e-14,1.1865794971968,0.827,0.545,1.79301597946075e-09,"ND-INC Foxd2 Glut_subset","Dock4",0.282,3
"Grid2.2",6.42260726324475e-14,-1.06530045623707,0.867,0.98,2.40603713295675e-09,"ND-INC Foxd2 Glut_subset","Grid2",-0.113,3
