"","X","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","cellType"
"1",1,"Lrfn5",666.465708217066,-0.174676159167009,0.0320096174972253,-5.4569898931829,4.84273907775132e-08,0.00139349816962294,"Mixed"
"2",2,"Adgrl3",847.732546069675,-0.147315255630278,0.0309243498778627,-4.76373007717565,1.90046689446566e-06,0.0273429674441247,"Mixed"
"3",3,"Brinp3",441.48296950213,-0.227698016414776,0.0511859224705113,-4.44844999220156,8.64921802581611e-06,0.0829604162309528,"Mixed"
"4",1,"Tox",124.174921238564,-0.314895485395051,0.0638801026628969,-4.92947682092486,8.24501167887953e-07,0.0201359675221596,"RE-Xi-Nox4-Glut"
"5",1,"Epha7",122.296366549674,-0.408713672401698,0.0812922180353581,-5.02770969078403,4.96372574590294e-07,0.0136497494286585,"RT-ZI-Gnb3-Gaba-2"
"6",2,"Adgrb3",882.717070355872,-0.157217362106881,0.0345284115084881,-4.55327526631895,5.28170900216676e-06,0.0484139052835279,"RT-ZI-Gnb3-Gaba-2"
"7",3,"Myt1l",284.773744302369,0.176440620145914,0.0387002351225483,4.55916145178953,5.13582773939968e-06,0.0484139052835279,"RT-ZI-Gnb3-Gaba-2"
"8",1,"Grm3",76.9014068841778,-0.414306124585163,0.0718397914443495,-5.76708417793925,8.06547725778426e-09,1.51147043810877e-05,"STR-D1-Gaba"
"9",2,"Nlgn1",1511.94432153973,-0.138730834273886,0.0273287789389138,-5.07636417214183,3.84725593665671e-07,0.000240325254176489,"STR-D1-Gaba"
"10",3,"Cadm2",1426.69192641963,-0.191522885347924,0.0372663965324766,-5.13929177941896,2.75775892097985e-07,0.000240325254176489,"STR-D1-Gaba"
"11",4,"Gm20754",94.6880798649589,0.48738480168492,0.101895451531122,4.78318506234849,1.72539135887511e-06,0.00080834585163299,"STR-D1-Gaba"
"12",5,"Neto1",164.029060685132,-0.28606838279592,0.0613006081901921,-4.6666483619275,3.06152608056028e-06,0.00114745997499399,"STR-D1-Gaba"
"13",6,"Slc35f1",112.406398982378,-0.340801859114208,0.0820132613776623,-4.15544819690625,3.24650498645991e-05,0.0101399172410431,"STR-D1-Gaba"
"14",7,"Tmtc1",66.4378966983062,-0.2691065592021,0.0671110584219998,-4.00986909653453,6.07524188401177e-05,0.0142312541132976,"STR-D1-Gaba"
"15",8,"Ntrk2",111.785365152784,0.341820250424543,0.0850721612235541,4.01800360433188,5.8693299653577e-05,0.0142312541132976,"STR-D1-Gaba"
"16",9,"Alcam",252.85032534806,-0.195671733454279,0.0493250576177463,-3.9669843869352,7.27877587538775e-05,0.0151560288783074,"STR-D1-Gaba"
"17",10,"Ralyl",183.036306453327,-0.33740492290037,0.0878810420406603,-3.83933684746548,0.000123367077320439,0.020274101405662,"STR-D1-Gaba"
"18",11,"Cdh12",36.1727230242993,0.716348351948938,0.187192856475422,3.8267932090827,0.000129823488189938,0.020274101405662,"STR-D1-Gaba"
"19",12,"Plcl2",66.4544590663611,0.265369312789298,0.0693089467748638,3.8287887082067,0.000128775503909279,0.020274101405662,"STR-D1-Gaba"
"20",13,"Lrfn5",296.532954200351,-0.161354380591885,0.0425333501132116,-3.79359679316127,0.000148480712622506,0.0214040658041982,"STR-D1-Gaba"
"21",14,"Galntl6",305.703878186086,-0.328794686314652,0.0905894694672515,-3.62950228374516,0.000283968219050855,0.0380111744643788,"STR-D1-Gaba"
