,gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
1,Ptprd,839.244949762776,-0.177027770848878,0.0370337778975037,-4.78017045246715,1.75146635431221e-06,0.00220349367242197
2,Hdac8,26.1256633085862,0.507519495535786,0.106577146420689,4.76199178323342,1.9169148955389e-06,0.00220349367242197
3,Grik1,40.6093445937994,-0.441576139208817,0.0957841040906485,-4.6101192196872,4.02438118867068e-06,0.00308401745091797
4,Robo1,771.440465158974,-0.164901974897873,0.0370616188326211,-4.44940021758383,8.61104242689382e-06,0.00494919663485723
5,Dmd,70.3838655323056,0.358173978023249,0.0818616192396638,4.37535906753364,1.21232749190758e-05,0.00557428180779103
6,Rbm20,7.9132246979176,-0.861593939257142,0.204429420887142,-4.21462789219952,2.50190346225254e-05,0.00958646009953097
7,Kcnc2,288.123971800439,-0.157837601316265,0.0396440290953441,-3.98137134186498,6.8518805956827e-05,0.0225035335563922
8,Cacna1c,339.475882342302,0.12788690352468,0.0328513893693494,3.89289177656515,9.9056348953859e-05,0.0274950551587727
9,Rbfox1,1375.03531963675,0.131775209549089,0.0340266993853615,3.87270031855571,0.000107636144597196,0.0274950551587727
10,Prr16,46.5778835713309,-0.325523048886723,0.086146948538607,-3.77869506011393,0.000157652336286147,0.0362442721121853
11,Sorcs3,27.6785200733971,0.41804389183392,0.11347721618795,3.68394560491792,0.000229651268725454,0.04799711516362
12,Ptpn3,92.0821397702672,0.199352907355754,0.0557025631715898,3.57888211969087,0.000345067058084856,0.0661090972114237
