,gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
1,Uty,17.8607318767004,-7.20977988360904,0.559274479552158,-12.8913085563681,5.03816177547086e-38,3.73630077268919e-34
2,Xist,23.9422788453093,6.62906388289049,0.61976260913008,10.6961339474727,1.06113652760419e-26,3.93469424435633e-23
3,Eif2s3y,8.31204208402777,-6.96273475981218,0.66082283847066,-10.5364620507457,5.8664501912028e-26,1.45018648726533e-22
4,Kdm5d,7.22936577911055,-5.04073279393375,0.493130507953432,-10.2219041666142,1.58202222376833e-24,2.93306920286649e-21
5,Ddx3y,5.05185112781963,-5.75759817497361,0.62924444197168,-9.15001832504504,5.69238912450102e-20,8.44295154945991e-17
6,Zfpm2,30.8982314134563,1.07759746826659,0.176956796624639,6.08960768289898,1.13187711859886e-09,1.39900011858819e-06
7,Cdh18,346.223954197129,0.595892140760022,0.105767558348889,5.63397841514302,1.76099071468323e-08,1.86564387715584e-05
8,Nr3c2,56.2168982339196,0.561190049131786,0.108714369808102,5.16205953382591,2.44247580289994e-07,0.000226417506928824
9,Ghr,45.6319047733023,-0.657149137819377,0.140414763325063,-4.68005729780752,2.86794753857095e-06,0.00236318877178247
10,Gm37928,6.61932673686278,-1.16741594554958,0.269346440299238,-4.33425422015084,1.46255085764543e-05,0.0108462771602985
11,Ephb1,48.7869210383209,0.584345932836993,0.144230315175961,4.05147788884806,5.0895136466918e-05,0.0343125756398785
12,Cdh11,35.3643895007157,0.652746056943058,0.165307758819739,3.94867162681002,7.85860638423674e-05,0.0456201805508003
13,Sv2c,12.4139737986287,-0.88463760417512,0.225288273481375,-3.92669174699967,8.61222394432584e-05,0.0456201805508003
14,Synpr,17.9453514322394,0.792513510554401,0.201407928540052,3.93486749155856,8.32426096088159e-05,0.0456201805508003
15,Map2,176.920192670384,-0.244924219383015,0.0631804897058123,-3.87657994617417,0.000105935012768436,0.0497406545853804
16,Col18a1,7.93211653701346,-1.22368754788036,0.315918534282827,-3.87342752984808,0.000107315328123798,0.0497406545853804
17,Elfn1,5.84422841854922,-1.05675991034536,0.275227424348331,-3.83958798018583,0.000123240960362433,0.0537620565910473
18,Ank,20.1746002204731,0.630914271691554,0.167390597535303,3.76911416161526,0.000163827948025505,0.0674971145865082
19,Bnc2,8.29380445366794,-1.42880795721068,0.386699414926258,-3.69488005944655,0.000219990608418339,0.08157251760152
20,Cadps2,47.3121297898891,-1.23811660873923,0.334880134153424,-3.69719336104897,0.000217996297000478,0.08157251760152
21,Ppp3ca,124.576273732333,-0.262185032315955,0.0720995776273937,-3.63642951794964,0.000276443237742439,0.0931865023226332
22,Nfib,22.9529459419696,1.18297282519219,0.3247466892648,3.64275561321455,0.000269734904577563,0.0931865023226332
