"","X","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","cellType"
"1",1,"Xist",1.86152859496678,4.4368342124498,0.758671211357426,5.84816472014452,4.97026246238424e-09,7.4210988825859e-05,"AD-Serpinb7-Glut"
"2",2,"Uty",1.54699270693375,-3.81963170035511,0.761577733423854,-5.01541934949049,5.29179190198207e-07,0.00395058724442472,"AD-Serpinb7-Glut"
"3",1,"Xist",1.20578686694344,3.92068434952629,0.781635058026696,5.01600370820673,5.27573107296561e-07,0.00726362654125905,"ADP-MPO-Trp73-Glut"
"4",1,"Xist",17.5703105719459,7.51195738445669,0.655571841648311,11.4586333750536,2.12846760258028e-30,4.69412245073055e-26,"AHN-Onecut3-Gaba"
"5",2,"Uty",14.4823541134949,-6.83588106153091,0.654421906872358,-10.4456788346241,1.53354280946118e-25,1.69103765599284e-21,"AHN-Onecut3-Gaba"
"6",3,"Eif2s3y",7.61243847300029,-5.90674370273667,0.665122172986912,-8.88068980802554,6.64470071774088e-19,4.88474098763525e-15,"AHN-Onecut3-Gaba"
"7",4,"Kdm5d",5.80335175710241,-4.59342697469057,0.633939546558833,-7.24584386575144,4.29754959499328e-13,2.36945396919954e-09,"AHN-Onecut3-Gaba"
"8",5,"Ddx3y",4.35604513560428,-4.48097811138558,0.669084060161665,-6.6971825786776,2.12476092354775e-11,9.3718954815844e-08,"AHN-Onecut3-Gaba"
"9",1,"Xist",28.3878505958011,8.04982142843918,0.655162266171394,12.2867598518461,1.06697541307878e-34,2.44113304758294e-30,"AHN-PVHd-PVR-Mixed-Gaba"
"10",2,"Uty",17.5126450525988,-7.2524332978276,0.652526180630699,-11.1143943539825,1.0677265758651e-28,1.22142581646088e-24,"AHN-PVHd-PVR-Mixed-Gaba"
"11",3,"Eif2s3y",10.6143063617859,-5.95712797724027,0.656466255174759,-9.07453799838412,1.14160780098897e-19,8.70628162627558e-16,"AHN-PVHd-PVR-Mixed-Gaba"
"12",4,"Kdm5d",7.3559709439308,-6.00778513362008,0.665644145910626,-9.02552087407186,1.7884251868487e-19,1.02293449624779e-15,"AHN-PVHd-PVR-Mixed-Gaba"
"13",5,"Ddx3y",5.02097000980657,-4.85838054095502,0.666160663026419,-7.29310631895167,3.02888877222963e-13,1.38595892439683e-09,"AHN-PVHd-PVR-Mixed-Gaba"
