,gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
1,Xist,28.6869415014934,8.45692905380658,0.656277501551664,12.8862090103828,5.3825333100059e-38,5.91002157438647e-34
2,Uty,23.8342188397524,-7.6236284891393,0.652974452003234,-11.6752324164461,1.70598829258846e-31,9.36587572631065e-28
3,Eif2s3y,13.2656494588967,-7.05573841460984,0.660702273262679,-10.6791495960309,1.27433652677208e-26,4.66407168798582e-23
4,Kdm5d,10.5934818885353,-5.56288361063591,0.640495300233397,-8.68528404284745,3.7779714619177e-18,1.03705316629641e-14
5,Ddx3y,4.80146075987384,-5.30462217885111,0.681115986501469,-7.78813342217694,6.80063491248599e-15,1.49341942678192e-11
6,A330008L17Rik,41.376074164922,0.765971956684611,0.144793906272855,5.29008420590012,1.22260058990648e-07,0.000223735907952886
7,Pdgfc,9.51959182720934,-1.0805157668116,0.261998128791304,-4.12413543484615,3.7212989233515e-05,0.0494225606348152
8,Gm45341,208.631098384784,-0.328820662637716,0.0801112610525578,-4.10454982629708,4.05102956023076e-05,0.0494225606348152
9,C130073E24Rik,168.92487570461,-0.301356209375308,0.073201509421631,-4.11680321562137,3.84163812112119e-05,0.0494225606348152
10,Sema3a,10.0982523704677,-1.24939949536148,0.315483783932911,-3.96026534164803,7.48665293072826e-05,0.0822034491793963
