,gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
1,Uty,14.3950324863247,-7.418469748699,0.65721510877386,-11.2877346391798,1.5087520427138e-29,5.92486927173711e-26
2,Eif2s3y,6.711437167632,-6.58473604933588,0.671369297522193,-9.80791953644292,1.04092468141474e-22,2.04385561195783e-19
3,Xist,12.3821383753621,5.80782698737381,0.61800705969761,9.39767094281346,5.57841744772265e-21,7.30214843906895e-18
4,Kdm5d,6.03767130597777,-5.58244087575689,0.66283656439307,-8.42204726721508,3.69961737377075e-17,3.63209935669943e-14
5,Unc5d,116.557355544172,-0.621350427028916,0.1146672761889,-5.41872492031048,6.00255900081075e-08,4.71440983923676e-05
6,Pdgfd,9.50494198113738,-1.58036768193911,0.296403071747753,-5.33181951394904,9.72335545784868e-08,6.36393614716196e-05
7,Asic2,721.30392068056,0.406674482877863,0.101827373328514,3.99376385331925,6.5032635042065e-05,0.0340492497728513
8,Enox1,59.9741990209429,-0.489487680141941,0.12303460080719,-3.97845546643441,6.93643998428343e-05,0.0340492497728513
9,Arpp21,33.7274482593706,0.727425057602857,0.185370365061225,3.92417125230671,8.70288128264954e-05,0.0379735719966275
10,Cdh20,7.60311301918006,1.04323994686216,0.271878577068221,3.83715391669269,0.000124468465330194,0.0465886434059241
11,Fstl5,57.37326281377,0.428604816187989,0.11203853996746,3.82551233095747,0.000130500401697266,0.0465886434059241
12,Mitf,6.83473003478483,1.14723870592663,0.309846911701031,3.70259848525968,0.000213402477177614,0.0688515577851874
13,Syt16,30.7393902673948,-0.499787801931506,0.135595800125802,-3.6858649122452,0.000227927234837646,0.0688515577851874
14,Grm8,86.5827734547585,-0.40713099853894,0.113331168919641,-3.59240094688885,0.00032764521216364,0.0919044820119009
15,Ptprd,674.016134943606,0.289636825266572,0.0813075900338352,3.56223601198908,0.000367709587357409,0.0962663699701697
