"Analysis","Slope_Activated_Percentage","Slope_Sex","Intercept","p_value_activated_percentage","p_value_sex","r_squared_full","r_squared_male","r_squared_female"
"All_Neurons",0.273519535199298,-24.0339188190428,50.118724765094,0.736476436328992,0.00042241331112436,0.320111423584344,0.00138110224010757,0.021461796825377
