"Cluster","Slope_Activated_Percentage","Slope_Sex","Intercept","p_value_activated_percentage","p_value_sex","r_squared","adjusted_p_values_activated","adjusted_p_values_sex"
"PH-LHA-MM Foxb1 Glut",0.223017951501042,-18.8887824933057,37.7536733249228,0.259301820451694,0.00128706285085996,0.585828804653516,0.95698716775491,0.00152540782324144
"PH-LHA-PVH-SO-PVa Nxph4 Glut",-0.465987182319194,-22.2626146501023,52.6766138402395,0.446899723271995,0.00020594551690998,0.568050998503862,0.95698716775491,0.000556843939759153
"PO-CEA-BST Meis2 Gaba",0.207840584633078,-21.3405826377205,37.6393924707893,0.597979208646215,0.000236453606400981,0.560118309201001,0.95698716775491,0.000556843939759153
"PO-MEA Glut",0.140265424610127,-22.2643926327957,39.209841224396,0.534688097194292,0.000260038411857682,0.562971166595364,0.95698716775491,0.000556843939759153
"PO-MEA Slc17a7 Glut",-0.0591994188510488,-16.3283620912089,43.9469338033079,0.669541122404199,0.0813499069046307,0.375178455074323,0.95698716775491,0.0826411752681963
"PO-MEA-BST Mixed Gaba",0.336444031797434,-21.3050116305688,34.9628747737498,0.357318072299119,0.000201762659120313,0.575026008622417,0.95698716775491,0.000556843939759153
"PV-PT Ntrk1-Sp9 Glut",-0.251204434595895,-20.8360444808098,47.7322470411022,0.274434243154789,0.000234883483972007,0.583867077831788,0.95698716775491,0.000556843939759153
"PVH-SO-PVa Avp Glut",0.0912064414900825,-21.6378663946588,40.5187127233668,0.709336623026596,0.000265929952615879,0.556395871218311,0.95698716775491,0.000556843939759153
"RE-Xi Nox4 Glut",0.119901348248303,-21.4850724314587,38.4309845293198,0.733647654460037,0.000253319612497177,0.555773306559367,0.95698716775491,0.000556843939759153
"SCsg Gabrr2 Gaba",0.0830548583814987,-21.9402371575853,42.4471990305478,0.689502955707501,0.0269244606560636,0.480931550626789,0.95698716775491,0.0282486144588208
"SI-MA-LPO-LHA Skor1 Glut",0.353874635147132,-20.84062819735,33.2043090424621,0.370469290781122,0.000267476304266611,0.573860878328934,0.95698716775491,0.000556843939759153
"SI-MPO-LPO-ADP Lhx8 Gaba",0.330158875045959,-23.8372536725317,39.2214952736849,0.266842231817862,0.000178771946951985,0.584835125397465,0.95698716775491,0.000556843939759153
"STR D1-D2 Gaba",0.247175706489787,-21.8492207165043,35.7496540327514,0.526706905621434,0.000216909330299667,0.563375112208757,0.95698716775491,0.000556843939759153
"TH Prkcd Grin2c Glut_3",0.205744514004694,-20.5106486175425,33.4285752034736,0.406980692042213,0.000367475830665372,0.570895845408791,0.95698716775491,0.000575592378593576
"TH Prkcd Grin2c Glut_4",0.207612613076836,-20.4406666064875,32.7335799487289,0.434231289241332,0.000411312366423744,0.568912870505493,0.95698716775491,0.000614586147596578
"TH Prkcd Grin2c Glut_5",0.0720431584681283,-22.6728053871537,38.9360410671036,0.515113946717863,0.000281169725141487,0.573333225991833,0.95698716775491,0.000556843939759153
"TH Prkcd Grin2c Glut_6",0.0978088308014812,-21.2967574033118,37.8489424525219,0.774430068727463,0.000255287091838589,0.554866664323752,0.95698716775491,0.000556843939759153
"TH Prkcd Grin2c Glut_7",0.226232018350975,-22.1006081914765,31.59220294542,0.43904004610993,0.000195492445995009,0.568581425164347,0.95698716775491,0.000556843939759153
"TH Prkcd Grin2c Glut_8",-0.094793193260686,-21.0542559306552,46.1580195877235,0.634881015332203,0.000285146960569623,0.558715742048695,0.95698716775491,0.000556843939759153
"TH Sema5b-Ntrk Glut",0.287890850227026,-20.8889716270533,30.9816511058709,0.461246634133788,0.000284435903893475,0.567117696554185,0.95698716775491,0.000556843939759153
"TRS-BAC Sln Glut",0.0719157338557925,-23.5049434824979,43.2608994851629,0.49397610090196,0.000175467002792195,0.646776780273231,0.95698716775491,0.000556843939759153
"VMH Nr5a1 Glut_1",0.121858624860917,-21.4564374585276,38.3946031275664,0.32482376273977,0.000368281789506731,0.562792601121877,0.95698716775491,0.000575592378593576
"VMH Nr5a1 Glut_2",-0.139685089436819,-21.9988406220654,44.817997752659,0.719998165673513,0.000422527976472647,0.556115080957876,0.95698716775491,0.000614586147596578
"ZI Pax6 Gaba",0.277667807715,-20.4785831245981,37.8682906562333,0.620923998970537,0.000588728629334088,0.55922523113105,0.95698716775491,0.000768951679130237
"ZI-PVH-SBPV Pax6-Prox1 Gaba",-0.231976542346359,-21.0451872739344,44.3479994407542,0.583358349280197,0.000277843333162451,0.560724921095511,0.95698716775491,0.000556843939759153
"PO-COAa-PAA-MEA Barhl2 Glut",-0.0584319337764524,-21.1223330608156,43.2072351875004,0.793519793268767,0.00029582334299705,0.55449920551471,0.958212580550964,0.000556843939759153
"Pitx2 Glut",-0.0320783342576392,-21.0434885558133,42.2959632863782,0.846311087889615,0.000607491934849034,0.533343584402827,0.985660422937897,0.000777589676606763
"Trh Glut",-0.0748387776413127,-21.4382593737173,43.69015799591,0.847051925962255,0.000287458801269069,0.553653539527274,0.985660422937897,0.000556843939759153
"AHN Onecut3 Gaba",0.00271464663193839,-21.2590564355972,41.6331097634494,0.994912402470974,0.0003404771688933,0.552647578719347,0.994912402470974,0.000575592378593576
"ARC Mixed Glut",-0.011429055718339,-21.5371190402204,42.6158646483487,0.949258035016849,0.000506201998993431,0.545173446155582,0.994912402470974,0.000704281042077817
"PVN Mixed Glut",-0.00396907772652895,-23.2988721406949,43.0667423075382,0.975663783919201,0.00470274912405228,0.589713169250639,0.994912402470974,0.00523295292045569
"RT-ZI Gnb3 Gaba_1",-0.00176324115389949,-21.280515240778,41.7077155703297,0.994596705391339,0.0006393052570561,0.552647719707369,0.994912402470974,0.000792731438782685
"STN-PSTN Pitx2 Glut",-0.02327300134195,-20.640671835436,42.9222165868053,0.899514943306005,0.00356139044019346,0.504487911078646,0.994912402470974,0.00407016050307824
"STR D1 Gaba",0.036766280347805,-21.3504986527322,41.1243347128811,0.949426037442699,0.00036873886753651,0.552755488015653,0.994912402470974,0.000575592378593576
"TH Prkcd Grin2c Glut_1",-0.0179770999276859,-22.1227052009637,43.2625763912231,0.907476897072891,0.000439607016319716,0.561899049140478,0.994912402470974,0.000625218867654707
"TU-ARH Otp Six6 Gaba",-0.012055440981185,-21.1872455401619,41.79084421198,0.956304350304912,0.000419506667911557,0.552727827163832,0.994912402470974,0.000614586147596578
"ZI Mixed Gaba",-0.042642996949578,-21.2761431350602,42.5895884791535,0.916554980715828,0.000263088503876689,0.552943870450116,0.994912402470974,0.000556843939759153
