"Cluster","Slope_Activated_Percentage","Slope_Sex","Intercept","p_value_activated_percentage","p_value_sex","r_squared","adjusted_p_values_activated","adjusted_p_values_sex"
"AHN-PVHd-PVR Mixed Gaba",2.05836761618563,-18.8607302621685,23.292457596712,0.00869601887060834,0.000137028483313539,0.705066141561442,0.185515069239645,0.000556843939759153
"GPe-SI Sox6 Cyp26b1 Gaba",0.645745251362997,-19.0755072213365,27.6726094016758,0.0051887203575716,8.56000702872075e-05,0.721158174840578,0.185515069239645,0.000556843939759153
"PVH-SO-PVa Agtr1a Glut",-0.430396616243833,-17.9923910406894,53.5104077671201,0.00637893155283251,0.000230305034871429,0.734468299451155,0.185515069239645,0.000556843939759153
"AD Serpinb7 Glut",0.170961188320174,-21.8487553012041,35.0293597974035,0.0440498299408564,0.000195043043868988,0.665411086855366,0.563837823242962,0.000556843939759153
"RT-ZI Gnb3 Gaba_2",0.720890798390473,-19.6022975928581,27.6820309366142,0.0392993372265499,0.000195274185547427,0.654087395778304,0.563837823242962,0.000556843939759153
"GPi Tbr1 Cngb3 Gaba-Glut",-0.262496464608256,-22.6476171237297,48.3497712952145,0.0648801282293779,5.45047387728599e-05,0.636054516264215,0.687842932999091,0.000556843939759153
"Lhx6-Lhx8 Gaba",0.714104438355148,-23.7796101495053,34.5958051711488,0.0752328207967756,4.99015714768108e-05,0.630662154730738,0.687842932999091,0.000556843939759153
"SCH Six6 Cdc14a Gaba",-0.608821650971293,-18.8059596612609,47.2878521965247,0.117960471631084,0.00155631400237686,0.649272284197793,0.838830020487706,0.00181098356640216
"TH Prkcd Grin2c Glut_2",0.324175041915682,-21.1018216338932,30.5546677615438,0.105595653329496,0.000129217171989616,0.61825143626536,0.838830020487706,0.000556843939759153
"ADP-MPO Trp73 Glut",0.139496715126137,-21.5170523734801,39.4970501926093,0.182293987569034,0.00020237721062474,0.63681634983698,0.889602996897811,0.000556843939759153
"HY NSCs_2",0.236060237411511,-13.0460080777688,24.2984614039291,0.167891456305835,0.0983601226532932,0.580375873731968,0.889602996897811,0.0983601226532932
"LH-MH Glut",-0.0952459697697063,-21.4222382669671,43.0526563751696,0.208500702397924,0.000539262598174622,0.646632708908865,0.889602996897811,0.000734315027301613
"PVpo-VMPO-MPN Hmx2 Gaba",0.384357849087767,-20.4699994020807,35.7120790939656,0.155249584812512,0.000227099880761898,0.604154151847741,0.889602996897811,0.000556843939759153
"STR-PAL Chst9 Gaba",0.627041228805747,-23.8198594206673,33.6803597366831,0.208199385480647,0.000127758613954089,0.593565745068674,0.889602996897811,0.000556843939759153
"TH-PVT-RE Ntrk1-Nox4 Glut",-0.215578620246118,-16.9316783320907,47.6721280701124,0.162872145496293,0.0052287312271255,0.602411829845306,0.889602996897811,0.00567184404298359
"AV Col27a1 Glut",0.13964262551512,-18.8342538666105,36.5991178791807,0.33853500491115,0.000644094294010931,0.563411707837299,0.95698716775491,0.000792731438782685
"Chat GABA",0.0656257980991418,-21.0039002150657,38.628960022095,0.608302787464542,0.000292668900555694,0.559707764861727,0.95698716775491,0.000556843939759153
"DMH Gaba",0.484433897615073,-19.5936245265006,35.2810047983068,0.388903105653113,0.000955905940285707,0.572316767643367,0.95698716775491,0.00115430151279783
"DMH Hmx2-Vgll1 Glut",0.188588429792878,-21.8291780208703,37.3194221898905,0.326386706663607,0.000164510957636838,0.577998081409784,0.95698716775491,0.000556843939759153
"Hist Gaba",0.0668042841748794,-19.5962228318071,41.9659397715563,0.770836063283101,0.0308104473602588,0.467352276168401,0.95698716775491,0.0318043327589768
"HY NSCs_1",0.0521343987465296,-13.7987943873745,30.6747797612664,0.699880471968658,0.0149861898627141,0.479747148369079,0.95698716775491,0.0159852691868951
"LHA Pmch Glut",0.037123320790744,-20.2524806125371,40.8503974849721,0.688762411430038,0.000575897908327919,0.534193151886327,0.95698716775491,0.000767863877770559
"Lhx6 Gaba",-0.0335207394839947,-21.5085814600606,42.6225835579932,0.777552073800864,0.000271527234951751,0.554804134403197,0.95698716775491,0.000556843939759153
"Mixed",0.363030589297695,-22.8042489912541,34.6166511883375,0.495143490597448,0.000323138889647463,0.565079931254742,0.95698716775491,0.000575592378593576
"Mixed Meis2 Gaba",0.282272555164532,-22.3760298207184,31.8068815579472,0.596812269752006,0.000359975491500046,0.560165630757902,0.95698716775491,0.000575592378593576
"NDB-SI-MA-STRv Lhx8 Gaba",-0.201053667123041,-22.7041981845795,47.9986126042346,0.518695932276307,0.000334275387860823,0.563791308517571,0.95698716775491,0.000575592378593576
"PF Fzd5 Glut",0.0650078235158115,-18.9472359870898,39.3416284548453,0.672664683140846,0.00474236358416297,0.497368566368775,0.95698716775491,0.00523295292045569
