"Cluster","Geno_Coef","Geno_P.Value","Geno_adj.P.Val","B_Geno","Geno_Ratio","Sex_Coef","Sex_P.Value","Sex_adj.P.Val","B_Sex","Sex_Ratio","Interaction_Coef","Interaction_P.Value","Interaction_adj.P.Val","B_Interaction","Interaction_Ratio","AveExpr","PropMean_WT","PropMean_Het","PropMean_Male","PropMean_Female","PropMean_WT_Male","PropMean_WT_Female","PropMean_Het_Male","PropMean_Het_Female","Direct_Ratio_Het_WT","Direct_Ratio_Male_Female"
"PO-MEA Slc17a7 Glut",-0.000781819386470772,0.177099835911438,0.729342292548919,-4.56384202990858,0.999458230906463,0.0104841923350142,0.0142061151466697,0.0740417177656211,-2.91716515478937,1.00729355772362,-0.044413427628598,0.0393066855560077,0.213399686020864,-4.52217142882109,0.96968399187059,-5.35454040458376,0.0127817632362864,0.0162405068822295,0.0110341154372492,0.018425066631026,0.00455511971813328,0.0210084067544395,0.0175131111563652,0.0141194997586701,1.27059988375657,0.598864343788526
"PVpo-VMPO-MPN Hmx2 Gaba",0.0144514366296661,0.182213219400909,0.729342292548919,-4.57999474508654,1.01006731036156,0.012083666508089,0.0154540907150273,0.0740417177656211,-2.98330814395305,1.00841093418009,-0.0112851598717572,0.0393968651115441,0.213399686020864,-4.52225478827953,0.992208237643638,-6.52756068840361,0.00169873430498848,0.00153682017337962,0.00136719033821472,0.00195125013184681,0.0011530362082036,0.00224443240177335,0.00158134446822585,0.00146261301530258,0.904685428949436,0.700674052957379
"GPe-SI Sox6 Cyp26b1 Gaba",0.0070604944198867,0.186660196091685,0.729342292548919,-4.59328430938067,1.00490595679125,0.00606016949064903,0.0158023099057785,0.0740417177656211,-3.00063054563198,1.00420942423798,-0.0307884663948197,0.0440588607367091,0.220294303683545,-4.5263224431628,0.978885167858155,-3.89223906819669,0.02672752765449,0.0308093150081837,0.0269469318644033,0.0305350597457921,0.019426797214195,0.0340282580947849,0.0344670665146115,0.0247130624974706,1.15271847835907,0.882491538865147
"SCH Six6 Cdc14a Gaba",-0.0136753296496449,0.20020482247709,0.729342292548919,-4.63232357100475,0.990565768068808,0.00413185823378135,0.0159474469033646,0.0740417177656211,-3.00713766476003,1.00286809101087,-0.0139317879538914,0.0533725012643553,0.221238904100625,-4.5332972782403,0.990389697428883,-3.61166667375674,0.0335823359310675,0.0266212158266458,0.0363316240982993,0.0231846056176061,0.043045186930285,0.0241194849318499,0.0296180612663134,0.0216264734271997,0.792714833217369,1.56705810301597
"TH Prkcd Grin2c Glut_3",0.00616516542778814,0.210885615925426,0.729342292548919,-4.66087000579812,1.00428251088723,-0.0204889520138585,0.0186982577300092,0.0750609214675442,-3.13057510546205,0.985898511371102,-0.00471075388649578,0.061687024902197,0.221238904100625,-4.5385411086997,0.996740079342732,-3.4035807803363,0.0369608415059697,0.0402059867186026,0.0326962290076798,0.045536752341465,0.0232566820518576,0.0506650009600819,0.042135775963502,0.036989671310437,1.08779954893908,0.718018464788652
"TH-PVT-RE Ntrk1-Nox4 Glut",0.00211679708603466,0.22679959639323,0.729342292548919,-4.70039321678057,1.00146832887277,-0.0216167536328273,0.0212184948438291,0.0750609214675442,-3.22830730378948,0.985128103616445,0.0155791750874117,0.0634684529000712,0.221238904100625,-4.5395720578539,1.01085717727184,-3.79362261743563,0.0276743950599352,0.0304520166910912,0.0227176851701081,0.0366479040533752,0.0145712523273942,0.0407775377924763,0.030864118012822,0.0297651811548733,1.1003679258441,0.619890434580415
"DMH Hmx2-Vgll1 Glut",-0.011012356637603,0.227250420376465,0.729342292548919,-4.70146461377023,0.992395874809995,-0.0132388829430749,0.021574802849695,0.0750609214675442,-3.24115440304022,0.990865481144652,-0.00513076820679524,0.0698932634163973,0.221238904100625,-4.54306151669989,0.996449938903797,-5.27900839326786,0.00645126228413294,0.00572951374717374,0.00644410910519312,0.00573845522084853,0.00750568365959068,0.00539684090867521,0.00538253455079555,0.00630781240780406,0.888122896702811,1.12296931093596
"VMH Nr5a1 Glut_1",-0.00327845463262967,0.239151701326276,0.729342292548919,-4.72886383379836,0.997730128478176,0.00952861923343193,0.0219180497316544,0.0750609214675442,-3.25389181689299,1.00662659492077,-0.0216348950844372,0.0702609598013593,0.221238904100625,-4.54324887141195,0.985115716007873,-5.49391681605869,0.00403522295962385,0.00545496695639643,0.00420667641019455,0.00524065014318306,0.00336839763027768,0.00470204828897002,0.00504495519011142,0.00613831990020479,1.35183780697583,0.802701247986668
"PVN Mixed Glut",-0.00931519559731431,0.252677232455465,0.729342292548919,-4.75807664685834,0.993563998786589,-0.00109139619356975,0.0223428482237123,0.0750609214675442,-3.26868471103866,0.99924378787817,-0.0126559256419847,0.0726857104648864,0.221238904100625,-4.5444754752774,0.991265946225225,-5.66874774066783,0.00449344048614195,0.00347138223212673,0.00439448696711856,0.00359507413090597,0.00460686267529778,0.00438001829698612,0.00418211125893934,0.00228683385410572,0.772544388388517,1.22236338030981
"LH-MH Glut",0.00143627161123477,0.280023363091808,0.729342292548919,-4.81169112613071,1.00099604333987,0.00323849504210938,0.0230956681438598,0.0750609214675442,-3.29420355611469,1.00224727505355,0.0254619225196185,0.0748446308998888,0.221238904100625,-4.54552972598844,1.01780552120697,-6.3498499416746,0.00240635859881805,0.00188770860964919,0.0021220485123176,0.00224309621777474,0.00274220320841074,0.00207051398922535,0.00150189381622446,0.00253073326535706,0.784466874794301,0.946035437758784
"Hist Gaba",-0.000499188722775989,0.28307622475694,0.729342292548919,-4.81727155049799,0.999654048599231,-0.00645616857353527,0.0247628427910761,0.0766468943533307,-3.34779561221114,0.995534923184524,0.0038397641207469,0.0751927458642773,0.221238904100625,-4.54569704494439,1.00266506666745,-4.36575311966268,0.0181252792954715,0.0152191564005939,0.0192671643190407,0.0137918001211324,0.025106443877268,0.0111441147136749,0.0134278847608133,0.0182046091335616,0.839664655782512,1.3970014174958
"TH Prkcd Grin2c Glut_2",-0.00688890699576945,0.285195946619325,0.729342292548919,-4.82097391750509,0.995236355853438,-0.00459135879701007,0.0283849588134905,0.0838646510398583,-3.45243020677223,0.996822571340068,-0.0108912999156575,0.079299940118105,0.221238904100625,-4.54761348085127,0.992479150366183,-6.11240465925887,0.00352747259034415,0.00266515370763374,0.00371729500955289,0.00242787568362282,0.00465372935424952,0.00240121582643879,0.00278086066485627,0.00247230877892953,0.755542003339484,1.53108951773265
"ZI-PVH-SBPV Pax6-Prox1 Gaba",0.00367664362205774,0.286839689530964,0.729342292548919,-4.82392048540671,1.00255170523271,-0.01460146088059,0.0344791956475076,0.0974412050907825,-3.60016563535506,0.989930083136932,-0.00170052866831798,0.0797503825166237,0.221238904100625,-4.54781728255323,0.998821977761701,-5.39710768592685,0.0084599768441412,0.00753332170137705,0.00842658091003609,0.00757506661900844,0.0113695758306914,0.005550377857591,0.00548358598938077,0.0109495478880375,0.890465995376112,1.11241013892748
"TH Prkcd Grin2c Glut_4",0.00133444971024321,0.294410518306463,0.729342292548919,-4.83734593277649,1.00092539797098,0.00189053832486719,0.0369426283974921,0.097625219730166,-3.65251950738556,1.00131128028679,0.00934815596276815,0.0845235690335602,0.221238904100625,-4.54990694632657,1.00650068628359,-4.08118597497429,0.017842251300497,0.0203129503154998,0.0178347297644043,0.0203223522356156,0.0144186509729392,0.0212658516280548,0.0212508085558695,0.0187498532482169,1.13847462259059,0.877591804217841
"PVH-SO-PVa Avp Glut",-0.000982304643074867,0.295802131814195,0.729342292548919,-4.83974317971361,0.999319350053542,-0.00475487974601292,0.0375481614346792,0.097625219730166,-3.66483309502161,0.996709593800836,0.00121012764649302,0.0895227217243064,0.221238904100625,-4.55196778007112,1.0008391484545,-4.07698634712022,0.0176562125613101,0.018411538237183,0.0179168064974375,0.0180857958170238,0.018605370663868,0.0167070544587521,0.0172282423310069,0.0203836980808099,1.04277959801685,0.990656240881186
"RT-ZI Gnb3 Gaba_2",-0.00508061696780696,0.298873242210265,0.729342292548919,-4.84498319932404,0.996484578287872,0.0137534608694636,0.0416155025266667,0.102464993200589,-3.74253765187313,1.00957875805754,0.014014643137296,0.100602815646256,0.221238904100625,-4.55614079147053,1.00976154647223,-7.69822574213847,0.000520087409887897,0.000523187682065942,0.000411766566471935,0.000658588736335894,0.000194390312398904,0.00084578450737689,0.000629142820544967,0.000346595784600901,1.00596105985091,0.62522564349161
"STR D1-D2 Gaba",0.000588194461396071,0.305084495181936,0.729342292548919,-4.85537391901314,1.00040778845565,0.00845028616226162,0.0425623817910138,0.102464993200589,-3.75997294798908,1.00587447950422,0.000933941230922052,0.102454934427131,0.221238904100625,-4.55679103780364,1.00064756831291,-3.88674721432701,0.0257029677248545,0.0210658534159929,0.0254759907152017,0.0213495746780589,0.031744800978899,0.01966113447081,0.0192071804515043,0.0241636416901404,0.819588369774996,1.19327860621895
"PO-MEA Glut",-0.00443213683984784,0.314178218328765,0.729342292548919,-4.86999074968609,0.996932590987231,0.0131973408379163,0.0499187097775381,0.115356397118677,-3.8791256093599,1.00918966766945,-0.001943961641884,0.104551629319021,0.221238904100625,-4.5575124253488,0.998653455874019,-5.80090425058454,0.00625666676494897,0.00555605400797743,0.00640664544912509,0.00536858065275728,0.00769773556583577,0.00481559796406218,0.00511555533241442,0.0062902184672491,0.888021404480655,1.19335926262646
"TH Prkcd Grin2c Glut_6",0.00450250721933038,0.370476712076536,0.745751391409876,-4.95027301178622,1.00312577526374,0.0250420688704777,0.0514667002529484,0.115356397118677,-3.90239397535444,1.01750936216064,-0.0109341141593215,0.107297135588793,0.221238904100625,-4.55843438019253,0.99244969742397,-3.74777009818418,0.0257911331870683,0.0263433332055217,0.0245388906805564,0.0279086363386615,0.0220115787205321,0.0295706876536045,0.0270662026405808,0.0251385508137566,1.02141045972848,0.879257960968985
"Chat GABA",0.00368958013900293,0.37674253653197,0.745751391409876,-4.95816939514737,1.00256069506417,-0.00258730156297646,0.058233873484631,0.126173392550034,-3.99429030466175,0.998208226362797,-0.0072490768113205,0.108007564258796,0.221238904100625,-4.55866606232333,0.994987925420029,-5.40313913454079,0.00563133987566826,0.0047232754248726,0.00584846832732345,0.00445186486030362,0.00731123353237411,0.00395144621896241,0.00438570312227278,0.00528589592920562,0.838748065141796,1.31371200852772
"SI-MPO-LPO-ADP Lhx8 Gaba",-0.00457270452850067,0.378919241366377,0.745751391409876,-4.96086982227759,0.996835460492379,-0.0070815717506022,0.0604020376413505,0.126649433764122,-4.02136661971163,0.995103455857105,-0.00303412060792397,0.109216355264218,0.221238904100625,-4.55906423076911,0.99789911780391,-5.99154189978088,0.00264691486267285,0.00306969701612534,0.00308731986752593,0.00251919076005899,0.00263847158171497,0.00265535814363072,0.00353616815333688,0.00229224512077277,1.159726389169,1.2255204792247
"Lhx6 Gaba",0.00362974527072693,0.379832373905322,0.745751391409876,-4.96190604655883,1.00251911535296,-0.00684720065511557,0.0664951898904685,0.135068354465014,-4.09186387666897,0.995265127191304,0.0047336237953878,0.109582435102932,0.221238904100625,-4.55918304517837,1.00328648668161,-5.4638403934062,0.00953842353678279,0.0129357375912255,0.00807281486465189,0.0147677484313892,0.00291898206524534,0.0161578650083202,0.0132266476640584,0.0124508874698373,1.35617144084049,0.54665170538069
"GPi Tbr1 Cngb3 Gaba-Glut",-0.00102617087792104,0.396330412325039,0.745751391409876,-4.98162609752673,0.999288965454149,0.0122131371837951,0.0726426706608111,0.143084048271295,-4.15715619299591,1.00850143529077,-0.00141007626477076,0.112321289774164,0.221238904100625,-4.56005888691045,0.999023087103107,-5.99777398361872,0.00451791851621801,0.00694661336582766,0.00461110092896614,0.0068301353498925,0.00222223911771297,0.00681359791472304,0.00699996274021931,0.00685769774184159,1.53756942293035,0.67511120830698
"STR D1 Gaba",0.00147462050318692,0.397951053346704,0.745751391409876,-4.98358419900417,1.00102265159609,0.00571038456985986,0.0756271813241905,0.144266192884592,-4.18657468715916,1.00396598073412,0.00600925274012248,0.128379873586944,0.245432111269157,-4.56477313426995,1.00417398349894,-3.61709440025934,0.0299774196726726,0.0267534971874418,0.0296894725681746,0.0271134310680644,0.0342025627538034,0.0257522765915418,0.0251763823825457,0.0293820218622688,0.892454970426633,1.09500979398894
"TH Prkcd Grin2c Glut_5",0.00160331724243759,0.404822961126964,0.745751391409876,-4.99140800937758,1.00111195258751,0.00246807575437887,0.0797991341855354,0.144266192884592,-4.22529698076793,1.00171220390061,0.00296436096628426,0.149661432882594,0.271087060058583,-4.57013822463561,1.00205685086756,-5.34788041331533,0.00540397798779778,0.00644468478961713,0.00484030024685156,0.0071492819657999,0.00352986504718728,0.00727809092840828,0.00615073544651585,0.0069346003614526,1.19258161379807,0.67703306010396
"PF Fzd5 Glut",0.000460219276131706,0.414537357892042,0.745751391409876,-5.00214488537673,1.0003190505795,0.00581919797310041,0.0799012760591587,0.144266192884592,-4.22661323949177,1.00404170642246,0.00948676075989659,0.150140525570908,0.271087060058583,-4.57024921896235,1.00659738899698,-3.23539856828011,0.0398809469182049,0.0416080477659366,0.0408280289473695,0.0404241952294808,0.0376229344087412,0.0421389594276686,0.0440331234859978,0.0375662548991679,1.04330641524821,1.00998990123603
"SI-MA-LPO-LHA Skor1 Glut",-0.00251599837983789,0.42450463818716,0.745751391409876,-5.01270778799358,0.998257562626428,0.0159604054721775,0.0869410686504083,0.152734309791258,-4.28780383264668,1.01112433032976,0.0050359620906579,0.216852331422541,0.380956798445005,-4.58276893549872,1.00349676238336,-4.97415279686652,0.0124018277358928,0.0110507030966778,0.0132828260895571,0.00994945515459739,0.0171661373526088,0.00763751811917683,0.0093995148265055,0.013802683546965,0.89105439391771,1.33503049997863
"SNc-VTA-RAmb Foxa1 Dopa",0.000910971499128848,0.511154209238398,0.874342726328839,-5.09133743607863,1.00063163672471,-0.0075591089330724,0.0912716654165673,0.15612258558097,-4.32285439913901,0.994774127586385,0.0109828936057573,0.239244782636481,0.409234496615034,-4.58601248071448,1.00764181247986,-4.02787450234259,0.0202211657245022,0.0183574733186317,0.0204284108687581,0.0180984168883119,0.0230763580094322,0.0173659734395723,0.017780463728084,0.0193191559695446,0.907834571396038,1.12874020942411
"RT-ZI Gnb3 Gaba_1",-0.00370697753848292,0.530482380196498,0.884137300327497,-5.10587668025482,0.997433817261611,-0.000651394194977986,0.0955102110753765,0.159183685125627,-4.35546393459022,0.999548589866544,0.00394860100840017,0.253445529485338,0.422283910962943,-4.58789033605657,1.0027407105551,-5.25500594407969,0.010796482634165,0.0138279913866114,0.00954632685645126,0.0153906861087536,0.00429704779664888,0.0172959174716812,0.0147956059162536,0.0122153005038743,1.28078670203694,0.620266490330258
"DMH Gaba",0.00367372968153184,0.554559171491661,0.884853505790606,-5.122813290778,1.00254968029118,0.00946311784865182,0.102046687909997,0.165825867853744,-4.40245522497569,1.00658089299675,-0.00405680073660826,0.259867022131042,0.422283910962943,-4.58869887238152,0.99719198986368,-5.69081309272241,0.00357205859133861,0.00345723618229034,0.00355076803425137,0.00348384937864939,0.0036790469997118,0.00346507018296542,0.00342248906879094,0.00351514803812267,0.967855395953839,1.01920825165752
"PV-PT Ntrk1-Sp9 Glut",0.00195318252997234,0.558138365190997,0.884853505790606,-5.12520841260309,1.00135475982287,0.00341436830432207,0.113233976868158,0.175914728688124,-4.47663228072478,1.00236946251337,0.00126080959447987,0.269373782271711,0.422575561217125,-4.58985285802413,1.00087430860077,-3.31948270340937,0.0375308474109887,0.0384715323195017,0.0378166085060705,0.0381143309506494,0.0380756042805818,0.0369860905413956,0.0375576127315592,0.0399947316327391,1.02506431304926,0.992188700754988
"Trh Glut",0.00200281712806523,0.581933353969838,0.891887689312638,-5.14037264551972,1.00138921110649,0.00210884275091546,0.113667978536942,0.175914728688124,-4.47900738542157,1.00146280726736,-0.00146501448528959,0.273048824171065,0.422575561217125,-4.59028019130819,0.998985044755895,-6.85242272600693,0.00278492373711873,0.00151419347971099,0.00281924625406188,0.00147129033353206,0.00373019289955233,0.00183965457468513,0.00190829960857143,0.000857349931610267,0.543710931660043,1.91617262059613
"PH-LHA-MM Foxb1 Glut",-0.000363113022857951,0.590652648697126,0.891887689312638,-5.14564128468529,0.999748340903446,-0.00115101677895603,0.147929264153493,0.223614003952955,-4.66282850394813,0.999202494141863,-0.0116620392704842,0.326286623488493,0.49322396573842,-4.59585087045387,0.991949074068117,-6.24606206563342,0.0022516817803949,0.00315433899265838,0.00243284732055515,0.00292788206745807,0.00167617339091689,0.00282719016987292,0.00318952125019341,0.00309570189676666,1.40088134128135,0.830923945877131
"AD Serpinb7 Glut",0.00167081017400622,0.627648053759587,0.891887689312638,-5.1662971442356,1.00115878823823,0.00288213760177358,0.17781206451852,0.262676913493268,-4.78757665218697,1.0019997423758,-0.0102616526841579,0.357597455330681,0.528268968102142,-4.59860416093948,0.992912400719969,-6.70269729754508,0.00245141724104279,0.0035016862432165,0.00256456308096749,0.00336025394331063,0.00115776645955456,0.00374506802253102,0.00397135970238041,0.00271889714460998,1.4284333913418,0.763205139918918
"PO-COAa-PAA-MEA Barhl2 Glut",-0.00078412746745519,0.630520174379177,0.891887689312638,-5.16781912459545,0.999456631934659,0.000965333722464914,0.199044176764197,0.287508255326062,-4.86242529541092,1.00066934225765,0.00166843302652195,0.381341592743456,0.535980370757224,-4.60049430586906,1.00115713861717,-3.72789004778895,0.0311975120637149,0.0250377145351117,0.0312742284541079,0.0249418190471205,0.0373040806556125,0.0250909434718174,0.0252443762526033,0.0246932783392924,0.802554847449916,1.25388723232351
"TH Prkcd Grin2c Glut_8",-0.00249301150465015,0.648788981260397,0.891887689312638,-5.17696072089688,0.998273468278112,-0.00133365065869234,0.252580745256802,0.356907574819394,-5.01566091523712,0.999076010947096,0.00124483613238278,0.384904683903068,0.535980370757224,-4.60075892203091,1.00086322702159,-3.49164329036093,0.0292642380124742,0.0357152541919668,0.0290536534343753,0.0359784849145904,0.0219748906566115,0.036553585368337,0.0361324162121392,0.035019984158346,1.22044025806319,0.807528541108556
"TH Prkcd Grin2c Glut_7",0.00029983503935026,0.666077558821928,0.891887689312638,-5.18506448721778,1.00020785141027,0.00533477981087834,0.260760379198449,0.360019538843961,-5.0355993370162,1.00370463283616,0.0060393428630455,0.387555037316762,0.535980370757224,-4.600961295013,1.00419492765751,-4.11805772050684,0.0197190933424215,0.0179121350760152,0.0213603296216013,0.0158605897270404,0.0249611895099286,0.0144769971749143,0.017759469733274,0.0181665773139173,0.908365043208202,1.34675506959142
"ZI Pax6 Gaba",0.000343142053487427,0.668176994173914,0.891887689312638,-5.1860133419859,1.00023787623497,0.00069731589981623,0.265860582530925,0.360019538843961,-5.04764551194275,1.00048345937875,-0.00505377195491889,0.418102417456676,0.566180356972582,-4.60310871966163,0.996503120592012,-8.25346346595816,0.000184032261102944,0.00028929143762408,0.000117031931597935,0.000373041849505342,0,0.000368064522205888,0.00023406386319587,0.000381337395004431,1.57196045894506,0.313723330916144
"AHN-PVHd-PVR Mixed Gaba",0.00300864109134354,0.672346104251066,0.891887689312638,-5.18787536978995,1.00208760711358,-0.000368064522205888,0.294179395784063,0.389835298055098,-5.10950352560012,0.999744909655245,-0.0033654200832606,0.445770823807105,0.591328643825752,-4.60487335568283,0.997669987261466,-4.05424507577794,0.0222220196345793,0.0206651061195939,0.0236596170575922,0.0188681093408278,0.0269535785589052,0.0174904607102534,0.0203656555562792,0.0211641903917852,0.929938253111672,1.2539474215573
"Pitx2 Glut",0.00158823478755001,0.694504160429089,0.902855408557816,-5.19728521195999,1.00110148665638,0.000671689219185387,0.299873306196229,0.389835298055098,-5.12121860465578,1.00046568788744,0.00399286682624832,0.479166650536947,0.622916645698031,-4.60678894357744,1.00277147784642,-4.26008478306121,0.0144651504895855,0.0149371778502859,0.0144247651700151,0.0149876594997489,0.0139917107935418,0.0149385901856292,0.0148578195464885,0.0150694416899483,1.03263203939981,0.962442813052754
"TH Sema5b-Ntrk Glut",0.00219225203240719,0.723278266953741,0.911388583093471,-5.20832639633277,1.00152070842149,0.00248858291196869,0.317886336667079,0.404731823646135,-5.1560039160948,1.00172644281836,-0.00278714011901455,0.505832064862305,0.644687925804899,-4.60817157878281,0.998069966599095,-4.05226539416589,0.0174503298806163,0.0208096607493358,0.0170540840939759,0.0213049679826362,0.0142222455938486,0.0206784141673839,0.0198859225941032,0.0223492243413901,1.19250815839596,0.80047452349495
"STR-PAL Chst9 Gaba",-0.000383432859412909,0.729110866474777,0.911388583093471,-5.21040791777492,0.999734259909718,-0.00291799780249783,0.329250846019606,0.404731823646135,-5.17665486699837,0.997979442131289,-0.00616791980686764,0.544522047568293,0.680652559460367,-4.60996866959815,0.995733849759347,-3.26859051593907,0.0393612749410242,0.0381334770138436,0.0391130407326116,0.0384437697743594,0.0411008746198418,0.0376216752622067,0.0371252068453814,0.0398139272946139,0.968806957370656,1.01740908766701
"ZI Mixed Gaba",0.000268511726893748,0.759086308527893,0.930954906685152,-5.22030361132156,1.0001861354675,0.00191830158897797,0.330012102357618,0.404731823646135,-5.1778692094076,1.00133054973476,-0.000961348247278919,0.564683603439891,0.68391807375055,-4.61082072742937,0.999333866138601,-4.86023290933737,0.00900913788427881,0.0110026622610264,0.00886988307577032,0.011176730771662,0.00663169801127235,0.0113865777572853,0.0111080681402683,0.0108269857956233,1.22127804040233,0.793602642577685
"ADP-MPO Trp73 Glut",-0.00153360120999094,0.809803458678911,0.96471174673185,-5.23411520279603,0.998937553441616,-0.00451602501892739,0.355162775128,0.42751074783926,-5.22026233845067,0.996874624177917,-0.00083958864790603,0.568178092038918,0.68391807375055,-4.61095988999457,0.99941821080088,-5.73903549152231,0.00863274726395388,0.0104757560399622,0.0122469633541321,0.00595798592723938,0.011300137169393,0.00596535735851471,0.0131937895388712,0.00594570020844717,1.21349041268749,2.05555426006297
"Mixed Meis2 Gaba",-0.00190808038767454,0.827283977011183,0.96471174673185,-5.23807129997912,0.998678293683192,-0.000378237250749998,0.388152267421616,0.458725406952819,-5.27013010695624,0.999737860280682,0.000220790990397326,0.598128043695217,0.705681497641456,-4.61210819133426,1.00015305236381,-3.37094070067957,0.0449490768956532,0.0432644543675947,0.0467351530820958,0.0410318591345414,0.0574701113308921,0.0324280424604143,0.0360001948332996,0.0553715535914198,0.962521532267074,1.13899672273814
