"Cluster","Geno_Coef","Geno_P.Value","Geno_adj.P.Val","B_Geno","Geno_Ratio","Sex_Coef","Sex_P.Value","Sex_adj.P.Val","B_Sex","Sex_Ratio","Interaction_Coef","Interaction_P.Value","Interaction_adj.P.Val","B_Interaction","Interaction_Ratio","AveExpr","PropMean_WT","PropMean_Het","PropMean_Male","PropMean_Female","PropMean_WT_Male","PropMean_WT_Female","PropMean_Het_Male","PropMean_Het_Female","Direct_Ratio_Het_WT","Direct_Ratio_Male_Female"
"Mixed",-0.00034349056695569,0.837588047615322,0.96471174673185,-5.24020954357515,0.999761938823026,0.00347919935763515,0.578472903018647,0.671441762432358,-5.46715982605689,1.00241450746491,-0.00352663264036609,0.615617801034993,0.705681497641456,-4.61272481740347,0.997558509825634,-6.2065875454212,0.00191416373337721,0.00264779437423704,0.00233958365045336,0.00211601947789184,0.0019328809118861,0.00189544655486832,0.00274628638902063,0.00248364101626439,1.38326430914322,1.10565317327998
"HY NSCs_1",-0.00055959196166194,0.859723681573927,0.96471174673185,-5.2443321348725,0.999612195625073,0.00189831620511591,0.59076226805254,0.673676270586229,-5.47600430523997,1.0013166785865,-0.000306635786078106,0.618828390239431,0.705681497641456,-4.61283217496172,0.99978747885524,-6.66855302091003,0.002063868720724,0.00161204343621355,0.00198559936605538,0.00170988012954933,0.00254653558195646,0.00158120185949154,0.0014246631501543,0.00192434391297897,0.781078476565142,1.16125062321107
"AV Col27a1 Glut",7.10929524907474e-05,0.876519953323144,0.96471174673185,-5.24704851624866,1.00004927909375,-0.000988055978196958,0.706117168876347,0.767332241769874,-5.54250009627793,0.999315366253184,0.00191330951954571,0.629866843626367,0.70588525578817,-4.61320000254156,1.00132708489788,-4.48651123559507,0.011745658389379,0.0107807506430984,0.0111507389067597,0.0115243999963727,0.0118231294601056,0.0116681873186525,0.0104783483534137,0.0112847544592396,0.917849837421365,0.967576525482399
"SCsg Gabrr2 Gaba",5.00778551572517e-05,0.895867800640375,0.96471174673185,-5.2497301916474,1.00003471192656,-0.000946879392087412,0.716413489969502,0.767332241769874,-5.54713060093819,0.999343888554353,0.000225211015738458,0.673488580197743,0.741978944285649,-4.61451173002789,1.00015611656551,-5.39432316221456,0.013859684363867,0.0127338928294918,0.0188104115878357,0.00654548379953091,0.0204583547828251,0.00726101394490886,0.0171624683928463,0.00535293355723432,0.918772209754632,2.87380003739125
"PO-MEA-BST Mixed Gaba",0.000130851504319085,0.90233666650138,0.96471174673185,-5.25052553265804,1.0000907034646,0.000213976816746379,0.717006101625002,0.767332241769874,-5.54739115729816,1.00014832842681,0.000735257248627578,0.820843620045152,0.889247255048914,-4.61754763962715,1.00050977137816,-5.84271056589215,0.00345463716993518,0.0026428524088259,0.00308943119590562,0.00309935987636284,0.00380329511984329,0.00310597922002706,0.00237556727196795,0.00308832763692248,0.765015913053321,0.996796538364924
"LHA Pmch Glut",-0.000397665132525042,0.90534487000989,0.96471174673185,-5.25087671319038,0.999724397519926,0.000226844378311667,0.720111796122497,0.767332241769874,-5.54874614262659,1.00015724890357,0.000240285948598973,0.841882328348612,0.897087726928849,-4.61782442158387,1.00016656739861,-2.98208491333717,0.0474000391434394,0.0518776667515676,0.047673042093436,0.0515364130640718,0.0438592532681383,0.0509408250187405,0.0514868309187338,0.0525290598062905,1.09446463946112,0.925036091164656
"PVH-SO-PVa Agtr1a Glut",1.32728727985436e-05,0.93136055888077,0.974378535314859,-5.25344804474733,1.00000920009668,0.00108951373918618,0.741295796319354,0.777164947754161,-5.55752453475135,1.00075547860681,-0.000119965518559975,0.921680812292333,0.96627827095164,-4.61855064995906,0.999916849696224,-6.74007655163998,0.00370942844135782,0.00499039728692804,0.0029661592583953,0.00591948376563119,0.00225042954010891,0.00516842734260673,0.00368188897668169,0.00717124447067197,1.34532782228341,0.50108411068157
"Lhx6-Lhx8 Gaba",-1.76515831045793e-05,0.94439765730517,0.974378535314859,-5.25442612674708,0.999987764929788,0.000154942141453047,0.88019142892235,0.908134013967504,-5.59658133721273,1.00010740347584,-0.0013878060023043,0.946069096135499,0.976103035695356,-4.61867341237844,0.99903850871159,-6.79836010218364,0.00304363982836795,0.00245378404381757,0.00379422374271575,0.00151555415088282,0.00427767770555739,0.00180960195117852,0.00331076977987412,0.00102547448372333,0.806200530347682,2.50352238519856
"TH Prkcd Grin2c Glut_1",4.40998271185405e-05,0.972250351517035,0.987441763259489,-5.25582529292145,1.00003056813803,3.74343570177797e-05,0.93252462485571,0.94709532211908,-5.6036223040384,1.00002594785566,-0.000571357691492451,0.962079948756484,0.977112447955804,-4.61872925418321,0.999604043438549,-3.66467052030834,0.0323841981653627,0.0295878939822887,0.0321958860188747,0.0298232841653988,0.0403644009014515,0.024403995429274,0.0240273711362979,0.0388554320589401,0.913652202571288,1.07955535146021
"RE-Xi Nox4 Glut",-1.96571500675427e-05,0.997353605259699,0.997353605259699,-5.25628422446222,0.999986374794677,-1.68865619157556e-05,0.961717995283145,0.961717995283145,-5.60582530298197,0.999988295195721,-0.000182780458228079,0.985125715702091,0.985125715702091,-4.61877539161059,0.999873314266033,-6.38623232121005,0.00189484305662149,0.00207241999052802,0.00179565919164163,0.00219639982175284,0.00170572443124649,0.00208396168199649,0.00188559395203678,0.00238379672134675,1.09371590606725,0.817546593228462
