,gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
1,Xist,27.3013620785935,7.77055140721298,0.433653692295237,17.918794524924,8.41315053664497e-72,1.13956124018856e-67
2,Uty,29.5812081083842,-7.31408115639556,0.44976014231229,-16.2621817015458,1.83100281187246e-59,1.24004665434062e-55
3,Eif2s3y,17.8405788025315,-7.55361596535468,0.527858388933266,-14.3099288061322,1.89707435982138e-46,8.56529073459354e-43
4,Kdm5d,6.84654855929388,-5.93445284144556,0.536455204415351,-11.0623455464714,1.91035427661939e-28,6.4689371692024e-25
5,Ddx3y,5.69353604313872,-5.66529617461568,0.524522714237004,-10.8008595640261,3.40996192648485e-27,9.23758685884746e-24
6,Gm29650,1.18637868663312,-3.63802752000385,0.632541597704286,-5.75144391010413,8.84844385525243e-09,1.99753620032324e-05
7,Prlr,12.4193131602262,-1.10824075341381,0.197588749534029,-5.60882517869744,2.03704662145638e-08,3.94168521251809e-05
8,Ttn,38.8035984182288,-0.825635546200625,0.149119781175838,-5.53672718461851,3.08176016378839e-08,5.21780517731422e-05
9,Tsix,1.04903798196962,2.77585225715772,0.524102002439517,5.29639696898137,1.18109929321107e-07,0.000177755443628266
10,Kdm6a,22.5656271590975,0.574885340173534,0.110085871518796,5.22215369004348,1.76854089674161e-07,0.00023954886446365
11,Cftr,9.61207407501347,-1.00477629118915,0.237066631675448,-4.23837080776816,2.25147683288955e-05,0.0277238670013536
12,Egfem1,252.213389746351,0.245333592052588,0.0594070609642316,4.12970424846132,3.63230187777799e-05,0.0409996074454191
13,Peg3,201.365482277858,-0.2044207001925,0.0502931759047565,-4.06458125809404,4.81187730123125e-05,0.0483972486549261
14,Car10,39.4396332239603,0.425966660245027,0.105033808587029,4.05551951295835,5.00229960257635e-05,0.0483972486549261
15,Cobl,22.27527682164,0.445764192584008,0.110371236886896,4.03877137882227,5.3731903644814e-05,0.048519908991267
16,Pkm,14.1359888432862,-0.575343501572201,0.145400752099377,-3.9569499694126,7.59128221236118e-05,0.0607979598116345
17,Robo1,923.768615111869,0.219966237215725,0.0556071984760939,3.9557151455902,7.63060403689765e-05,0.0607979598116345
