,gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
1,Uty,51.207525574568,-7.3094023422569,0.36686745218574,-19.9238234373439,2.52920998321532e-88,6.64119957392679e-84
2,Xist,48.7722066101683,8.00484489839221,0.411831041761604,19.4372062488334,3.73984596182729e-84,4.91004376328305e-80
3,Eif2s3y,35.3941341109752,-8.01287254058495,0.501949034886619,-15.9635181735032,2.29426000310521e-57,2.00808930538456e-53
4,Kdm5d,15.5337489539211,-5.25382766661954,0.344090274733793,-15.2687479199585,1.23522053781253e-52,8.10860522047033e-49
5,Ddx3y,13.678640723667,-6.14797009341586,0.460067301599344,-13.3631972366728,9.92095553000842e-41,5.21008900613922e-37
6,Gm29650,1.74308064723269,-3.99729441572261,0.61707635752227,-6.47779544134998,9.30724127402041e-11,4.07315902288713e-07
7,Itpr2,9.40586298578266,-1.17023362637931,0.185040340845806,-6.32420812148452,2.54534476572788e-10,9.5479518369261e-07
8,Tsix,1.52794867256268,3.01684882990282,0.489074823501821,6.16848115039311,6.89490674410279e-10,2.26308076608314e-06
9,Kdm6a,70.4581709713086,0.341725416045228,0.062884712628863,5.43415723408079,5.50560181604643e-08,0.00016062899165083
10,Atp10a,80.0623491022717,-0.303439903058302,0.0653850792719083,-4.64081265079494,3.47041662750925e-06,0.0091126199805138
11,Kdm5c,25.6951055910948,0.395324278067561,0.0929060871298799,4.25509555165002,2.08959759987518e-05,0.0498805943432023
