,gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
1,Xist,24.1379972048759,6.75434538511153,0.403673269319479,16.7322086907022,7.63535657697579e-63,2.03146297087018e-58
2,Uty,21.5673477620545,-7.28588831307302,0.448816282106571,-16.2335650544491,2.91996496521728e-59,3.88442939322855e-55
3,Eif2s3y,11.4334498434246,-7.09691143415442,0.510981380668733,-13.8887867594442,7.40794861397109e-44,6.56986269411049e-40
4,Kdm5d,8.4998037851482,-5.49092420583175,0.420598019413812,-13.0550405669633,5.94783426505188e-39,3.95620196139925e-35
5,Ddx3y,6.62264172898649,-5.68635472764472,0.469680941739468,-12.1068457804254,9.7158987319534e-34,5.17002403324704e-30
6,Gm29650,0.751582917140083,-3.26395580221933,0.649429800373261,-5.02587931804695,5.01130971014679e-07,0.00222218176913609
7,Kdm6a,22.6800004100878,0.488206727350068,0.104246125015063,4.68321222759623,2.82413841498871e-06,0.0107341466670271
8,Tsix,0.719486567937594,2.57496139737622,0.558339471601634,4.61182045752519,3.99157699547788e-06,0.0132749871927106
9,Ptprd,737.361849360085,0.224957148265332,0.0501666741476165,4.48419497779325,7.31897170037689e-06,0.0216365067844697
10,Ddx3x,13.3932020113901,0.535203335520164,0.128226520152845,4.17388957356253,2.99442936916834e-05,0.079669787796093
