"","X.Intercept...Intercept.","X.Intercept..p.value","Props.props_trans","Props.Std..Error","Props.t.value","Props.p.value","learner.learnerNon_Learner","learner.Std..Error","learner.t.value","learner.p.value","r_squared","adj_r_squared","f_statistic.value","f_pvalue.value","cluster","bh_pvalues_props","bh_pvalues_learner"
"1",46.0997895805721,0.00438821290696791,0.967332413858743,2.52957576363312,0.382408950846922,0.705827446673928,-21.2211209854199,6.7200597713311,-3.15787682067245,0.00456246610568435,0.377002874365353,0.320366772034931,6.65658226559923,0.0054871454481003,"AD Serpinb7 Glut",0.839333140630957,0.0047073062995156
"2",26.8675701025338,0.00324901154747344,-2.01872068974837,1.45087178222141,-1.39138462439288,0.175467946792966,-17.563768728213,4.17959393414264,-4.20226677638143,0.000258668944893258,0.494164564127916,0.456695272581836,13.1885216863571,0.000100954313009175,"ADP-MPO Trp73 Glut",0.633634252307932,0.000323336181116572
"3",45.6075539860454,5.98078640192132e-06,1.21929338044544,1.59238016112579,0.765704955519805,0.452794358294318,-20.1073549845879,6.40158075758378,-3.14099841055153,0.00514306988408821,0.375659230815547,0.313225153897102,6.01689412828595,0.00899947036138829,"AHN Onecut3 Gaba",0.719408343344744,0.00522343035102708
"4",28.8325349454787,0.0122617891640937,-2.62024935428566,2.52374101305298,-1.03824019213285,0.306706196424664,-19.9641879769508,4.12506191558193,-4.83973050235646,2.95585315581142e-05,0.490569586761893,0.459695016262614,15.8891145311105,1.46858922783744e-05,"AHN-PVHd-PVR Mixed Gaba",0.665698380647116,6.19775661702394e-05
"5",44.2327831339207,0.000144955239745152,0.952925601752055,1.89272103813415,0.503468594976601,0.618083219073712,-21.1526268921755,3.93316269903167,-5.37801980512609,6.61366361659784e-06,0.478817554837228,0.446243652014555,14.6994223395283,2.96371518379866e-05,"ARC Mixed Glut",0.803508184795826,3.12960532525146e-05
"6",-17.6994798348183,0.651804772882331,-12.7694052171276,8.60241665010235,-1.48439743580378,0.147193554212444,-20.4057841248072,3.87197842272093,-5.27011824370333,8.31444130252986e-06,0.506856644482918,0.476969168390974,16.9588306126502,8.59127395479767e-06,"AV Col27a1 Glut",0.633634252307932,3.12960532525146e-05
"7",17.11015902503,0.323216458920131,-4.09464330331633,3.04056051261312,-1.34667384067199,0.187262046399503,-19.2390121972635,4.16516293310046,-4.61902991702233,5.64256992137687e-05,0.501333527102377,0.471111316623733,16.58824815136,1.03244709319463e-05,"Chat GABA",0.64063331662988,9.40428320229479e-05
"8",65.7154982938743,0.00718376596975028,4.51785983067396,3.99671543882296,1.13039316904795,0.266459718894306,-21.7626642965499,3.86936495216212,-5.62435039485986,2.91981453507889e-06,0.493539662849064,0.462845096961129,16.0790566203463,1.33352068325065e-05,"DMH Gaba",0.665698380647116,3.12960532525146e-05
"9",31.885060063631,0.0142880333793808,-1.50664522748417,2.27893170211726,-0.661119078770289,0.513125549342249,-21.2175930315534,3.92256534229302,-5.40911143092653,5.51448104600491e-06,0.480805703067675,0.449339382041473,15.2800100992841,2.0088317780288e-05,"DMH Hmx2-Vgll1 Glut",0.725068711027091,3.12960532525146e-05
"10",47.1607451720954,1.6704632881935e-06,1.93139616433456,2.17462286608714,0.888152237546263,0.381086367865961,-20.6140631240855,4.1546547165406,-4.96167901559095,2.22122827288807e-05,0.496846628446321,0.465399542724216,15.7994490439244,1.68735395904971e-05,"GPe-SI Sox6 Cyp26b1 Gaba",0.665698380647116,5.3474013976935e-05
