"","X.Intercept...Intercept.","X.Intercept..p.value","Props.props_untrans","Props.Std..Error","Props.t.value","Props.p.value","Sex.sexM","Sex.Std..Error","Sex.t.value","Sex.p.value","r_squared","adj_r_squared","f_statistic.value","f_pvalue.value","cluster","bh_pvalues_props","bh_pvalues_sex"
"1",12297.7604024135,4.69666868418684e-14,85170.3062902846,115918.301462664,0.734744257081069,0.470255305736342,262.199289729989,714.793672264151,0.366818146136433,0.717259227205638,0.0279425771601486,-0.0604262794616559,0.316203900653999,0.732168652491359,"AD Serpinb7 Glut",0.992835358021554,0.839027041254933
"2",12624.0353053614,2.45275476505811e-16,70498.0104893363,41646.4502709526,1.69277357447453,0.102008252342384,-1218.04789265804,909.83788305676,-1.33875266719583,0.191815021575163,0.116597594442574,0.051160379216098,1.78182390615239,0.187560247307342,"ADP-MPO Trp73 Glut",0.992835358021554,0.839027041254933
"3",12208.5661313626,2.43831073398364e-14,19460.8093964145,15038.022892813,1.29410691386267,0.210373133200386,89.5731913450576,746.944934926573,0.119919403903399,0.905743463159767,0.0772796131455967,-0.0149924255398437,0.837519298874999,0.447405338103833,"AHN Onecut3 Gaba",0.992835358021554,0.949569759764272
"4",13318.5447154473,6.18134983912977e-18,-10136.9943255747,28213.2519016057,-0.359299040072647,0.721660343625791,-390.877733789212,777.896432852705,-0.502480429632237,0.618666462589539,0.0136937667843859,-0.0460823685620151,0.229084177239477,0.796515686492464,"AHN-PVHd-PVR Mixed Gaba",0.992835358021554,0.839027041254933
"5",13325.7267344745,1.91265709173661e-16,-36174.2936579288,79116.0006606098,-0.457231070275007,0.650594086132658,-356.681591693233,787.241695305348,-0.453077617484281,0.653550158309701,0.0127155061707666,-0.0489897746935606,0.206068362264236,0.814848850927294,"ARC Mixed Glut",0.992835358021554,0.839027041254933
"6",11200.7092347766,3.92181009542832e-06,167173.09048235,168989.663330369,0.989250390750419,0.329739022010392,-376.983141181388,759.054188081891,-0.49664852272802,0.622729362996663,0.038353022801074,-0.019928612180679,0.658063604651477,0.524515791769202,"AV Col27a1 Glut",0.992835358021554,0.839027041254933
"7",13111.5268092056,4.4499523007304e-17,3538.2900006291,132468.529059729,0.0267104196426436,0.978851578232443,-444.3908084072,789.530477413474,-0.562854533320915,0.577338255637388,0.00985674926431519,-0.0501519325984534,0.164255387026433,0.849214731297453,"Chat GABA",0.992835358021554,0.839027041254933
"8",12694.7553817692,3.70889421044032e-12,124151.009227479,302313.468787129,0.410669791609248,0.683969122924853,-447.757238954132,765.870479268424,-0.584638331251309,0.562767046323536,0.0148699447822181,-0.0448349070491627,0.249057561087564,0.780987153753716,"DMH Gaba",0.992835358021554,0.839027041254933
"9",13279.9855388726,6.31248692542302e-16,-26611.1235289956,123793.040001388,-0.214964617790283,0.831117884702372,-420.67097763999,771.978606755916,-0.54492569348233,0.589468721159033,0.0112199281176577,-0.0487061368449084,0.187229515648431,0.830128131901854,"DMH Hmx2-Vgll1 Glut",0.992835358021554,0.839027041254933
"10",12756.6098710771,4.41871694504934e-14,13453.9459693333,24705.141572771,0.544580808399888,0.589817080741472,-431.322858620052,799.762569734696,-0.539313634999366,0.593403444046069,0.0217336370572926,-0.0394080106266266,0.355463712225222,0.703580725568945,"GPe-SI Sox6 Cyp26b1 Gaba",0.992835358021554,0.839027041254933
"11",11915.1573863203,3.87068802142527e-15,100695.422694017,67228.0963511733,1.49781755187628,0.146224079435818,375.457175395945,653.042071032633,0.574935661958575,0.570276990264415,0.0804191337698341,0.00968214405982137,1.13687526285064,0.336255225349537,"GPi Tbr1 Cngb3 Gaba-Glut",0.992835358021554,0.839027041254933
"12",13324.535655537,1.02086667279727e-18,-14302.4736205193,33637.5323401362,-0.425193901737365,0.673455266031876,-361.13796832168,787.308898560243,-0.458699208127961,0.649457062307107,0.0152303838385251,-0.0444526232015643,0.255187943668702,0.776285668588446,"Hist Gaba",0.992835358021554,0.839027041254933
"13",13188.5426877221,3.35001455668052e-16,31022.2755978531,249472.426705506,0.124351520556915,0.901894910846992,-721.910353789523,855.990948929065,-0.843362134486013,0.40592876430435,0.0240676309067779,-0.0432380497203408,0.357586918110454,0.70240238616185,"HY NSCs_1",0.992835358021554,0.839027041254933
"14",12573.3070537484,7.51533561806375e-14,14832.373484285,22807.3171318868,0.650333987049616,0.519978801955516,-508.121088037157,769.960459408635,-0.659931405344396,0.513877823681928,0.0223649006873245,-0.0368857113922316,0.377462778904208,0.688520630847826,"HY NSCs_2",0.992835358021554,0.839027041254933
"15",12834.0481277922,1.50244407530432e-14,146504.545855302,306770.472966082,0.477570557683694,0.636306064527351,-561.589540718502,805.163141735951,-0.697485405886441,0.490697531072475,0.0238578401377829,-0.0391190734017148,0.378834699843137,0.687784829710376,"LH-MH Glut",0.992835358021554,0.839027041254933
"16",13147.2686421287,1.95181255617849e-06,-387.878061650983,42869.1697853888,-0.00904794899441193,0.992835358021554,-440.947737168528,785.221146046785,-0.561558663299493,0.578210892285018,0.00983779913558128,-0.0501720312198379,0.163936459698604,0.849482944415356,"LHA Pmch Glut",0.992835358021554,0.839027041254933
"17",13180.8402599543,5.53740557978342e-18,887.139598746072,28826.6732846413,0.0307749558884665,0.975640159730488,-500.172395894119,821.616195162042,-0.608766476171363,0.546976846166967,0.01269652215231,-0.0490099452131707,0.205756749565809,0.815099580467275,"Lhx6 Gaba",0.992835358021554,0.839027041254933
