"","X.Intercept...Intercept.","X.Intercept..p.value","Props.props_trans","Props.Std..Error","Props.t.value","Props.p.value","r_squared","adj_r_squared","f_statistic.value","f_pvalue.value","cluster","bh_pvalues_props"
"1",11490.7361348084,0.00513669015259541,-27.1023247076841,555.101825104147,-0.0488240598066836,0.961663787184663,0.00014896460724012,-0.0623417251048073,0.00238378881600664,0.961663787184663,"AD Serpinb7 Glut",0.984875995936193
"2",11053.0933565677,0.0103285447962465,-114.631599077674,621.965045120059,-0.184305532886574,0.855954449523637,0.00199416415463435,-0.0567120614833283,0.033968529452604,0.855954449523637,"ADP-MPO Trp73 Glut",0.92728398698394
"3",9269.49491110243,0.0119446371499877,-629.959446334561,824.887416875599,-0.763691424365083,0.454945558857257,0.0313844666070962,-0.0224275074702873,0.583224591648769,0.454945558857257,"AHN Onecut3 Gaba",0.853448696715517
"4",9677.6681496339,0.000920374287157179,-629.352417907506,720.46207171502,-0.873539971936853,0.393873927668071,0.040668824338219,-0.0126273520874354,0.76307208257144,0.393873927668071,"AHN-PVHd-PVR Mixed Gaba",0.853448696715517
"5",11504.5470325022,2.07653619227386e-06,-34.115290239047,311.793650803108,-0.109416244208867,0.914153560451236,0.000703734673261051,-0.058078398581253,0.0119719144967746,0.914153560451235,"ARC Mixed Glut",0.97409805621853
"6",9862.62624091487,0.0002551816035296,-344.335607474562,406.528765281612,-0.84701412761292,0.408753621773417,0.0404930519626734,-0.015948533215993,0.717432932375877,0.408753621773417,"AV Col27a1 Glut",0.853448696715517
"7",8934.94016184373,0.0066746983700932,-495.691033187345,502.490524924599,-0.986468418009925,0.336978787133084,0.0512894000998342,-0.00141674433906402,0.973119939731005,0.336978787133084,"Chat GABA",0.853448696715517
"8",15439.3787498608,0.00130233198067184,1024.1338836113,1129.97750193711,0.906331216201773,0.376733746980005,0.0436436551136116,-0.00948725293563224,0.821436273461785,0.376733746980005,"DMH Gaba",0.853448696715517
"9",13887.846980253,0.000704540018061363,390.857146310983,626.358239176991,0.624015334777991,0.540446168307952,0.0211749834681964,-0.0332041841169037,0.389395138038088,0.540446168307952,"DMH Hmx2-Vgll1 Glut",0.853448696715517
"10",8911.61032941784,0.0298813163878152,-539.238716300754,705.790029736762,-0.764021442045411,0.4547537665825,0.031410744922134,-0.0223997692488584,0.583728763905149,0.4547537665825,"GPe-SI Sox6 Cyp26b1 Gaba",0.853448696715517
"11",5797.0272524012,0.307322085573355,-1001.0629784056,920.443930970311,-1.08758713564476,0.291126606812816,0.0616616424555717,0.00953173370310345,1.18284577761998,0.291126606812816,"GPi Tbr1 Cngb3 Gaba-Glut",0.853448696715517
"12",12783.8978651326,0.00307267588597862,165.224831580152,555.368527436518,0.297504852035458,0.77216975784729,0.00877326231089614,-0.0903494114580143,0.0885091369846387,0.772169757847292,"Hist Gaba",0.884091546717989
"13",11673.9181395789,1.96195259373879e-05,6.92823299548683,359.82041091125,0.0192546970249436,0.984875995936193,2.31709229410448e-05,-0.0624753808943752,0.000370743357522485,0.98487599593619,"HY NSCs_2",0.984875995936193
"14",13880.7970287925,0.0146991953181831,298.09516751471,800.747528652759,0.37227110524618,0.714291139713237,0.00808618503382527,-0.0502616864347731,0.138585775801214,0.714291139713236,"LHA Pmch Glut",0.879721604525505
"15",9611.73420152774,0.00726053079032145,-389.439086022217,565.152649694845,-0.689086543666557,0.499555803527958,0.0257019956795281,-0.0284256712271647,0.474840264662323,0.499555803527958,"Lhx6 Gaba",0.853448696715517
"16",10221.0637959803,0.00517358088536901,-387.139546259224,790.513775037417,-0.489731562540957,0.630239037574535,0.0131490760199652,-0.0416759753122591,0.239837003348807,0.630239037574536,"Lhx6-Lhx8 Gaba",0.853448696715517
"17",9017.12798587196,0.281867833295155,-915.062551489003,2687.88711099542,-0.340439353924399,0.737466615883696,0.00639763745628466,-0.048802493796144,0.115898953700462,0.737466615883696,"Mixed",0.884091546717989
"18",9155.18658755816,0.037519532077112,-637.713641181431,984.832734698279,-0.647534975953867,0.525459262228377,0.0227642478221707,-0.0315266272988199,0.419301545083575,0.525459262228377,"Mixed Meis2 Gaba",0.853448696715517
"19",9629.54289284404,0.00057628011347708,-505.125356855729,533.176565475692,-0.947388519232957,0.355987155791533,0.0474953231264516,-0.00542160336652331,0.897545006374414,0.355987155791533,"NDB-SI-MA-STRv Lhx8 Gaba",0.853448696715517
"20",12940.1864648566,1.754356007731e-07,192.624273446695,272.414052445407,0.707101090114644,0.490343913845033,0.0322575620168869,-0.0322586005153207,0.499991951641318,0.490343913845034,"PF Fzd5 Glut",0.853448696715517
"21",12815.4264206688,3.98861619867398e-07,182.623423266155,282.483634455708,0.646492047647416,0.526118907935009,0.0226926407672781,-0.0316022125234285,0.417951967671349,0.526118907935009,"PH-LHA-MM Foxb1 Glut",0.853448696715517
"22",14376.2848340395,2.66264995977167e-06,676.096383718873,546.304390055777,1.23758182439252,0.231772454467645,0.0784169286790736,0.0272178691612444,1.53160877206672,0.231772454467645,"PH-LHA-PVH-SO-PVa Nxph4 Glut",0.853448696715517
"23",13133.2694292515,9.03718668209465e-07,263.75176876492,323.236520486765,0.815971439018506,0.42580256002286,0.0376891527934992,-0.0189173676304126,0.665809389293932,0.42580256002286,"Pitx2 Glut",0.853448696715517
"24",10966.930344459,0.000785491608847291,-227.43913663916,751.189879835127,-0.302771832721014,0.765534853152503,0.00506701585444257,-0.0502070388203106,0.0916707826892418,0.765534853152502,"PO-CEA-BST Meis2 Gaba",0.884091546717989
"25",10939.8317964752,0.000177131781058227,-175.897606755599,478.242196830363,-0.367800265056896,0.717311462151566,0.00745933104385589,-0.0476818172314855,0.135277034975923,0.717311462151566,"PO-COAa-PAA-MEA Barhl2 Glut",0.879721604525505
"26",11073.9038885924,0.000836840712185109,-158.251681759229,612.271780205953,-0.25846639821616,0.798979301778245,0.00369765874233025,-0.0516524713275404,0.0668048790068345,0.798979301778245,"PO-MEA Glut",0.895407838199757
"27",13220.4891432559,2.4919371271011e-06,295.66751515509,294.390618000925,1.00433742475502,0.336797879826315,0.0839969517992871,0.000723947417404225,1.00869366276356,0.336797879826315,"PO-MEA Slc17a7 Glut",0.853448696715517
"28",10004.8473642851,0.00297707831738219,-511.64409707766,830.999790875417,-0.615697022665516,0.54580172610909,0.0206257748199467,-0.033783904356723,0.379082823719181,0.54580172610909,"PO-MEA-BST Mixed Gaba",0.853448696715517
"29",25206.1595928986,0.0182986300528162,3019.39549013715,2182.66353407899,1.38335361497265,0.183475018443567,0.0960981823451367,0.0458814146976444,1.91366722405789,0.183475018443566,"PV-PT Ntrk1-Sp9 Glut",0.853448696715517
"30",6524.57929203218,0.319825648610082,-903.26591200343,1144.0507695476,-0.789533066229759,0.442102895837955,0.0398993791611507,-0.0241073288947726,0.623362462670166,0.442102895837955,"PVH-SO-PVa Agtr1a Glut",0.853448696715517
"31",9291.6321233481,0.00182432268623469,-471.60195303639,475.416381930638,-0.991976656591518,0.334357517710449,0.0518340060273329,-0.000841882526704252,0.984017687222486,0.334357517710449,"PVH-SO-PVa Avp Glut",0.853448696715517
"32",6745.48961831931,0.139632335753844,-842.127319453503,745.622430144665,-1.12942862956807,0.280788879131239,0.0960866673968646,0.0207605563466033,1.27560902928801,0.280788879131239,"PVN Mixed Glut",0.853448696715517
"33",10600.5861078381,3.09528347381793e-05,-241.685508683933,383.839688684362,-0.629652211089289,0.536833262380365,0.0215509867568769,-0.03280729175663,0.396461906929631,0.536833262380365,"PVpo-VMPO-MPN Hmx2 Gaba",0.853448696715517
"34",21742.8467727134,0.0110619877769153,2462.37243963987,1895.11389102123,1.29932689075112,0.210228328667511,0.0857491314558206,0.0349574165366996,1.68825036902897,0.210228328667511,"RE-Xi Nox4 Glut",0.853448696715517
"35",5846.24973089006,0.441794446259703,-1050.78377511848,1314.0379030559,-0.799660171654714,0.4343344215599,0.0343066008335642,-0.01934303245346,0.639456390130846,0.434334421559901,"RT-ZI Gnb3 Gaba_1",0.853448696715517
"36",8288.05103777304,0.0526353000284723,-1072.85477087695,1220.2677775627,-0.879196181857571,0.390881318843772,0.0411754384322222,-0.0120925927659876,0.772985926192932,0.390881318843772,"RT-ZI Gnb3 Gaba_2",0.853448696715517
"37",8038.54296340746,0.147284819501443,-718.369489198631,1057.75423909266,-0.679145932626887,0.508118533832272,0.0318948598729835,-0.0372555072789462,0.461239197803643,0.508118533832273,"SCH Six6 Cdc14a Gaba",0.853448696715517
