"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Mamdc2",0,3.16338374196368,0.46,0.014,0,"76","Mamdc2"
"Tshr",0,2.56583477265229,0.333,0.009,0,"76","Tshr"
"Glis3.6",6.70167926885974e-246,3.35387881282252,0.675,0.049,2.51058308770024e-241,"76","Glis3"
"Scn7a.1",6.86163831661952e-229,4.37485166295381,0.468,0.025,2.570506946172e-224,"76","Scn7a"
"Adgrv1.1",3.50528505586433e-218,3.24505501630578,0.627,0.048,1.3131498876279e-213,"76","Adgrv1"
"Pdzrn3.3",4.26430627158414e-218,3.36406257822545,0.579,0.041,1.59749441546085e-213,"76","Pdzrn3"
"Slc1a3.5",9.30981970776529e-211,3.27957640118309,0.683,0.058,3.48764465892303e-206,"76","Slc1a3"
"Sfta3-ps.6",2.42208826416003e-181,3.06404486370765,0.603,0.053,9.07362705519631e-177,"76","Sfta3-ps"
"Gm11266",1.76665850009736e-145,1.83672809595821,0.254,0.011,6.61825607306474e-141,"76","Gm11266"
"Nnat.1",5.93133394937202e-138,3.36494176490568,0.532,0.054,2.22199632411375e-133,"76","Nnat"
"Dock5.2",7.78844758571494e-136,2.82932964552861,0.484,0.044,2.91770823456053e-131,"76","Dock5"
"Dnah11",7.47849384067148e-131,1.89951644018611,0.27,0.014,2.80159336259235e-126,"76","Dnah11"
"Acss3",1.98097187636396e-128,2.07326430452003,0.254,0.013,7.42111684323466e-124,"76","Acss3"
"Slc39a12.4",3.52792323282612e-125,2.52845324618476,0.365,0.027,1.32163060148132e-120,"76","Slc39a12"
"Col4a5",5.13346451720726e-109,1.85066318073454,0.254,0.015,1.92309847743618e-104,"76","Col4a5"
"Nxn.5",4.09759076754385e-106,2.7371628594645,0.532,0.068,1.53503945333728e-101,"76","Nxn"
"Cdc14a.1",6.61047672843938e-97,2.73063152967246,0.349,0.032,2.47641679200796e-92,"76","Cdc14a"
"Tsc22d3.5",3.96397451221306e-94,2.29196398481402,0.437,0.05,1.48498413176526e-89,"76","Tsc22d3"
"Hmcn1",2.87925185709387e-93,2.26912682145903,0.365,0.036,1.07862533070451e-88,"76","Hmcn1"
"Prdx6",6.70400964698589e-93,2.30753726003678,0.429,0.05,2.51145609395385e-88,"76","Prdx6"
"Abca8a",3.74531387493769e-92,2.14580393735156,0.294,0.023,1.40306948382916e-87,"76","Abca8a"
"Antxr1.2",9.82045844099304e-92,2.78065102616602,0.516,0.074,3.67894014116481e-87,"76","Antxr1"
"Six3os1",1.06410521038205e-90,2.16365136747322,0.317,0.028,3.98635093913323e-86,"76","Six3os1"
"Nfib.15",4.54950291664031e-89,2.83221482166222,0.778,0.185,1.70433478263179e-84,"76","Nfib"
"Sox6.12",1.88035218372825e-85,2.44516525060157,0.698,0.138,7.04417535068279e-81,"76","Sox6"
"Nfia.14",2.04493768038311e-84,2.79762063342789,0.833,0.239,7.66074553825121e-80,"76","Nfia"
"Spef2",8.78383598404486e-82,1.96657230192587,0.254,0.02,3.29060063634289e-77,"76","Spef2"
"Zbtb20.40",1.0922615610271e-81,3.18100269437597,0.992,0.649,4.09183025991974e-77,"76","Zbtb20"
"Palld.2",3.19619867018646e-75,2.59081036733375,0.413,0.056,1.19735994582525e-70,"76","Palld"
"Pard3b.10",8.38307171130253e-70,2.58271476792792,0.635,0.148,3.14046632448815e-65,"76","Pard3b"
"Spag16",2.2022229468048e-67,2.51780527765554,0.365,0.048,8.24996760332015e-63,"76","Spag16"
"Mir99ahg.27",2.92439276868127e-67,2.67726973803292,0.944,0.595,1.09553601900338e-62,"76","Mir99ahg"
"Slc16a2.1",6.05077476169807e-65,2.68122388453746,0.46,0.08,2.26674124122733e-60,"76","Slc16a2"
"Snhg11.15",1.46072823956086e-63,-2.74156150455962,0.302,0.932,5.47218013104289e-59,"76","Snhg11"
"Fgf14.17",2.4430528152834e-62,-2.6346970355379,0.325,0.957,9.15216445661466e-58,"76","Fgf14"
"Nrg3.23",2.8500800782181e-62,-3.27080581150294,0.262,0.931,1.06769699890206e-57,"76","Nrg3"
"Cntnap2.39",9.82905437092073e-62,-3.51513669890744,0.238,0.924,3.68216034843432e-57,"76","Cntnap2"
"Fbxl7.2",2.48638781767715e-61,2.49244405236447,0.468,0.087,9.31450604258214e-57,"76","Fbxl7"
"Fam155a.21",7.21800575736321e-60,-2.90831427658197,0.254,0.924,2.70400931682341e-55,"76","Fam155a"
"Ank3.10",3.38548888539483e-59,-2.65013511390049,0.167,0.933,1.26827184624661e-54,"76","Ank3"
"Rbfox1.51",5.20684197810477e-59,-3.83427239307835,0.317,0.913,1.95058714183761e-54,"76","Rbfox1"
"Slit2.43",8.7947397323895e-59,3.70145799511764,0.794,0.323,3.29468539854775e-54,"76","Slit2"
"Ptpn13.1",7.71965463741203e-58,2.24840255418543,0.397,0.065,2.8919370202673e-53,"76","Ptpn13"
"Efna5.32",8.42466601930554e-57,2.74491094009605,0.881,0.524,3.15604838415224e-52,"76","Efna5"
"6330403K07Rik",1.42042732676338e-56,2.02120297652416,0.278,0.033,5.32120485152099e-52,"76","6330403K07Rik"
"Lrfn5.21",2.34477574801547e-56,-3.26273573687191,0.056,0.851,8.78399890721556e-52,"76","Lrfn5"
"Kcnd2.34",8.86475502470214e-56,-2.90791224372311,0.262,0.917,3.32091452735392e-51,"76","Kcnd2"
"Malat1.21",2.07815979268098e-55,1.13697746584865,1,1,7.7852022153415e-51,"76","Malat1"
"Syt1.26",3.22318402293938e-55,-3.04852515485438,0.175,0.881,1.20746919867355e-50,"76","Syt1"
"Gria4.25",8.56862761480123e-55,-2.92904140022915,0.103,0.863,3.20997927705684e-50,"76","Gria4"
"Macrod2.10",5.89311744881078e-54,-2.37064821181659,0.222,0.924,2.2076796586735e-49,"76","Macrod2"
"Ctnna2.20",1.41856022730778e-53,-2.25163444376652,0.349,0.948,5.3142103235404e-49,"76","Ctnna2"
"Snhg14.11",2.68516267156069e-53,-2.33724491141206,0.238,0.909,1.00591564002007e-48,"76","Snhg14"
"Lingo2.29",4.26576478655334e-53,-3.4269257664141,0.206,0.855,1.59804080433861e-48,"76","Lingo2"
"Tenm2.38",5.10972853299643e-52,-3.4947044518272,0.135,0.855,1.91420650303112e-47,"76","Tenm2"
"Lrrc7.53",2.75818261761725e-51,-3.08223046889303,0.103,0.852,1.03327037221178e-46,"76","Lrrc7"
"Rmst.47",3.69475522954215e-51,2.33614714727884,0.881,0.484,1.38412920409108e-46,"76","Rmst"
"Lrrtm4.40",3.83414043337107e-51,-3.79694587193441,0.151,0.833,1.43634568914947e-46,"76","Lrrtm4"
"Ctnnd2.12",6.11655056811052e-51,-2.19347799961384,0.23,0.914,2.29138217382556e-46,"76","Ctnnd2"
"Opcml.30",1.78652174377105e-50,-2.97288462587348,0.151,0.866,6.6926677565151e-46,"76","Opcml"
"Csmd3.22",1.85390230931195e-50,-2.32816063473381,0.246,0.918,6.94508883114441e-46,"76","Csmd3"
"Msi2.42",7.76667710573022e-50,2.20285370497546,0.881,0.535,2.90955257734865e-45,"76","Msi2"
"Grm5.36",1.03927743414128e-49,-2.96602864941337,0.143,0.842,3.89334112378005e-45,"76","Grm5"
"Csmd1.31",1.49579959134593e-49,-2.3205801532281,0.349,0.922,5.60356442910012e-45,"76","Csmd1"
"Lrmda.9",5.76940473060619e-49,2.5405819158614,0.54,0.141,2.16133440017969e-44,"76","Lrmda"
"Nrxn3.55",6.75948705268828e-49,-3.06637443599789,0.286,0.889,2.53223903967808e-44,"76","Nrxn3"
"Deptor.4",9.4279269216413e-49,2.44917167899947,0.429,0.089,3.53188998338527e-44,"76","Deptor"
"Dscam.23",1.26718598191288e-48,-2.90250227041997,0.071,0.802,4.74713212544203e-44,"76","Dscam"
"Stard13.9",2.98148351295701e-48,2.00910556827071,0.46,0.1,1.11692335362395e-43,"76","Stard13"
"Shroom3.1",3.92656828887739e-48,2.55414886990487,0.317,0.049,1.47097101237925e-43,"76","Shroom3"
"Rims1.30",6.57736575486424e-48,-2.49320218921019,0.151,0.857,2.46401275908724e-43,"76","Rims1"
"Cacna1c.37",6.6134492555088e-48,-2.86719055664935,0.087,0.81,2.47753036009871e-43,"76","Cacna1c"
"Cadm2.26",1.52346807532616e-47,-2.23757255462959,0.31,0.931,5.70721610378685e-43,"76","Cadm2"
"Dpp6.20",1.85118347773723e-47,-2.37153519309823,0.19,0.879,6.93490354429922e-43,"76","Dpp6"
"Fat3.21",2.84797387625417e-47,2.50255281823114,0.873,0.63,1.06690797352234e-42,"76","Fat3"
"Grin2b.30",3.3101061553268e-47,-2.83848399506603,0.063,0.787,1.24003196790853e-42,"76","Grin2b"
"Dlgap1.38",2.64152683325333e-46,-2.6251308856141,0.159,0.846,9.89568782273363e-42,"76","Dlgap1"
"9330162G02Rik.18",1.04195902473378e-45,-2.53731463960752,0.087,0.811,3.90338689845769e-41,"76","9330162G02Rik"
"Sntg1.22",1.74747885786275e-45,-2.52855614048619,0.063,0.8,6.54640529732543e-41,"76","Sntg1"
"Nav3.21",6.6785796912147e-45,-2.36527018738963,0.198,0.857,2.50192952392285e-40,"76","Nav3"
"Grm7.29",8.65410319677581e-45,-2.35045185595356,0.294,0.874,3.24200013957616e-40,"76","Grm7"
"Gabrb1.26",1.00904293335433e-44,-2.42434947033943,0.151,0.837,3.78007663693198e-40,"76","Gabrb1"
"Myt1l.15",5.33849388659201e-44,-2.46147358600526,0.087,0.785,1.9999065797951e-39,"76","Myt1l"
"Meg3.18",6.89055252607214e-44,-1.26653264366181,0.944,0.958,2.58133878731714e-39,"76","Meg3"
"Gli3.3",2.46921778814105e-43,1.66050064418483,0.278,0.041,9.25018367793399e-39,"76","Gli3"
"Lrp1b.20",5.25041912235361e-43,-1.95417587335046,0.429,0.949,1.96691201161611e-38,"76","Lrp1b"
"Gpr158.19",7.3239342331444e-43,-2.73820920846293,0.024,0.72,2.74369224242056e-38,"76","Gpr158"
"Sox5.41",1.46624564021254e-42,1.93072382679577,0.786,0.362,5.49284941736422e-38,"76","Sox5"
"Dpp10.34",3.9465774170574e-42,-3.21131986895784,0.151,0.79,1.47846683197804e-37,"76","Dpp10"
"Mapk4.12",3.30730010973944e-41,2.4681732953861,0.563,0.185,1.23898076711059e-36,"76","Mapk4"
"Dlg2.36",3.36985317130139e-41,-1.68534690562405,0.611,0.974,1.26241439503293e-36,"76","Dlg2"
"Erc2.24",3.82179761472676e-41,-2.19326891907407,0.159,0.833,1.43172182242894e-36,"76","Erc2"
"Kalrn.42",5.12364992746465e-41,-2.44513786130936,0.079,0.773,1.91942173582681e-36,"76","Kalrn"
"Tenm1.30",6.56718756825454e-41,-2.868190062373,0.056,0.723,2.46019980681952e-36,"76","Tenm1"
"Lsamp.28",3.36438293719049e-40,-1.70399208260504,0.849,0.972,1.2603651359303e-35,"76","Lsamp"
"Ppfia2.12",7.61163334422914e-40,-2.21086203144832,0.095,0.779,2.85147008341512e-35,"76","Ppfia2"
"Robo1.39",9.09724782331429e-40,-2.49230793964248,0.31,0.838,3.40801097957e-35,"76","Robo1"
"Cadps.18",9.87572268908623e-40,-1.8963432166937,0.167,0.837,3.69964323378548e-35,"76","Cadps"
"Col25a1.42",1.26404252473074e-39,4.42574801114133,0.706,0.364,4.73535610614631e-35,"76","Col25a1"
"Frmd4a.25",1.78821182665745e-39,-1.76910836774502,0.373,0.906,6.69899914502412e-35,"76","Frmd4a"
"Ntm.39",2.06668460286865e-39,-2.35136955056735,0.167,0.814,7.74221385926654e-35,"76","Ntm"
"Xkr4.29",1.24167391011171e-38,-1.9142745206799,0.254,0.874,4.65155880206048e-34,"76","Xkr4"
"Ralyl.33",1.31405420313053e-38,-2.37463477607593,0.214,0.825,4.92270985576758e-34,"76","Ralyl"
"Cdh18.45",1.38658766362427e-38,-3.16647786735002,0.063,0.711,5.19443470546923e-34,"76","Cdh18"
"Ap1s2",1.44663767693005e-38,2.10478136662641,0.357,0.076,5.41939406531536e-34,"76","Ap1s2"
"Sgip1.9",4.60563753087113e-38,-2.03554826809487,0.087,0.768,1.72536393181494e-33,"76","Sgip1"
"Adgrb3.11",5.77674919113977e-38,-1.49938940618893,0.429,0.949,2.16408578198478e-33,"76","Adgrb3"
"Galnt13.34",8.04261577518435e-38,-2.53143861051274,0.056,0.714,3.01292472169956e-33,"76","Galnt13"
"Lhfpl3.36",1.11217570333421e-37,-2.61898755258675,0.143,0.762,4.16643261983062e-33,"76","Lhfpl3"
"Ddx5.15",1.3218776903292e-37,2.03369126142732,0.81,0.552,4.95201820351125e-33,"76","Ddx5"
"Snap25.16",1.44355999552818e-37,-2.26487360010795,0.04,0.704,5.40786445524767e-33,"76","Snap25"
"Ntrk2.16",2.34969865207814e-37,1.97489504444091,0.857,0.705,8.80244109041511e-33,"76","Ntrk2"
"Gabrb3.20",2.52361625737186e-37,-1.97673192350865,0.127,0.796,9.45397122336647e-33,"76","Gabrb3"
"Tll1.1",4.37869555162939e-37,2.94797798553988,0.333,0.068,1.6403469275514e-32,"76","Tll1"
"Pde4d.31",1.63115349816387e-36,-1.99435746249997,0.302,0.858,6.1106272348215e-32,"76","Pde4d"
"Abca1.2",1.78789457514692e-36,1.75390188483927,0.286,0.05,6.6978106574154e-32,"76","Abca1"
"Kcnip4.53",3.95178675466423e-36,-2.90314653677809,0.468,0.87,1.48041835403231e-31,"76","Kcnip4"
"Pbx1.22",6.84272790524014e-36,1.82938269515657,0.857,0.685,2.56342272786106e-31,"76","Pbx1"
"Nrg1.46",1.16587149430946e-35,-3.03518021413926,0.143,0.742,4.36758779198209e-31,"76","Nrg1"
"Epha6.31",2.09412359564394e-35,-2.76829054051727,0.079,0.69,7.84500581400135e-31,"76","Epha6"
"Grid1.19",2.30091733875023e-35,-2.03256424738408,0.087,0.738,8.61969653442609e-31,"76","Grid1"
"Nckap5.10",2.50362377753531e-35,2.14564970616855,0.587,0.227,9.37907539540279e-31,"76","Nckap5"
"Asic2.45",4.24931610130058e-35,-2.58499850602164,0.27,0.815,1.59187879786922e-30,"76","Asic2"
"Cdh2.18",6.0132630841294e-35,2.07634921777948,0.786,0.561,2.25268861657656e-30,"76","Cdh2"
"Fgf12.19",7.382412921635e-35,-1.49901199052385,0.389,0.906,2.7655995287029e-30,"76","Fgf12"
"Cntn5.37",7.95939171658275e-35,-3.02054478631164,0.087,0.695,2.98174732486623e-30,"76","Cntn5"
"Frmpd4.36",8.25454499272569e-35,-2.55689328573673,0.079,0.7,3.0923176451749e-30,"76","Frmpd4"
"Lrriq1",8.33305228817722e-35,1.93772124131791,0.254,0.042,3.12172804819695e-30,"76","Lrriq1"
"Cfap44",8.79903356265669e-35,2.05869478455513,0.294,0.056,3.29629395324245e-30,"76","Cfap44"
"Celf4.22",1.88238723881476e-34,-2.37243295564149,0.04,0.662,7.05179907404786e-30,"76","Celf4"
"Cntn1.12",1.88411702295644e-34,-1.88047034550873,0.127,0.768,7.0582791913994e-30,"76","Cntn1"
"Dgki.31",2.19606765936062e-34,-2.05904771966418,0.111,0.738,8.22690866549677e-30,"76","Dgki"
"Gm26871.54",2.47685797395064e-34,-2.68493417459377,0.056,0.67,9.2788053420139e-30,"76","Gm26871"
"Samd12.13",5.17471580979675e-34,-1.96446940971834,0.063,0.708,1.93855203666606e-29,"76","Samd12"
"Tmem47",8.55051050746704e-34,1.9146778292366,0.278,0.052,3.2031922463073e-29,"76","Tmem47"
"Gpc3",8.81220592564313e-34,2.5255404348873,0.349,0.08,3.30122858386443e-29,"76","Gpc3"
"Sgcz.43",9.04391844974768e-34,-2.32178893240734,0.278,0.815,3.38803272964448e-29,"76","Sgcz"
"Kcnq3.39",1.29520069891364e-33,-2.14685792230018,0.127,0.735,4.85208085827026e-29,"76","Kcnq3"
"Spock3.31",1.39364425841235e-33,-2.24438231018116,0.087,0.701,5.22087012086435e-29,"76","Spock3"
"Ptprd.34",1.71374570458167e-33,-1.6273192340031,0.587,0.944,6.42003415850386e-29,"76","Ptprd"
"A230006K03Rik.16",2.59828599396503e-33,-2.21441601406847,0.032,0.647,9.7336989905918e-29,"76","A230006K03Rik"
"Anks1b.30",3.08899971626887e-33,-1.4823334457477,0.54,0.933,1.15720107370864e-28,"76","Anks1b"
"Il1rapl2.52",3.299230587105e-33,2.36081858263619,0.659,0.276,1.23595776254128e-28,"76","Il1rapl2"
"Prex2.5",3.95968046093305e-33,1.96827828667969,0.421,0.114,1.48337549427474e-28,"76","Prex2"
"Rfx3.24",4.58298660184101e-33,2.18845712964929,0.762,0.497,1.71687844078168e-28,"76","Rfx3"
"Grik2.34",9.68657815179026e-33,-1.55656343612432,0.46,0.921,3.62878590722367e-28,"76","Grik2"
"Dab1.39",1.01039485057712e-32,-2.57572082361088,0.087,0.682,3.78514118923202e-28,"76","Dab1"
"Mdga2.11",1.52481084637646e-31,-1.18234923678739,0.667,0.975,5.71224639269551e-27,"76","Mdga2"
"Trpm3.47",2.8651649823557e-31,2.2635240743462,0.786,0.512,1.07334810569009e-26,"76","Trpm3"
"Frmd5.28",3.10130495617025e-31,-1.89970189157882,0.135,0.745,1.1618108626805e-26,"76","Frmd5"
"Cfap54.2",3.18338853273385e-31,2.2154914124422,0.405,0.116,1.19256101213276e-26,"76","Cfap54"
"Ryr3.54",5.43453929235131e-31,-2.74864392211015,0.016,0.594,2.03588710970065e-26,"76","Ryr3"
"Slc4a10.14",6.99106307175923e-31,-2.13505301708547,0.016,0.597,2.61899204794244e-26,"76","Slc4a10"
"Brinp1.30",9.58358929876353e-31,-2.35609264318895,0.008,0.58,3.59020422310279e-26,"76","Brinp1"
"Gm42906.9",1.08640271312403e-30,1.68424188453145,0.397,0.107,4.06988184390524e-26,"76","Gm42906"
"Cntnap5a.41",1.17048937779301e-30,-2.8248685581348,0.032,0.601,4.38488730708817e-26,"76","Cntnap5a"
"Scn2a.9",1.34150468771711e-30,-1.86101379587701,0.048,0.646,5.02554486112584e-26,"76","Scn2a"
"Arhgef4.3",1.83229209667896e-30,1.97104997101624,0.357,0.091,6.86413265257872e-26,"76","Arhgef4"
"Grin2a.48",2.4424090096728e-30,-2.3918579744416,0.032,0.611,9.14975263203623e-26,"76","Grin2a"
"Nkain2.38",6.60399907936778e-30,-1.41884557206234,0.373,0.892,2.47399013511276e-25,"76","Nkain2"
"Pitpnc1.42",1.34912733626819e-29,1.90955625068098,0.722,0.433,5.05410082712789e-25,"76","Pitpnc1"
"Grik3.11",2.40435014982655e-29,2.25283365776785,0.556,0.235,9.00717653128023e-25,"76","Grik3"
"Zfp804a.49",3.35890454546243e-29,-2.7536557716814,0.024,0.578,1.25831282082114e-24,"76","Zfp804a"
"Sik3.12",4.54179032568247e-29,1.80629465823885,0.802,0.665,1.70144549180717e-24,"76","Sik3"
"Npas3.45",4.80553751178718e-29,1.52315440533442,0.802,0.496,1.80025046266571e-24,"76","Npas3"
"Galntl6.43",4.83786983574297e-29,-2.71274512025063,0.143,0.692,1.81236279786603e-24,"76","Galntl6"
"Gabrb2.30",4.90890719136541e-29,-2.23038850747478,0.016,0.575,1.83897481202931e-24,"76","Gabrb2"
"March1.39",6.0518896577707e-29,-2.20002909976921,0.087,0.66,2.26715890359406e-24,"76","March1"
"Hecw1.20",1.19073434450243e-28,-1.94663802385034,0.04,0.602,4.46072900137501e-24,"76","Hecw1"
"Cntn4.41",1.38207240097161e-28,-2.38048579935877,0.087,0.645,5.17751962851985e-24,"76","Cntn4"
"Dock3.8",1.7118233507719e-28,-1.46645110347696,0.175,0.782,6.4128326366617e-24,"76","Dock3"
"Pcdh15.48",2.40599681163115e-28,-2.66246472739315,0.135,0.666,9.01334525573262e-24,"76","Pcdh15"
"Tcf4.50",4.61077287653436e-28,1.62899268165611,0.738,0.432,1.7272877350073e-23,"76","Tcf4"
"Tnr.31",5.13038678103123e-28,-2.2790486106172,0.056,0.609,1.92194549590992e-23,"76","Tnr"
"Rab3c.28",6.46318430947081e-28,-1.96342608249377,0.056,0.611,2.42123810601395e-23,"76","Rab3c"
"Rit2.20",7.4746761075712e-28,-1.83216889539489,0.063,0.629,2.80016316341832e-23,"76","Rit2"
"Enox1.22",1.20270758672192e-27,-1.83477863401824,0.079,0.649,4.50558316137765e-23,"76","Enox1"
"Egfem1.28",1.38620082315652e-27,-2.64329438501542,0.048,0.583,5.19298552370897e-23,"76","Egfem1"
"Hs6st3.38",1.53109424454475e-27,-2.62495138558642,0.143,0.652,5.73578525891353e-23,"76","Hs6st3"
"Rasgrf1.19",1.62118692303343e-27,-1.64911504717811,0.071,0.642,6.07329045106784e-23,"76","Rasgrf1"
"Dmd.27",1.83183364035242e-27,-1.60556244465941,0.286,0.8,6.86241518348825e-23,"76","Dmd"
"Atp2b2.22",2.16374233948928e-27,-1.86768469549306,0.04,0.59,8.10581155219474e-23,"76","Atp2b2"
"Ptprn2.12",2.39487271156578e-27,-1.41732253491621,0.206,0.804,8.97167215206771e-23,"76","Ptprn2"
"Gab1.10",2.57704285072332e-27,1.7405593396831,0.389,0.11,9.65411792737969e-23,"76","Gab1"
"Grid2.43",3.62174498001006e-27,-1.44339138662592,0.421,0.888,1.35677810441137e-22,"76","Grid2"
"Per3.4",3.65087533779327e-27,1.76421731849601,0.452,0.152,1.36769091904411e-22,"76","Per3"
"Gria2.23",6.76762426986104e-27,-1.19253245246793,0.278,0.855,2.53528740397534e-22,"76","Gria2"
"Zfp385b.41",9.0608249584542e-27,-2.38451146627314,0.016,0.542,3.39436624593611e-22,"76","Zfp385b"
"Dlgap2.48",1.3261260233325e-26,-2.55633384255127,0.016,0.536,4.96793330860821e-22,"76","Dlgap2"
"Ryr2.38",1.55341282583599e-26,-2.2581503475162,0.04,0.56,5.81939512814679e-22,"76","Ryr2"
"Arpp21.48",2.34143239912296e-26,-2.26307982123002,0.04,0.569,8.77147405359443e-22,"76","Arpp21"
"Sorbs2.27",3.25409716038479e-26,1.81299044040476,0.802,0.673,1.21904987822335e-21,"76","Sorbs2"
"Kcnma1.40",4.66144621301465e-26,-1.38940233859879,0.246,0.824,1.74627098031955e-21,"76","Kcnma1"
"Fry.9",4.87651618642745e-26,-1.53223004730937,0.087,0.652,1.82684049375945e-21,"76","Fry"
"Cdh12.48",5.13833817728094e-26,-2.76486725319001,0.111,0.614,1.92492424797299e-21,"76","Cdh12"
"Stxbp5l.32",5.15094203173749e-26,-1.82020619950756,0.079,0.621,1.9296459039295e-21,"76","Stxbp5l"
"Cacna1e.42",7.08921605391072e-26,-2.12332981470587,0.04,0.565,2.65576211811603e-21,"76","Cacna1e"
"Zfand6.5",7.18857398952764e-26,2.17445176244055,0.468,0.18,2.69298358795684e-21,"76","Zfand6"
"Snap91.11",7.20466516864545e-26,-1.71126819451892,0.063,0.6,2.69901166547796e-21,"76","Snap91"
"Scn1a.25",8.1429087497676e-26,-1.77101320929301,0.056,0.59,3.05049647583794e-21,"76","Scn1a"
"Pde10a.41",8.80920325582809e-26,-1.85835312368596,0.175,0.722,3.30010372369832e-21,"76","Pde10a"
"Kcnb2.25",1.15994626986577e-25,-1.67056798958876,0.143,0.696,4.34539071617113e-21,"76","Kcnb2"
"Mgat4c.41",1.50764298357258e-25,-2.32699983180672,0.135,0.651,5.64793214505959e-21,"76","Mgat4c"
"Syn2.21",2.13840645059577e-25,-1.63716660946443,0.048,0.579,8.01089824522186e-21,"76","Syn2"
"Kirrel3.46",2.16652871648516e-25,-2.06794538768754,0.183,0.701,8.11624987769672e-21,"76","Kirrel3"
"Svil.5",2.30359688889083e-25,1.68273146823337,0.294,0.071,8.62973466516284e-21,"76","Svil"
"Cntn3.30",4.48129611189221e-25,-2.06321570021214,0.048,0.561,1.67878314943706e-20,"76","Cntn3"
"Car10.44",4.67887736385943e-25,-2.32642424937913,0.079,0.583,1.75280103804902e-20,"76","Car10"
"Dnajc6.10",6.29200581851465e-25,-1.51859032167579,0.04,0.563,2.35711121973196e-20,"76","Dnajc6"
"Mcu.4",6.57272946253998e-25,2.02245565944439,0.571,0.292,2.46227591125673e-20,"76","Mcu"
"Brinp3.39",7.67499805387921e-25,-1.75223150315929,0.095,0.634,2.87520777094423e-20,"76","Brinp3"
"Akap6.6",8.76719540205141e-25,-1.31738230423594,0.238,0.798,3.2843667415165e-20,"76","Akap6"
"Cdh8.33",9.87955920783087e-25,-2.27240895446557,0.024,0.525,3.7010804704376e-20,"76","Cdh8"
"Zfp608.19",1.09113459505344e-24,1.72731243523895,0.627,0.359,4.08760841998918e-20,"76","Zfp608"
"Usp29.39",1.52184477878135e-24,-1.5391595928179,0.159,0.708,5.70113491027071e-20,"76","Usp29"
"Pcsk2.50",1.61656507376127e-24,-2.06569970379886,0.056,0.559,6.05597607932446e-20,"76","Pcsk2"
"Ppp2r2b.18",1.75057153308054e-24,-1.1760599712441,0.214,0.802,6.55799107722631e-20,"76","Ppp2r2b"
"Tenm4.24",1.94090135581916e-24,-1.3767809725491,0.19,0.739,7.27100465916975e-20,"76","Tenm4"
"Kcnj3.27",3.46359186588023e-24,-1.71800932590384,0.056,0.573,1.29753078479605e-19,"76","Kcnj3"
"Prkca.34",3.67519479317233e-24,1.99146423201779,0.643,0.377,1.37680147341822e-19,"76","Prkca"
"Grm1.53",3.92814668159893e-24,-2.25151427092127,0.071,0.569,1.47156230986059e-19,"76","Grm1"
"Nsf.14",5.89569010818568e-24,-1.62651381417331,0.04,0.55,2.20864342832852e-19,"76","Nsf"
"Mgat5.8",1.0293829001045e-23,1.91229418090528,0.611,0.361,3.85627422037146e-19,"76","Mgat5"
"Plce1.7",1.24471781549591e-23,1.62058256832712,0.278,0.067,4.66296188041077e-19,"76","Plce1"
"Plxna4.21",1.31575922175917e-23,-1.7223569192481,0.04,0.535,4.92909719655419e-19,"76","Plxna4"
"Atp8a2.14",1.35099869537579e-23,-1.70913824248351,0.04,0.531,5.06111131261677e-19,"76","Atp8a2"
"Unc5d.51",1.61931634417047e-23,-2.24255350975926,0.095,0.587,6.0662828885314e-19,"76","Unc5d"
"Gabra2.37",1.64919275826232e-23,-1.8974702803546,0.048,0.549,6.1782059110023e-19,"76","Gabra2"
"Kctd16.45",2.04912938011411e-23,-1.91577552241983,0.103,0.611,7.67644848378348e-19,"76","Kctd16"
"Unc79.10",3.24286971042547e-23,-1.28585452651001,0.119,0.669,1.21484385091959e-18,"76","Unc79"
"Maml2.36",4.00322129946474e-23,1.7296418841791,0.548,0.253,1.49968676320548e-18,"76","Maml2"
"Tmem164.8",4.07108193167105e-23,2.07325708467432,0.5,0.226,1.52510871324261e-18,"76","Tmem164"
"Edil3.43",4.48140042213035e-23,-1.67486485327018,0.143,0.665,1.67882222613847e-18,"76","Edil3"
"Nptn.14",5.2739704067203e-23,-1.36026749033866,0.111,0.646,1.97573479376556e-18,"76","Nptn"
"Hdac9.56",6.43201000757323e-23,-2.02551068201822,0.159,0.649,2.40955958903709e-18,"76","Hdac9"
"Rims2.25",7.44784554520611e-23,-1.15421212440219,0.444,0.876,2.79011189814511e-18,"76","Rims2"
"Cacna1b.11",7.54749723663498e-23,-1.6451613842811,0.032,0.514,2.8274434147882e-18,"76","Cacna1b"
"Spock1.26",7.57603458213804e-23,-1.63459751296381,0.095,0.605,2.83813407516055e-18,"76","Spock1"
"Prickle1.21",8.15648348453836e-23,-1.78548104483577,0.032,0.516,3.05558184297776e-18,"76","Prickle1"
"Csmd2.31",1.03007464081317e-22,-1.73636880455687,0.032,0.515,3.85886561941431e-18,"76","Csmd2"
"Dync1i1.14",1.30083589682203e-22,-1.57219298331864,0.063,0.56,4.87319143667469e-18,"76","Dync1i1"
"Otud7a.9",1.6958827759206e-22,-1.35855431207827,0.119,0.649,6.35311605515376e-18,"76","Otud7a"
"Spon1.13",3.2552380965625e-22,1.88577193750807,0.468,0.194,1.21947729573425e-17,"76","Spon1"
