X.Intercept...Intercept.,X.Intercept..p.value,score_ieg62,Std..Error,t_value,p_value,r_squared,adj_r_squared,f_statistic.value,f_pvalue.value,Cluster,adj_p_value
13037.739244960525,0,548.6130241793526,2027.1591560814772,0.2706314511781246,0.7867569892427388,1.0817350013307411e-4,-0.001368771590708917,0.07324138236677635,0.7867569892427406,Pitx2 Glut,0.9760415960173427
12176.532321748306,0,2763.9807017976723,4591.236432034669,0.6020122776758802,0.5473988132590939,6.180798271912281e-4,-0.0010873500707144768,0.36241878247250103,0.5473988132590939,TH Prkcd Grin2c Glut_4,0.8678273868741733
12649.92121456923,0,3707.6852418967906,1802.622857137045,2.0568280421038247,0.039785710138196866,0.0013536734453599355,0.0010336970510779198,4.230541594784709,0.03978571013819559,TH Prkcd Grin2c Glut_3,0.3832093162439506
12705.389650200921,0,2882.937102329046,3045.495266845761,0.9466234059575218,0.3440497571507253,8.575932824767553e-4,-9.943967414915988e-5,0.8960958727066209,0.34404975715072483,TH Prkcd Grin2c Glut_6,0.7874153055466583
12982.17687264492,0,-5235.113974276861,3407.755959055828,-1.5362349995647373,0.12503563244774918,0.004123310328771664,0.002376158241629178,2.3600179738876665,0.1250356324477494,PH-LHA-MM Foxb1 Glut,0.5079572568189811
13000.427959532397,0,-1223.4911474495186,1570.7584314283367,-0.7789174471194544,0.43610693845661075,2.5865904382965643e-4,-1.6766988621563783e-4,0.6067123894270732,0.4361069384566164,ZI Mixed Gaba,0.7874153055466583
13104.110098912368,0,3781.8638510468636,1925.752192373059,1.9638372299535394,0.04970715702285547,0.0022002122370277824,0.0016297149312743953,3.8566566657515926,0.04970715702285537,PH-LHA-PVH-SO-PVa Nxph4 Glut,0.3832093162439506
12214.260200297687,0,739.3117829811945,2336.117571958631,0.31647028037263814,0.7516801619949209,5.2433605734679644e-5,-4.7109915153975557e-4,0.10015343835913802,0.7516801619949188,STR D1 Gaba,0.9760415960173427
12018.122801893207,0,3074.371576719962,1758.5192508076937,1.7482729150152283,0.0805720740712756,0.0015444017136218287,0.001039110418942446,3.056458185375841,0.08057207407127576,PO-MEA-BST Mixed Gaba,0.5046108606521179
13279.279953939014,0,3204.7620716217734,2459.70130407005,1.3029070100173858,0.19297541412598657,0.0020836771167453364,8.562277651054107e-4,1.697566676752457,0.19297541412598496,PF Fzd5 Glut,0.5973048532471013
12542.329731203858,4.908223734293536e-89,-7713.567265548607,10232.503298500664,-0.7538299319853482,0.4523145466030718,0.004352202964520908,-0.003306626243444244,0.5682595663570346,0.4523145466030718,VMH Nr5a1 Glut_1,0.7946066359243154
12650.464558307074,0,687.4284226408357,3463.1372113023353,0.19849875436564748,0.8427131605531801,5.6935711152808147e-5,-0.001388068717010249,0.03940175548471243,0.8427131605531826,PV-PT Ntrk1-Sp9 Glut,0.9781492042135127
12600.274446212967,0,49.1943541213968,1556.7380026099347,0.031600920668038206,0.9747929011529638,4.104470929666675e-7,-4.106045917697809e-4,9.98618187067834e-4,0.9747929011529615,TH Sema5b-Ntrk Glut,0.9871510913239852
