"Analysis","Slope_Activated_Percentage","Slope_Sex","Intercept","p_value_activated_percentage","p_value_sex","r_squared_full","r_squared_male","r_squared_female"
"All_Neurons",0.407775383229073,-20.8405418614066,31.0495523860027,0.442569031501139,0.000289832114652351,0.56834154809751,0.083217582626118,0.020723563182085
