"Cluster","Slope","Intercept","p_value","r_squared","AdjustedPValue"
"HY NSCs_2",0.762777753944531,-0.178004245222559,0.000196387285147503,0.590148724123673,0.0127651735345877
"TH-PVT-RE Ntrk1-Nox4 Glut",-0.787936822821549,72.7679511727285,0.00266223830915643,0.402446303053176,0.0865227450475841
"PH-LHA-MM Foxb1 Glut",0.993539845700689,30.7484896383626,0.00811853009010613,0.329590053588964,0.175901485285633
"AD Serpinb7 Glut",0.323913085667245,29.2133470059301,0.0903073203370003,0.168814125958105,0.519852487915445
"AHN-PVHd-PVR Mixed Gaba",3.51967095690499,13.563022999541,0.0524965329630166,0.193178691393449,0.519852487915445
"DMH Gaba",1.98965362337958,20.0979431883319,0.0791801086896149,0.161339345385777,0.519852487915445
"GPe-SI Sox6 Cyp26b1 Gaba",0.984634542249554,23.2597938301495,0.0727290474948283,0.167950661697712,0.519852487915445
"PVpo-VMPO-MPN Hmx2 Gaba",0.999122405370284,28.4682798841276,0.0959727669997744,0.14634802203712,0.519852487915445
"RT-ZI Gnb3 Gaba_1",0.901262585648452,33.0713882499821,0.0779751318588748,0.162533092299315,0.519852487915445
"RT-ZI Gnb3 Gaba_2",1.38963355709564,17.5679985289918,0.0791618265979454,0.161357323232414,0.519852487915445
"SCH Six6 Cdc14a Gaba",-1.50102483507393,55.9079765315351,0.0713240352213395,0.213818386647051,0.519852487915445
"ZI Pax6 Gaba",2.0177594259931,18.1038130382842,0.0800523871812603,0.160486296236523,0.519852487915445
"PVH-SO-PVa Agtr1a Glut",-0.595662934485055,58.9765064555032,0.113755080496942,0.158284841927392,0.568775402484709
"ADP-MPO Trp73 Glut",0.3572789177348,35.5835925346326,0.139483892420326,0.123867013568565,0.647603786237227
"Mixed Meis2 Gaba",-1.46935983181593,97.2391694369698,0.171422432109954,0.1013060925798,0.696403630446688
"PO-MEA Slc17a7 Glut",-0.308017343848089,67.4365840354689,0.166168672929502,0.166607991811933,0.696403630446688
"AV Col27a1 Glut",0.309888676747437,34.1800591931603,0.330753681818554,0.0556849762351541,0.697160975312994
"Hist Gaba",0.42826176368364,40.6389988871243,0.315612850936349,0.100404251720283,0.697160975312994
"HY NSCs_1",0.347426698788049,8.70079744107094,0.201760721873013,0.122085909965559,0.697160975312994
"Lhx6 Gaba",0.272669142408355,36.2785261493692,0.29334968010332,0.0611138887975224,0.697160975312994
"Mixed",-1.05102997620503,65.629502830851,0.327833843286364,0.0532130791200423,0.697160975312994
"NDB-SI-MA-STRv Lhx8 Gaba",0.634419013191929,25.2844674039083,0.313372263028093,0.0563961659326712,0.697160975312994
"PV-PT Ntrk1-Sp9 Glut",-0.502973574382996,55.4962730942435,0.332492157456966,0.0522248554655159,0.697160975312994
"PVN Mixed Glut",-0.286433513651248,50.8805206865856,0.26220646214314,0.103417227894942,0.697160975312994
"SI-MA-LPO-LHA Skor1 Glut",1.01361375459484,19.2787857853987,0.249779408449017,0.0728532447355757,0.697160975312994
"SI-MPO-LPO-ADP Lhx8 Gaba",-0.621070941561356,49.9953170165669,0.301999529362975,0.0590292315701469,0.697160975312994
"STR-PAL Chst9 Gaba",-1.25051237010803,61.4525795627832,0.225257977993683,0.0805510883756246,0.697160975312994
"TH Prkcd Grin2c Glut_1",0.321931138186764,27.6319795979795,0.327490548464274,0.0564196020855439,0.697160975312994
"TH Prkcd Grin2c Glut_3",0.54990853016097,21.9022265661935,0.314821279406324,0.0560691044105086,0.697160975312994
"TRS-BAC Sln Glut",0.26618944460644,39.0709470254473,0.291447071314919,0.0692369427974817,0.697160975312994
"TU-ARH Otp Six6 Gaba",-0.601665306142381,50.3908193102908,0.194227271338203,0.0917532862325147,0.697160975312994
"PF Fzd5 Glut",0.261925615643118,39.1330269054852,0.375494327696778,0.0526864182212904,0.722982096981956
"STR D1 Gaba",-1.09653233606412,60.8161867059805,0.378175250729023,0.0433865016857004,0.722982096981956
"VMH Nr5a1 Glut_2",0.724643239945074,28.5777784061621,0.363926102845179,0.0459873767453753,0.722982096981956
"TH Prkcd Grin2c Glut_4",0.495726949063134,22.5708319228321,0.395569307894755,0.0403841462415363,0.734628714661687
"ZI-PVH-SBPV Pax6-Prox1 Gaba",-0.732022108314101,51.7139306438037,0.439399756777536,0.0335697389542515,0.793360671959439
"TH Sema5b-Ntrk Glut",0.657374148136014,18.9491075490369,0.453144402062524,0.0316319105790763,0.79606449010984
"TH Prkcd Grin2c Glut_8",-0.318508254637567,58.3482257307642,0.475665314631484,0.0286414096869391,0.813638038185433
"TH Prkcd Grin2c Glut_2",0.318035708196265,32.1147876311426,0.495618012483613,0.0261707933705174,0.815428149295012
"TH Prkcd Grin2c Glut_7",-0.432690851650599,63.0441966805944,0.5018019380277,0.025437284590292,0.815428149295012
"Trh Glut",0.526749826665373,29.4157642563327,0.538166515299707,0.0214117120688,0.853190816938561
"PO-COAa-PAA-MEA Barhl2 Glut",-0.284790313819361,50.7381570620073,0.567684606420212,0.0184799447841966,0.878559509936042
"PO-MEA-BST Mixed Gaba",0.454543732498303,33.8471259411116,0.584620322433508,0.0169232029244026,0.883728394376234
"PO-MEA Glut",-0.243504540685743,48.106844102342,0.6141741410467,0.0144110883145078,0.887140425956345
"PVH-SO-PVa Avp Glut",-0.280688662004541,47.0995650176759,0.602494385259124,0.0153737251794502,0.887140425956345
"SNc-VTA-RAmb Foxa1 Dopa",0.148235294117647,57.2647058823529,0.631200578104024,0.136013013590807,0.891913860364381
"GPi Tbr1 Cngb3 Gaba-Glut",-0.131574937830675,45.9463557744237,0.691992076196344,0.00892394516796606,0.899589699055247
"LH-MH Glut",-0.0759357247379539,44.3161635898282,0.687731872367924,0.0128302717600741,0.899589699055247
"Pitx2 Glut",0.153703242448285,38.1296145189403,0.675581241793495,0.0105534778284695,0.899589699055247
"STN-PSTN Pitx2 Glut",0.149669148608112,43.3393725324673,0.679705900449666,0.0125380683352204,0.899589699055247
"VMH Nr5a1 Glut_1",0.10399556004936,41.0277425065361,0.706033752435804,0.00858131326189127,0.899846939378965
"AHN Onecut3 Gaba",0.161822792342005,40.2943439504011,0.862666494278625,0.00170768657286212,0.963327158540569
"Chat GABA",0.0597408094796019,40.2908299481976,0.83573273983802,0.00245288806668014,0.963327158540569
"DMH Hmx2-Vgll1 Glut",-0.0607795903320574,44.4464744054362,0.889225069422064,0.00110751851291768,0.963327158540569
"Lhx6-Lhx8 Gaba",-0.138222386396507,44.5647067886145,0.878648964270258,0.00133067165231378,0.963327158540569
"RE-Xi Nox4 Glut",-0.111218959424107,46.0663990451165,0.887846688032152,0.00113542053413657,0.963327158540569
"SCsg Gabrr2 Gaba",-0.0895142986836134,53.8934785898018,0.808326919894567,0.006887305736232,0.963327158540569
"STR D1-D2 Gaba",-0.213757622654531,48.3317279945013,0.805626199927058,0.00345268066033596,0.963327158540569
"TH Prkcd Grin2c Glut_6",0.175914607352679,36.0299363267161,0.819293031481115,0.00297669061740034,0.963327158540569
"ZI Mixed Gaba",-0.178596341971092,46.7335371536918,0.845664458893407,0.00216190196046057,0.963327158540569
"LHA Pmch Glut",-0.0137403966317583,45.2507886998476,0.945156174947134,0.000286625440103037,0.969881729416304
"PH-LHA-PVH-SO-PVa Nxph4 Glut",0.0949523478663105,40.8110325149908,0.943600210929696,0.000285839215037004,0.969881729416304
"PO-CEA-BST Meis2 Gaba",-0.0504012747791759,43.9391634992445,0.954960472040669,0.000182185794829241,0.969881729416304
"TH Prkcd Grin2c Glut_5",-0.0266468041583885,43.3075061997372,0.912569231024338,0.000730045698930072,0.969881729416304
"ARC Mixed Glut",0.0095054967945235,41.0083919169929,0.980338087154986,3.67932722074403e-05,0.980338087154986
