,gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
1,Pld5,70.2564820086171,-0.46072739066236,0.10707213762177,-4.30296247834213,1.6852939986913e-05,0.0236362330455517
2,Cacnb2,312.089346374984,-0.245640376500468,0.0562708733929535,-4.36532013258618,1.2693671643264e-05,0.0236362330455517
3,Tdrd3,74.7584941221361,-0.347735807150671,0.0816611853512565,-4.25827528286449,2.06010165998417e-05,0.0236362330455517
4,Fam163a,55.3574904816512,-0.420008640141657,0.103374915693943,-4.06296476589306,4.84533455939528e-05,0.0416941038835964
5,Abtb2,19.7717501450212,-0.649816139631799,0.162708989971384,-3.99373224396566,6.50413096945487e-05,0.0447744375937273
6,Creb5,52.6855237753607,-0.398308441301549,0.103927233910061,-3.83257040831323,0.000126811288647589,0.046895005199736
7,Nr2f2,51.597040015383,-0.3338565715396,0.0873680842290256,-3.82126464698977,0.000132769081961749,0.046895005199736
8,Ddx5,71.9508291929296,0.271888893808867,0.0712892046617975,3.81388591861465,0.000136798635221985,0.046895005199736
9,Rgs6,734.822930345934,-0.200370402957089,0.052768000432394,-3.79719529478481,0.000146342493842077,0.046895005199736
10,Slc22a23,44.6167768608301,-0.339569397304933,0.0895657003441323,-3.791288361507,0.000149867826030533,0.046895005199736
11,Sema6a,34.9323745269933,-0.470851840419513,0.122556591999584,-3.8419136232273,0.000122078800478511,0.046895005199736
12,Cdk14,218.89050949059,-0.221677940990247,0.0616333273355809,-3.5967219453082,0.000322252633447456,0.0792281117375816
13,Gm2115,54.6101808518812,-0.379207686214373,0.10532333421516,-3.60041475177482,0.00031770998424962,0.0792281117375816
14,Lrrtm3,331.753181185246,-0.208913081472108,0.0578037630718278,-3.61417787303068,0.000301302164516286,0.0792281117375816
