"","X.Intercept...Intercept.","X.Intercept..p.value","Props.props_untrans","Props.Std..Error","Props.t.value","Props.p.value","learner.learnerNon_Learner","learner.Std..Error","learner.t.value","learner.p.value","r_squared","adj_r_squared","f_statistic.value","f_pvalue.value","cluster","bh_pvalues_props","bh_pvalues_learner"
"1",40.3277110380262,1.15699788814952e-07,-713.54145916717,1537.09198723941,-0.464215196677122,0.649159454584978,-22.3693979640289,5.83422670174799,-3.83416673838313,0.00162565651873553,0.545307879481852,0.484682263412765,8.99467774249818,0.00270944732359579,"AD Serpinb7 Glut",0.798965482566126,0.00417882380743058
"2",43.6781012766326,1.03759401452143e-06,-2163.21484646701,1942.76043670522,-1.11347482973025,0.28195329049687,-22.3853141763807,5.33070796965151,-4.19931354405898,0.000679469659903223,0.543713661720091,0.486677869435102,9.53285016193579,0.00187888295106851,"ADP-MPO Trp73 Glut",0.599889216096542,0.00417882380743058
"3",43.1362959066411,9.70341514516243e-06,-296.343719454579,339.435848326957,-0.873047796557805,0.394802005963924,-20.319163770449,5.57558845163033,-3.64430838945934,0.00200634503298418,0.513168783588037,0.455894522833688,8.95984997150879,0.00220148917355258,"AHN Onecut3 Gaba",0.634720238599646,0.00417882380743058
"4",44.2470495647082,8.77477124464194e-07,-189.767889487741,148.278079557789,-1.27981081258731,0.217802110572987,-19.2354762671288,5.55440448877522,-3.46310325544374,0.00297250701294808,0.536042568953075,0.481459341771084,9.82064631623566,0.00146239316312352,"AHN-PVHd-PVR Mixed Gaba",0.599889216096542,0.00475601122071692
"5",39.0151780480292,8.61866497140588e-09,-133.320919842727,156.422379673891,-0.852313589146728,0.406617652852898,-20.5061176600237,5.68084994912613,-3.60969183197281,0.0023505883916797,0.505037312127056,0.443166976142938,8.16283448431083,0.00360229845217144,"ARC Mixed Glut",0.634720238599646,0.00417882380743058
"6",36.958061451577,2.15784097462049e-07,-119.998725142224,450.946062874156,-0.266104385915686,0.79355748184743,-20.017355756633,5.18331480767602,-3.86188308049302,0.00138030884855209,0.508062168092364,0.44656993910391,8.2622174614577,0.00342990255756923,"AV Col27a1 Glut",0.891011909442728,0.00417882380743058
"7",40.5856263570011,4.41056183329485e-09,-936.803805864214,763.27769258591,-1.22734335742266,0.236419006730489,-18.2169990620897,5.97285870567238,-3.04996316835507,0.0072397827903066,0.532744741762438,0.47777353491096,9.6913415636265,0.00155314026126461,"Chat GABA",0.599889216096542,0.00955796117734617
"8",27.0681954608203,0.00811091620126187,320.505922144312,260.714117400558,1.22933857721211,0.235689248140612,-17.9980857928632,6.06065167906695,-2.9696618030413,0.00859242986731187,0.532868466795816,0.477911815830618,9.69615974476431,0.00154964803978517,"DMH Gaba",0.599889216096542,0.01057529829823
"9",25.6638151734006,0.00284095586655367,1771.33782224278,1014.72460695785,1.74563404700835,0.0989203523153523,-13.9598482025144,6.7301298073958,-2.07423164218523,0.0535601651977231,0.568658814837423,0.51791279305359,11.20597821953,0.000787005707282774,"DMH Hmx2-Vgll1 Glut",0.599889216096542,0.0571308428775714
"10",45.6276525335504,1.31238313932722e-08,-1616.73510759807,741.625632684139,-2.17998817239727,0.0436053941984044,-18.2504544691353,5.05469281132525,-3.61059616288538,0.00215868141451245,0.602470532191671,0.555702359508338,12.882062685472,0.000393223334762857,"GPe-SI Sox6 Cyp26b1 Gaba",0.599889216096542,0.00417882380743058
"11",39.8673427352755,8.20977171536018e-06,-926.196426811401,2306.8217437891,-0.401503249787331,0.693051847162634,-21.2254944479799,5.61412749950171,-3.78072896453879,0.00149198178561636,0.49611932457997,0.43683924511879,8.36907320451311,0.00294975179483057,"GPi Tbr1 Cngb3 Gaba-Glut",0.806460331243793,0.00417882380743058
"12",33.0891678025806,0.00735490866939343,1200.75451061241,1779.12853874684,0.67491161232127,0.516693309869397,-17.0280856662351,13.2043561260924,-1.28958091584541,0.229348314972301,0.351592495864713,0.207501939390204,2.44008007510828,0.142336455161722,"Hist Gaba",0.679895223180192,0.229348314972301
"13",38.9907702439145,1.31371565562502e-07,-233.50649488287,283.643738127097,-0.82323867406598,0.423268051263877,-20.8703089506915,5.67480235597573,-3.677715564616,0.00223900033652553,0.491909444186556,0.424164036744763,7.26114821302401,0.00623100957586908,"HY NSCs_2",0.644979887640194,0.00417882380743058
"14",23.7334270963425,0.000311213507185811,7078.36663367164,2345.67115897409,3.0176295626909,0.00817320466391617,-15.8515546097167,4.92355554720698,-3.21953402530595,0.00535331316661896,0.638826402376169,0.59367970267319,14.1500133249833,0.000289552928282723,"LHA Pmch Glut",0.523085098490635,0.00796772192240962
"15",39.6104755416033,2.66829305946226e-06,-450.16033516633,1114.42351427422,-0.403940090459687,0.691292825338389,-21.7985851777056,5.37686059333488,-4.05414735965574,0.000824606538295791,0.496176947118782,0.436903646779815,8.37100253033473,0.00294688575085928,"Lhx6 Gaba",0.806460331243793,0.00417882380743058
"16",43.980423439807,4.99250115908673e-06,-382.242496241782,364.74082046275,-1.04798386908498,0.309317877049779,-17.9827222132502,6.41852767477601,-2.80168959680894,0.0122617193646195,0.522208509158223,0.465997745529779,9.29018706470605,0.00187726893412733,"Lhx6-Lhx8 Gaba",0.599889216096542,0.0146897223908651
"17",4.9232102584669,0.738176165537734,685.532137017268,298.985382273275,2.29286171720157,0.0348802991754108,-21.2310969139036,4.72688663273092,-4.4915604209525,0.000321502192412727,0.611487800593499,0.565780483016263,13.3783348707834,0.000323548665478542,"Mixed",0.599889216096542,0.00417882380743058
