"","X.Intercept...Intercept.","X.Intercept..p.value","Props.props_trans","Props.Std..Error","Props.t.value","Props.p.value","r_squared","adj_r_squared","f_statistic.value","f_pvalue.value","cluster","bh_pvalues_props"
"1",18566.0895959441,0.00110723541362815,643.163240432926,663.44344232561,0.969431905421214,0.351464040816426,0.0726285065133865,-0.00465245127716463,0.939798219248604,0.351464040816426,"AD Serpinb7 Glut",0.902704345843401
"2",18272.7636771922,0.00261539180659153,634.422611328783,773.512901245299,0.820183619830269,0.42689466126002,0.0492003124958357,-0.0239381250044846,0.672701170237883,0.42689466126002,"ADP-MPO Trp73 Glut",0.902704345843401
"3",15807.2241204607,0.00148624459220938,378.742711413822,976.692061267859,0.387781089284344,0.70401006124191,0.0106268690400628,-0.0600426403142185,0.150374173206553,0.704010061241909,"AHN Onecut3 Gaba",0.902704345843401
"4",17438.0421231416,0.000266008365859568,979.768092618227,1103.81120372837,0.887622891767033,0.389738438314292,0.0532784074833648,-0.0143445634106805,0.78787439798887,0.389738438314292,"AHN-PVHd-PVR Mixed Gaba",0.902704345843401
"5",15015.8411196617,6.54768565040445e-07,121.022977266993,301.191854541272,0.401813579757381,0.69434901195623,0.0122671971502589,-0.0637122492227982,0.161454152877441,0.69434901195623,"ARC Mixed Glut",0.902704345843401
"6",15543.882488987,0.000101513240550132,249.306253105182,556.746617816336,0.447791230565545,0.661154889849517,0.014120400430961,-0.0562995709668275,0.200516986171404,0.661154889849517,"AV Col27a1 Glut",0.902704345843401
"7",15532.8284643705,0.000529803710156675,218.302858326547,591.273668366018,0.36920781358288,0.717497008534486,0.00964285355155774,-0.061096942623331,0.136314409610651,0.717497008534486,"Chat GABA",0.902704345843401
"8",12342.6321702735,0.00301770909325317,-566.077696286429,1007.40419053931,-0.561917154606414,0.583057396352781,0.0220561876982301,-0.0477969417518964,0.315750888640969,0.583057396352781,"DMH Gaba",0.902704345843401
"9",11140.0799247237,0.00159621362486779,-589.814253685164,532.427577605798,-1.10778306476426,0.286625407877636,0.0805916165126371,0.0149195891206827,1.2271833185785,0.286625407877636,"DMH Hmx2-Vgll1 Glut",0.902704345843401
"10",17113.6589342594,0.000853201172224856,517.856939047814,731.030114163074,0.70839344236959,0.490328645114739,0.0346040169629114,-0.0343528389683092,0.501821269192237,0.490328645114739,"GPe-SI Sox6 Cyp26b1 Gaba",0.902704345843401
"11",2717.73433286192,0.798428900674958,-2067.49426841156,1838.61084535052,-1.12448714943667,0.282796907010563,0.0953276852092474,0.0199383256433514,1.26447134924821,0.282796907010564,"GPi Tbr1 Cngb3 Gaba-Glut",0.902704345843401
"12",15735.3749975922,1.50301540831063e-07,348.835314666298,225.522303683929,1.54678853917346,0.150184590306327,0.178648123777896,0.103979771394069,2.39255478491835,0.150184590306327,"Hist Gaba",0.902704345843401
"13",6188.86956405214,0.314143655419588,-1536.76749494183,1011.10690177961,-1.51988626745304,0.172341051998894,0.24812468327177,0.140713923739166,2.31005426599234,0.172341051998894,"HY NSCs_1",0.902704345843401
"14",16426.9458850635,1.58648135129694e-05,414.631985678811,411.827554622813,1.00680972175008,0.337766408134445,0.0920370958010481,0.0012408053811529,1.01366581581048,0.337766408134445,"HY NSCs_2",0.902704345843401
"15",14135.0595831261,0.000107144536341032,-61.1675678647398,385.630183930704,-0.158617168503935,0.87684509237717,0.00228199930879768,-0.0884196371176751,0.0251594061442054,0.87684509237717,"LH-MH Glut",0.919273080718001
"16",5745.73171476389,0.202724170661034,-1294.67901385507,650.448105274616,-1.9904416714512,0.0664346549111424,0.220570613406669,0.164897085792859,3.96185804744943,0.0664346549111424,"LHA Pmch Glut",0.902704345843401
"17",9417.53815164081,0.0630156138698829,-836.040888634906,800.910017840397,-1.04386369256466,0.314238907822756,0.0722118343986232,0.005941251141382,1.08965140865473,0.314238907822756,"Lhx6 Gaba",0.902704345843401
"18",14940.9020695395,0.000149525402468652,160.522050102212,677.278645109797,0.237010352033451,0.816081734754558,0.00399638673673224,-0.0671467284963583,0.0561739069710207,0.816081734754558,"Lhx6-Lhx8 Gaba",0.911888154100917
"19",10366.8963826873,0.113693660523832,-1326.95884039715,2087.10909995913,-0.635787961646629,0.535170261774919,0.028063036698601,-0.0413610321086417,0.404226332174775,0.535170261774919,"Mixed",0.902704345843401
"20",10053.1745014318,0.115795926813451,-1044.90089793458,1484.12558903868,-0.704051534217801,0.492945941193788,0.034195585858911,-0.0347904437225954,0.495688562834439,0.492945941193789,"Mixed Meis2 Gaba",0.902704345843401
"21",15955.121360846,1.61932133583223e-05,376.262010322279,542.793000422685,0.693196135597318,0.499525795195918,0.0331839501016057,-0.035874339176851,0.480520882407056,0.499525795195918,"NDB-SI-MA-STRv Lhx8 Gaba",0.902704345843401
"22",12559.8796475945,8.50528892040019e-07,-378.285999131424,279.726402733093,-1.35234284441993,0.199322632502654,0.123329421451302,0.0558932231014028,1.82883116885378,0.199322632502654,"PF Fzd5 Glut",0.902704345843401
"23",12315.4083648608,1.20184295812717e-05,-418.889925279408,349.20144459103,-1.19956527032697,0.251714940623986,0.0996579499434533,0.0304008691698728,1.43895683777463,0.251714940623986,"PH-LHA-MM Foxb1 Glut",0.902704345843401
"24",13806.2620330319,2.39424648334689e-05,-121.904590643021,584.09041277746,-0.208708425915333,0.837681946199387,0.00310172132333768,-0.0681052985821382,0.0435592070480562,0.837681946199387,"PH-LHA-PVH-SO-PVa Nxph4 Glut",0.911888154100917
