"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Tiam1.3",6.17057927055511e-97,0.752643636384635,0.496,0.334,2.31162240633536e-92,"Lhx6/Lhx8 Gaba","Tiam1"
"Pbx3.15",6.1943431625284e-97,-1.12794123723784,0.104,0.304,2.32052483554639e-92,"Lhx6/Lhx8 Gaba","Pbx3"
"Pcsk2.12",1.50779284730336e-96,-0.811046933877503,0.418,0.599,5.64849356456784e-92,"Lhx6/Lhx8 Gaba","Pcsk2"
"Epha5.10",5.03054025119907e-96,0.563009490042596,0.768,0.631,1.8845409889042e-91,"Lhx6/Lhx8 Gaba","Epha5"
"Brinp1.6",1.38452944438664e-95,-0.68276653453863,0.412,0.617,5.18672420456122e-91,"Lhx6/Lhx8 Gaba","Brinp1"
"Rora.15",1.73906807989304e-95,-0.51365955054355,0.776,0.876,6.51489684089531e-91,"Lhx6/Lhx8 Gaba","Rora"
"Kirrel3.11",2.72045471943256e-95,0.567573483117476,0.841,0.712,1.01913674699382e-90,"Lhx6/Lhx8 Gaba","Kirrel3"
"Pde4b.12",2.33058731336685e-93,-0.654956156239753,0.525,0.727,8.7308461933349e-89,"Lhx6/Lhx8 Gaba","Pde4b"
"Rapgef4.9",2.52326738390009e-92,0.63636669916262,0.643,0.504,9.45266427356653e-88,"Lhx6/Lhx8 Gaba","Rapgef4"
"Prickle2.8",1.50657748353514e-91,-0.807326120786787,0.544,0.69,5.64394056881933e-87,"Lhx6/Lhx8 Gaba","Prickle2"
"Stxbp6.8",1.31658260575114e-90,0.740227493801941,0.418,0.255,4.93218175766493e-86,"Lhx6/Lhx8 Gaba","Stxbp6"
"Gm26871.11",3.19994164291271e-90,-0.717876701823209,0.553,0.715,1.19876213826796e-85,"Lhx6/Lhx8 Gaba","Gm26871"
"Tnik.2",1.30887657296207e-89,-0.526499711801492,0.622,0.794,4.9033134176305e-85,"Lhx6/Lhx8 Gaba","Tnik"
"Galnt17.12",6.50025449660611e-88,-0.703831234319748,0.369,0.564,2.43512533951858e-83,"Lhx6/Lhx8 Gaba","Galnt17"
"Tshz2.6",2.23101177520525e-87,-0.725078248217025,0.254,0.472,8.35781631227392e-83,"Lhx6/Lhx8 Gaba","Tshz2"
"Epha6.7",2.46116793639413e-86,0.621808664326567,0.856,0.736,9.22002732331968e-82,"Lhx6/Lhx8 Gaba","Epha6"
"Unc5c.9",2.31431559766056e-84,-0.573513407051045,0.638,0.777,8.66988909195599e-80,"Lhx6/Lhx8 Gaba","Unc5c"
"Sh3rf3.8",1.20694583892346e-83,0.839814417548044,0.476,0.337,4.52146050177506e-79,"Lhx6/Lhx8 Gaba","Sh3rf3"
"Slc1a2.11",1.03654700307547e-82,-0.785004407758338,0.079,0.256,3.88311238292131e-78,"Lhx6/Lhx8 Gaba","Slc1a2"
"Eml1.10",1.34836900149853e-82,-0.700053896529847,0.084,0.261,5.05125995341378e-78,"Lhx6/Lhx8 Gaba","Eml1"
"Cdh2.4",4.13011214430868e-82,-0.581822462570732,0.393,0.589,1.54722261150092e-77,"Lhx6/Lhx8 Gaba","Cdh2"
"Aff2.8",7.29574527259784e-82,0.780298512488499,0.578,0.436,2.7331320940206e-77,"Lhx6/Lhx8 Gaba","Aff2"
"Unc13c.9",8.69610767595357e-82,-0.920703388634766,0.153,0.343,3.25773585756573e-77,"Lhx6/Lhx8 Gaba","Unc13c"
"Kcnn3.8",1.09222157882751e-81,-0.6340086337604,0.083,0.263,4.09168047860364e-77,"Lhx6/Lhx8 Gaba","Kcnn3"
"C130071C03Rik.5",1.17937347229344e-81,0.649941348227332,0.406,0.255,4.41816890190568e-77,"Lhx6/Lhx8 Gaba","C130071C03Rik"
"Clmn.12",1.83224867088255e-81,-0.724637857999105,0.089,0.266,6.86396997086022e-77,"Lhx6/Lhx8 Gaba","Clmn"
"Sh3d19.11",8.64588630715435e-81,-0.914070730921151,0.123,0.303,3.23892192838616e-76,"Lhx6/Lhx8 Gaba","Sh3d19"
"Itpr1.5",1.3462643486e-80,-0.750546494636629,0.2,0.394,5.04337550272533e-76,"Lhx6/Lhx8 Gaba","Itpr1"
"Grm8.12",2.66593503547986e-80,-0.913748647359357,0.304,0.487,9.98712582991466e-76,"Lhx6/Lhx8 Gaba","Grm8"
"Il1rap.11",1.61510892733929e-79,-0.863656992389655,0.125,0.304,6.05052106359845e-75,"Lhx6/Lhx8 Gaba","Il1rap"
"Trhde.1",6.05895880299825e-79,0.987065273258835,0.355,0.215,2.26980714677921e-74,"Lhx6/Lhx8 Gaba","Trhde"
"Foxp1.4",3.04963522495423e-78,-0.942247056760399,0.358,0.528,1.14245434797235e-73,"Lhx6/Lhx8 Gaba","Foxp1"
"Gad2.13",3.60466132341685e-78,0.512359094377584,0.429,0.259,1.35037822497842e-73,"Lhx6/Lhx8 Gaba","Gad2"
"Cdh20.4",1.49174421216573e-77,0.752403929463777,0.317,0.18,5.58837216761527e-73,"Lhx6/Lhx8 Gaba","Cdh20"
"Utrn.5",3.52896273493497e-77,0.695172301698039,0.409,0.263,1.32202001976134e-72,"Lhx6/Lhx8 Gaba","Utrn"
"Kcnab1.5",7.90708516124958e-77,0.895423172824884,0.583,0.46,2.96215224310732e-72,"Lhx6/Lhx8 Gaba","Kcnab1"
"Limch1.9",1.08550825178749e-76,0.600151740622905,0.645,0.537,4.06653101284628e-72,"Lhx6/Lhx8 Gaba","Limch1"
"Fras1.12",3.66959903254871e-76,-0.908935200247999,0.124,0.295,1.3747051895734e-71,"Lhx6/Lhx8 Gaba","Fras1"
"Hdac9.14",1.20013942498401e-75,-0.93015881033952,0.572,0.684,4.49596231387511e-71,"Lhx6/Lhx8 Gaba","Hdac9"
"Prickle1.6",1.12191023426935e-74,-0.584521064359661,0.353,0.544,4.20290011961983e-70,"Lhx6/Lhx8 Gaba","Prickle1"
"Dgkg.11",6.07804772722689e-74,0.629543836147624,0.425,0.277,2.27695823957374e-69,"Lhx6/Lhx8 Gaba","Dgkg"
"Trpc4.1",8.03707659907655e-74,0.574112917305585,0.279,0.148,3.01084963554606e-69,"Lhx6/Lhx8 Gaba","Trpc4"
"Tafa1.13",1.82516850522913e-73,-1.22695289292191,0.113,0.282,6.83744625428938e-69,"Lhx6/Lhx8 Gaba","Tafa1"
"Srgap1.6",2.29354930526443e-73,-0.618485514413794,0.262,0.45,8.59209440738162e-69,"Lhx6/Lhx8 Gaba","Srgap1"
"Ildr2.14",6.65153930289057e-73,-0.766880501956913,0.155,0.327,2.49179965364887e-68,"Lhx6/Lhx8 Gaba","Ildr2"
"C130073E24Rik.14",2.7589979804134e-72,0.824168409516634,0.583,0.46,1.03357582342247e-67,"Lhx6/Lhx8 Gaba","C130073E24Rik"
"Srgap3.9",1.48644564241092e-71,0.507048556992417,0.688,0.564,5.56852266559981e-67,"Lhx6/Lhx8 Gaba","Srgap3"
"Htr2c.13",1.53822408614355e-71,0.880156606905278,0.526,0.395,5.76249507151096e-67,"Lhx6/Lhx8 Gaba","Htr2c"
"Rgs7.15",6.41206152120938e-70,-0.519002041807739,0.679,0.781,2.40208648707546e-65,"Lhx6/Lhx8 Gaba","Rgs7"
"Ptprt.12",7.24009055801441e-70,1.2073003701685,0.569,0.481,2.71228272484336e-65,"Lhx6/Lhx8 Gaba","Ptprt"
"Olfm2",8.07029438215144e-70,0.566052110306614,0.305,0.174,3.02329368144157e-65,"Lhx6/Lhx8 Gaba","Olfm2"
"Gpc5.10",2.33185974261667e-69,-1.41106669458559,0.156,0.32,8.73561296779057e-65,"Lhx6/Lhx8 Gaba","Gpc5"
"Pcdh15.11",6.34929972517738e-68,0.569842578245848,0.797,0.683,2.37857466304595e-63,"Lhx6/Lhx8 Gaba","Pcdh15"
"Galnt13.10",8.34439147449361e-67,-0.520446363594029,0.611,0.755,3.12597593417479e-62,"Lhx6/Lhx8 Gaba","Galnt13"
"Opcml.7",9.23069119142381e-67,0.514909519270694,0.919,0.891,3.45800153413119e-62,"Lhx6/Lhx8 Gaba","Opcml"
"Ppp3ca.7",4.56834752754085e-66,-0.565406445323481,0.689,0.794,1.71139435076735e-61,"Lhx6/Lhx8 Gaba","Ppp3ca"
"Lgi1",1.39601188980287e-65,0.663967213696302,0.323,0.198,5.2297397415795e-61,"Lhx6/Lhx8 Gaba","Lgi1"
"Car10.7",4.63731118545783e-64,-0.559489356381955,0.448,0.62,1.73722951629621e-59,"Lhx6/Lhx8 Gaba","Car10"
"Arhgap24.6",1.31710644981043e-62,-0.684786762573416,0.127,0.286,4.93414418227983e-58,"Lhx6/Lhx8 Gaba","Arhgap24"
"Fstl4.11",2.12173658582638e-62,-0.697525704016392,0.236,0.403,7.94844959782278e-58,"Lhx6/Lhx8 Gaba","Fstl4"
"Cdh12.13",5.90682802406691e-62,-0.648843220228265,0.518,0.655,2.21281591437595e-57,"Lhx6/Lhx8 Gaba","Cdh12"
"Plppr5.1",1.47784953036792e-61,0.614285989330943,0.365,0.239,5.5363199106643e-57,"Lhx6/Lhx8 Gaba","Plppr5"
"Adamts6.2",5.17997428462931e-61,0.55816534306474,0.261,0.146,1.94052196650783e-56,"Lhx6/Lhx8 Gaba","Adamts6"
"Kcnh5.5",2.08316703255316e-60,-0.617185290333295,0.113,0.266,7.80396033735066e-56,"Lhx6/Lhx8 Gaba","Kcnh5"
"Patj.9",3.07698084544552e-60,-0.560187794852416,0.145,0.304,1.1526985643208e-55,"Lhx6/Lhx8 Gaba","Patj"
"Tafa2.6",6.66381551204395e-60,0.724687860858268,0.581,0.471,2.49639856712191e-55,"Lhx6/Lhx8 Gaba","Tafa2"
"Hdac4",6.18612286523919e-59,0.608351980140758,0.388,0.267,2.3174453477759e-54,"Lhx6/Lhx8 Gaba","Hdac4"
"Adarb1.15",6.19193819736543e-59,-0.651160893819501,0.25,0.406,2.31962388749704e-54,"Lhx6/Lhx8 Gaba","Adarb1"
"Fign.9",7.09374306564434e-59,-0.648731801605963,0.107,0.256,2.65745802725168e-54,"Lhx6/Lhx8 Gaba","Fign"
"Luzp2.9",7.26669382369032e-58,0.603777730292903,0.567,0.443,2.72224884023087e-53,"Lhx6/Lhx8 Gaba","Luzp2"
"Gabra4.16",9.37722563007608e-58,-0.811698630865176,0.217,0.359,3.5128962655391e-53,"Lhx6/Lhx8 Gaba","Gabra4"
"Nrg1.12",1.33312088141023e-57,-0.500091328684432,0.62,0.786,4.99413744593901e-53,"Lhx6/Lhx8 Gaba","Nrg1"
"Sdk1.8",5.24562533604977e-57,-0.713280619943731,0.277,0.441,1.96511616339097e-52,"Lhx6/Lhx8 Gaba","Sdk1"
"Dpyd.14",1.23882245224666e-56,-0.758643824792745,0.153,0.303,4.64087667060643e-52,"Lhx6/Lhx8 Gaba","Dpyd"
"Gm28905.8",4.64997318364658e-56,-0.58780235556589,0.209,0.371,1.74197295405768e-51,"Lhx6/Lhx8 Gaba","Gm28905"
"Tmeff2.12",5.00730211661685e-56,0.543144834891235,0.766,0.695,1.875835518927e-51,"Lhx6/Lhx8 Gaba","Tmeff2"
"Celf2.5",9.06035814760818e-56,-0.735782447600161,0.94,0.905,3.39419136925698e-51,"Lhx6/Lhx8 Gaba","Celf2"
"Zfp423.6",2.19405462837604e-55,-0.512211191361914,0.108,0.253,8.21936744882231e-51,"Lhx6/Lhx8 Gaba","Zfp423"
"Man1a",6.85209034972045e-55,1.02230496209644,0.279,0.175,2.56693008681227e-50,"Lhx6/Lhx8 Gaba","Man1a"
"Me3.8",7.33614535845403e-55,0.507100163056592,0.425,0.292,2.74826677418405e-50,"Lhx6/Lhx8 Gaba","Me3"
"Tmem131l",8.20437944511691e-55,0.520360455121561,0.294,0.179,3.0735246277297e-50,"Lhx6/Lhx8 Gaba","Tmem131l"
"Ak5.4",1.19153866417863e-54,-0.630785822781546,0.211,0.368,4.46374214374598e-50,"Lhx6/Lhx8 Gaba","Ak5"
"Gm45341.13",2.88564387172542e-54,0.857719598626602,0.637,0.532,1.08101990722578e-49,"Lhx6/Lhx8 Gaba","Gm45341"
"Hs3st4.14",2.92353534134486e-54,-0.912515836679779,0.297,0.453,1.09521480957461e-49,"Lhx6/Lhx8 Gaba","Hs3st4"
"Ldlrad4.1",5.669485089729e-54,-0.500573382851793,0.281,0.449,2.12390250431428e-49,"Lhx6/Lhx8 Gaba","Ldlrad4"
"Syt7.12",2.15784030096708e-53,-0.549100331365321,0.172,0.321,8.08370133548286e-49,"Lhx6/Lhx8 Gaba","Syt7"
"Slc44a5.5",8.25212152881315e-52,0.525648028663565,0.372,0.245,3.09140976712398e-47,"Lhx6/Lhx8 Gaba","Slc44a5"
"Pde1c.1",5.30509980699839e-51,0.652142096370664,0.259,0.153,1.98739648969774e-46,"Lhx6/Lhx8 Gaba","Pde1c"
"Cdkl5.9",8.12656440856578e-48,-0.528134802692937,0.265,0.412,3.04437355873691e-43,"Lhx6/Lhx8 Gaba","Cdkl5"
"Zfp804b.8",2.18491647307152e-47,-0.5073187903249,0.347,0.513,8.18513409142054e-43,"Lhx6/Lhx8 Gaba","Zfp804b"
"Dlc1.1",1.25882204806545e-46,0.515303781455104,0.52,0.411,4.7157991564628e-42,"Lhx6/Lhx8 Gaba","Dlc1"
"Trpm3.13",2.3764336753615e-46,-0.736281331940675,0.378,0.526,8.90259583463926e-42,"Lhx6/Lhx8 Gaba","Trpm3"
"Grm3.12",4.91532943623143e-44,-0.752782302659508,0.175,0.304,1.84138071340102e-39,"Lhx6/Lhx8 Gaba","Grm3"
"Unc5d.13",6.40160482676198e-44,0.584453850318693,0.704,0.626,2.39816920020157e-39,"Lhx6/Lhx8 Gaba","Unc5d"
"Fmn1.1",1.12403658289069e-43,0.550891736053556,0.262,0.166,4.21086584682509e-39,"Lhx6/Lhx8 Gaba","Fmn1"
"Gm1604a.14",1.16525478766769e-43,0.535598521253574,0.516,0.413,4.36527748556069e-39,"Lhx6/Lhx8 Gaba","Gm1604a"
"Plcb4.11",4.89893907444269e-43,-0.544387520419071,0.449,0.561,1.83524055606772e-38,"Lhx6/Lhx8 Gaba","Plcb4"
"Cers6.2",1.3710585504413e-41,0.59465186244227,0.449,0.358,5.13625954166321e-37,"Lhx6/Lhx8 Gaba","Cers6"
"Mkx.2",3.03423902492295e-39,0.504185067757073,0.254,0.162,1.13668662351663e-34,"Lhx6/Lhx8 Gaba","Mkx"
"Peak1.7",3.52125669466326e-39,-0.542115314859461,0.161,0.28,1.31913318295475e-34,"Lhx6/Lhx8 Gaba","Peak1"
"Frmpd4.2",4.1281026269289e-39,0.621264000096877,0.785,0.746,1.5464698061001e-34,"Lhx6/Lhx8 Gaba","Frmpd4"
"Camk4.6",2.57829776858853e-37,-0.544479941204285,0.285,0.418,9.65881910068637e-33,"Lhx6/Lhx8 Gaba","Camk4"
"Zfp608.3",2.08355890197946e-36,0.520416639610505,0.448,0.357,7.80542835859546e-32,"Lhx6/Lhx8 Gaba","Zfp608"
"Cnksr2.10",1.05834845455007e-35,-0.535151200043211,0.357,0.485,3.96478498043547e-31,"Lhx6/Lhx8 Gaba","Cnksr2"
"Mllt3.2",3.14440689575297e-34,0.582236023616052,0.615,0.557,1.17795771128698e-29,"Lhx6/Lhx8 Gaba","Mllt3"
"Ptpn4.17",6.80785275927435e-34,-0.735474373723145,0.403,0.497,2.55035780067936e-29,"Lhx6/Lhx8 Gaba","Ptpn4"
"Pde1a.13",1.98048690767659e-33,0.593726387323664,0.46,0.368,7.41930005353806e-29,"Lhx6/Lhx8 Gaba","Pde1a"
"Kcnq5.12",9.96877480395887e-32,-0.651729299180209,0.477,0.574,3.73450241705907e-27,"Lhx6/Lhx8 Gaba","Kcnq5"
"Stox2.9",1.3105862718638e-31,-0.505093127177782,0.525,0.616,4.90971829165616e-27,"Lhx6/Lhx8 Gaba","Stox2"
"Gm45323",7.4725968048076e-31,0.54709011374473,0.289,0.205,2.79938421501702e-26,"Lhx6/Lhx8 Gaba","Gm45323"
"Pdzrn4.10",2.06232835801467e-29,-0.56004612508078,0.412,0.512,7.72589449479455e-25,"Lhx6/Lhx8 Gaba","Pdzrn4"
"Sox5.11",6.63334065043145e-29,0.536871885300915,0.442,0.358,2.48498207446463e-24,"Lhx6/Lhx8 Gaba","Sox5"
"Epha3.6",2.99976892793365e-25,0.506434901998662,0.331,0.257,1.12377343578251e-20,"Lhx6/Lhx8 Gaba","Epha3"
"Ppm1l.6",5.58667028375663e-22,0.582452183234819,0.489,0.441,2.09287842170091e-17,"Lhx6/Lhx8 Gaba","Ppm1l"
"Col25a1.8",1.93216981625661e-21,0.891645807063103,0.433,0.388,7.23829456566052e-17,"Lhx6/Lhx8 Gaba","Col25a1"
"Phactr1.14",1.72728339364377e-19,-1.13003475486321,0.684,0.681,6.47074904926828e-15,"Lhx6/Lhx8 Gaba","Phactr1"
"Pcdh11x.13",3.38842679025596e-17,0.508388768174262,0.467,0.415,1.26937244416569e-12,"Lhx6/Lhx8 Gaba","Pcdh11x"
"Gm45455.10",1.62624098479991e-14,0.512915916655799,0.42,0.371,6.09222397725744e-10,"Lhx6/Lhx8 Gaba","Gm45455"
"Trps1.12",8.51502772404459e-08,0.617298256944617,0.468,0.462,0.00318989968598159,"Lhx6/Lhx8 Gaba","Trps1"
"Erbb4.14",0,3.01438124598157,1,0.548,0,"Lhx6 Gaba","Erbb4"
"Tcf4.9",0,2.8661930318421,0.962,0.399,0,"Lhx6 Gaba","Tcf4"
"Zfp536.10",0,2.50915220291024,0.844,0.245,0,"Lhx6 Gaba","Zfp536"
"Zeb2.7",0,2.50708749117698,0.814,0.183,0,"Lhx6 Gaba","Zeb2"
"Nfib.2",0,2.40248258844765,0.749,0.165,0,"Lhx6 Gaba","Nfib"
"Egfr",0,2.33069267527484,0.453,0.016,0,"Lhx6 Gaba","Egfr"
"Dlx6os1.2",0,2.14769416802054,0.611,0.102,0,"Lhx6 Gaba","Dlx6os1"
"Kit",0,1.7498488473478,0.362,0.023,0,"Lhx6 Gaba","Kit"
"Maf.1",0,1.60261326192078,0.375,0.024,0,"Lhx6 Gaba","Maf"
"Dlx1as",0,1.46676097561431,0.324,0.021,0,"Lhx6 Gaba","Dlx1as"
"Adarb2.13",5.57808381223759e-246,2.99506806892822,0.933,0.48,2.08966175774044e-241,"Lhx6 Gaba","Adarb2"
"Grip1.7",2.06403494191972e-245,2.33200844856661,0.984,0.815,7.73228769941965e-241,"Lhx6 Gaba","Grip1"
"Col19a1.1",4.12414372194317e-236,2.3359625482954,0.457,0.08,1.54498672111435e-231,"Lhx6 Gaba","Col19a1"
"Zbtb16.5",7.82274392725767e-232,2.13036818576931,0.702,0.201,2.93055633002927e-227,"Lhx6 Gaba","Zbtb16"
"Sox2ot.13",7.78550173830873e-224,1.91577136838759,0.86,0.304,2.91660466120522e-219,"Lhx6 Gaba","Sox2ot"
"Reln",6.73015995448508e-215,3.28302329547797,0.565,0.135,2.5212525221492e-210,"Lhx6 Gaba","Reln"
"Igf1",2.37954001535437e-178,1.3801323740526,0.308,0.046,8.91423280552056e-174,"Lhx6 Gaba","Igf1"
"Pdzrn3",1.93533712314381e-166,1.54741432369231,0.269,0.038,7.25015993072133e-162,"Lhx6 Gaba","Pdzrn3"
"Gad1.2",9.25355220245107e-158,1.65209269984281,0.575,0.166,3.46656572608222e-153,"Lhx6 Gaba","Gad1"
"Igsf11.1",8.49923759332947e-157,1.99866236681263,0.528,0.145,3.18398438721309e-152,"Lhx6 Gaba","Igsf11"
"Slc6a1.1",7.95638609618531e-155,1.5938088089127,0.54,0.15,2.98062135935294e-150,"Lhx6 Gaba","Slc6a1"
"Gm48261.2",2.80320617246838e-152,1.47223111708197,0.395,0.085,1.05013709633011e-147,"Lhx6 Gaba","Gm48261"
"Gm3764.3",4.33699928997931e-151,1.48958060337258,0.393,0.083,1.62472667401205e-146,"Lhx6 Gaba","Gm3764"
"Dscaml1.12",4.11158608786118e-132,1.64133311645196,0.777,0.37,1.54028238023455e-127,"Lhx6 Gaba","Dscaml1"
"A830018L16Rik.9",8.8917547537447e-130,1.86877032489258,0.755,0.38,3.33102916584784e-125,"Lhx6 Gaba","A830018L16Rik"
"Cnr1.1",3.1904916032904e-128,1.66574816881565,0.405,0.1,1.19522196442465e-123,"Lhx6 Gaba","Cnr1"
"Cdh18.11",2.64761707031463e-119,-2.27127315972107,0.235,0.755,9.91850306881266e-115,"Lhx6 Gaba","Cdh18"
"Ubash3b",1.24081345615876e-116,1.35548173266803,0.579,0.2,4.64833536946193e-112,"Lhx6 Gaba","Ubash3b"
"Pde11a",8.4236140465098e-113,1.6102146309027,0.289,0.059,3.1556542941035e-108,"Lhx6 Gaba","Pde11a"
"Kcnmb2.5",9.04663035014329e-111,1.48160996357201,0.626,0.247,3.38904866177068e-106,"Lhx6 Gaba","Kcnmb2"
"Galntl6.16",5.89353726776921e-110,1.69086056748392,0.947,0.733,2.2078369312517e-105,"Lhx6 Gaba","Galntl6"
"Gad2.14",2.92974932498831e-106,1.41868968043337,0.636,0.26,1.09754269212712e-101,"Lhx6 Gaba","Gad2"
"Grik1.7",3.90489451561858e-104,1.89685623873005,0.781,0.467,1.46285158344103e-99,"Lhx6 Gaba","Grik1"
"Zfhx3.5",1.18707536229614e-101,-2.22308948522675,0.115,0.623,4.44702172223381e-97,"Lhx6 Gaba","Zfhx3"
"Adra1a.2",2.70415804903953e-100,1.46001506535446,0.362,0.096,1.01303168833119e-95,"Lhx6 Gaba","Adra1a"
"Grm7.9",2.16908211403172e-98,-1.11059126839144,0.52,0.906,8.12581541558564e-94,"Lhx6 Gaba","Grm7"
"Mpped1",2.39639508699585e-97,1.05072461479765,0.275,0.059,8.97737527490385e-93,"Lhx6 Gaba","Mpped1"
"Kcnd2.7",6.83645016244087e-97,-1.2420469441711,0.804,0.948,2.5610709598536e-92,"Lhx6 Gaba","Kcnd2"
"Lhfpl3.11",4.83761097930967e-95,-1.68468915589912,0.413,0.794,1.81226582506899e-90,"Lhx6 Gaba","Lhfpl3"
"Fgf13.13",1.97343809232804e-92,2.13624661278079,0.775,0.523,7.39289378147929e-88,"Lhx6 Gaba","Fgf13"
"Zmat4.13",3.68052933006353e-91,1.30014122071742,0.808,0.501,1.3787998976284e-86,"Lhx6 Gaba","Zmat4"
"Frmpd4.3",1.80363157050751e-90,1.47488398794898,0.905,0.746,6.75676458943524e-86,"Lhx6 Gaba","Frmpd4"
"Thrb.6",1.28533001328386e-89,1.43000910734912,0.733,0.432,4.81510329576398e-85,"Lhx6 Gaba","Thrb"
"Fam155a.3",2.84317263020991e-89,-0.897130871586026,0.901,0.966,1.06510933072924e-84,"Lhx6 Gaba","Fam155a"
"Kcnq5.13",1.03897531435754e-88,1.18606875494103,0.883,0.571,3.89220932264621e-84,"Lhx6 Gaba","Kcnq5"
"Egfem1.4",1.32705067379054e-88,1.23038337419973,0.891,0.614,4.9713972341541e-84,"Lhx6 Gaba","Egfem1"
"Slc2a13.6",2.75081662155326e-88,1.24944122537369,0.818,0.558,1.03051092276628e-83,"Lhx6 Gaba","Slc2a13"
"Hcn1.12",8.47783547176991e-85,1.39256965102203,0.759,0.45,3.17596672443444e-80,"Lhx6 Gaba","Hcn1"
"Inpp4b.17",1.14909191714508e-84,-1.89323410367076,0.269,0.684,4.30472814000889e-80,"Lhx6 Gaba","Inpp4b"
"Kctd16.9",7.35427879096315e-81,1.47658773111176,0.844,0.651,2.75505992067061e-76,"Lhx6 Gaba","Kctd16"
"Rmst.12",1.63212972865352e-79,-2.25369414800867,0.073,0.512,6.11428438948181e-75,"Lhx6 Gaba","Rmst"
"Rims1.11",2.19392578058546e-78,1.04729268305106,0.953,0.905,8.21888475922925e-74,"Lhx6 Gaba","Rims1"
"Dlgap1.7",8.39216734430576e-78,0.86079454191755,0.98,0.879,3.14387373052382e-73,"Lhx6 Gaba","Dlgap1"
"Bach2.2",6.57797396786048e-76,1.1947801814244,0.646,0.351,2.46424060783989e-71,"Lhx6 Gaba","Bach2"
"Dlc1.2",1.14985798697935e-75,1.59748892588749,0.67,0.412,4.30759799082205e-71,"Lhx6 Gaba","Dlc1"
"Kcnma1.10",2.97367568409365e-75,-1.13185867851756,0.621,0.867,1.11399838477516e-70,"Lhx6 Gaba","Kcnma1"
"Ptprm.13",4.93246189544304e-75,1.59483964765937,0.737,0.492,1.84779887527087e-70,"Lhx6 Gaba","Ptprm"
"Sntg1.6",1.27479556642132e-73,0.931129757656576,0.931,0.838,4.77563915092754e-69,"Lhx6 Gaba","Sntg1"
"Hcrtr2.1",1.41716173792785e-72,1.14130526522943,0.257,0.065,5.3089713026253e-68,"Lhx6 Gaba","Hcrtr2"
"Prkg1.9",1.46681974542465e-72,-1.67455233531205,0.33,0.707,5.49500013030983e-68,"Lhx6 Gaba","Prkg1"
"Tshz2.7",2.24227991388995e-72,-1.96323431714694,0.055,0.47,8.40002901341453e-68,"Lhx6 Gaba","Tshz2"
"Mir99ahg.5",6.86099477200658e-72,1.11907511341273,0.828,0.596,2.57026586148911e-67,"Lhx6 Gaba","Mir99ahg"
"Dlgap2.15",2.67341012731093e-70,1.0208150591746,0.848,0.569,1.00151290189322e-65,"Lhx6 Gaba","Dlgap2"
"Dner.2",4.21495207499067e-70,1.26014168461077,0.708,0.451,1.579005346333e-65,"Lhx6 Gaba","Dner"
"Ralyl.8",9.5430619913371e-69,-0.857097360753295,0.565,0.858,3.5750218831947e-64,"Lhx6 Gaba","Ralyl"
"Sh3rf3.9",7.88376083715927e-68,1.31194653560254,0.613,0.339,2.95341448481661e-63,"Lhx6 Gaba","Sh3rf3"
"Grin2a.6",4.72814574473668e-67,1.66601053248305,0.789,0.655,1.77125795889325e-62,"Lhx6 Gaba","Grin2a"
"Apba1.6",5.4462844343385e-67,1.05121703415806,0.794,0.585,2.04028707479189e-62,"Lhx6 Gaba","Apba1"
"Ntm.9",9.87656177193132e-67,-1.07040965169177,0.508,0.839,3.69995757100091e-62,"Lhx6 Gaba","Ntm"
"Fat3.6",7.76117392609643e-66,-1.16606626239013,0.263,0.657,2.90749097619425e-61,"Lhx6 Gaba","Fat3"
"Ntrk2.1",2.44011173663164e-65,1.03680987285655,0.872,0.735,9.14114658776945e-61,"Lhx6 Gaba","Ntrk2"
"Nyap2.7",6.19055250152871e-65,1.69260851996206,0.662,0.441,2.31910477812269e-60,"Lhx6 Gaba","Nyap2"
"Ptprd.8",3.42676672765046e-64,-0.949557248443533,0.903,0.954,1.28373535151242e-59,"Lhx6 Gaba","Ptprd"
"Mgll.2",2.24019180829347e-63,1.0933900316425,0.32,0.105,8.39220655222899e-59,"Lhx6 Gaba","Mgll"
"Dab1.12",3.13576758577687e-63,0.911028022419513,0.905,0.717,1.17472125298373e-58,"Lhx6 Gaba","Dab1"
"Galnt17.13",1.16631324586145e-60,-1.34625892880187,0.178,0.562,4.36924268164617e-56,"Lhx6 Gaba","Galnt17"
"Galnt13.11",3.15244128725861e-60,-1.15632182240858,0.429,0.753,1.18096755503282e-55,"Lhx6 Gaba","Galnt13"
"Pip5k1b.2",3.6488520191334e-60,1.27518625992214,0.543,0.283,1.36693294340775e-55,"Lhx6 Gaba","Pip5k1b"
"Kcnq3.11",3.69983875856168e-60,-1.18536041854719,0.417,0.748,1.38603359573237e-55,"Lhx6 Gaba","Kcnq3"
"Grik2.5",5.13151309748505e-60,0.699710887997272,0.978,0.939,1.92236743657985e-55,"Lhx6 Gaba","Grik2"
"Synpr.2",4.9437213227942e-59,2.08928534650533,0.385,0.159,1.85201688194516e-54,"Lhx6 Gaba","Synpr"
"Pam.9",7.92097368503961e-58,1.1503724859577,0.757,0.542,2.96735516188954e-53,"Lhx6 Gaba","Pam"
"Cdh8.8",1.97201281486357e-57,-1.36821453595418,0.194,0.562,7.38755440704192e-53,"Lhx6 Gaba","Cdh8"
