"Cluster","Slope","Intercept","p_value","r_squared","AdjustedPValue"
"HY NSCs_2",0.393360679158512,9.27739182251287,0.000185237851605184,0.398131424763644,0.0120404603543369
"PVH-SO-PVa Agtr1a Glut",-0.559446748215252,48.6981030351613,0.000984923829723546,0.316570495176769,0.0320100244660152
"RT-ZI Gnb3 Gaba_2",1.05451279230852,13.6725736722775,0.0167620005150169,0.156946267801169,0.363176677825366
"ADP-MPO Trp73 Glut",0.235390465802794,28.4225055666196,0.0573835648324156,0.108292356584805,0.52744157734159
"ARC Mixed Glut",-0.227800556997298,44.461949533374,0.0407430881156354,0.124421133812334,0.52744157734159
"PF Fzd5 Glut",0.291067330619084,27.0581216277352,0.0538587498283249,0.118351614063272,0.52744157734159
"SCH Six6 Cdc14a Gaba",-0.913812940197252,42.1462640832991,0.0442430767988819,0.141581101778614,0.52744157734159
"STN-PSTN Pitx2 Glut",0.312061768054607,29.4795404058415,0.073030372247297,0.114162556398024,0.52744157734159
"TU-ARH Otp Six6 Gaba",-0.46372110942947,38.8888575017662,0.0664409873149739,0.0956495126725574,0.52744157734159
"PH-LHA-MM Foxb1 Glut",0.364972163829267,28.5046618103585,0.0913728685286851,0.0839393162012273,0.593923645436453
"TH-PVT-RE Ntrk1-Nox4 Glut",-0.213717076618171,41.5752994614801,0.115069996904288,0.0714299440665818,0.67995907261625
"AV Col27a1 Glut",0.208671260586649,27.6925852274938,0.138895568167792,0.0651559174658716,0.696230258037948
"PO-MEA Slc17a7 Glut",-0.178243938002094,44.9156873024011,0.149957286346635,0.0961174541030088,0.696230258037948
"TH Prkcd Grin2c Glut_4",0.384446566438335,17.9486736229846,0.146552981843464,0.0609687413898555,0.696230258037948
"AD Serpinb7 Glut",0.122057901968925,28.6188558297328,0.211239938873166,0.0515899888553128,0.738121661007062
"AHN-PVHd-PVR Mixed Gaba",1.08216900664944,24.5813874915124,0.202820601869078,0.0472550202399106,0.738121661007062
"DMH Gaba",0.619685208400972,26.0078544157439,0.290318706236552,0.0328215855878734,0.738121661007062
"Mixed",-0.585644514891681,46.0751214122622,0.295008701074128,0.0322001697603134,0.738121661007062
"NDB-SI-MA-STRv Lhx8 Gaba",0.329306268106669,24.6353925287194,0.317352285494104,0.0294003121147541,0.738121661007062
"PV-PT Ntrk1-Sp9 Glut",-0.289642983861858,40.7629673697087,0.274914974195857,0.034952797583118,0.738121661007062
"RE-Xi Nox4 Glut",0.423010742894803,21.6410794874652,0.221240847102577,0.0436758513538758,0.738121661007062
"RT-ZI Gnb3 Gaba_1",0.299238570937626,29.9348731454944,0.250725324612718,0.0386094127109014,0.738121661007062
"SI-MPO-LPO-ADP Lhx8 Gaba",-0.229429952610172,36.2148644381663,0.313663867531567,0.0298450865068218,0.738121661007062
"TH Prkcd Grin2c Glut_2",0.320719333935053,22.0110353416864,0.230282019501122,0.0433070876798609,0.738121661007062
"TH Prkcd Grin2c Glut_3",0.380401035554975,18.4281790498428,0.20172331165392,0.0474798205871479,0.738121661007062
"TH Prkcd Grin2c Glut_5",-0.137431366006133,40.3762439325742,0.317960100126119,0.0321644902579694,0.738121661007062
"TH Prkcd Grin2c Glut_6",0.440521236714384,16.2552986671801,0.241006622188841,0.0401987540636677,0.738121661007062
"TH Sema5b-Ntrk Glut",0.491350362952335,15.4445167214096,0.248655897534284,0.0389416688631403,0.738121661007062
"GPe-SI Sox6 Cyp26b1 Gaba",0.186907633247796,29.6043968901167,0.441066273838124,0.0175582821810442,0.819123079985088
"Hist Gaba",-0.114700920273397,39.0101168181398,0.424035550926554,0.0279967325382253,0.819123079985088
"Lhx6-Lhx8 Gaba",-0.338189686175152,37.7599551700878,0.408792417464121,0.0201587202798078,0.819123079985088
"PVN Mixed Glut",-0.0999570258220654,34.6328177410756,0.390499309556576,0.0337044300062657,0.819123079985088
"VMH Nr5a1 Glut_2",0.305012401176402,27.8494965797216,0.433905949200918,0.0181105254898896,0.819123079985088
"ZI Mixed Gaba",-0.361529785510772,40.9794928010962,0.408798502709136,0.0201582020092156,0.819123079985088
"ZI Pax6 Gaba",0.415409207970231,27.9898205748208,0.424367052505889,0.0188676062798826,0.819123079985088
"HY NSCs_1",0.105534250133305,19.5806050337079,0.45704559471765,0.0253903939196241,0.825221212684646
"AHN Onecut3 Gaba",0.288272749204682,28.8646491854977,0.55795760384649,0.0101927806981939,0.841860570514003
"DMH Hmx2-Vgll1 Glut",0.127186285930724,30.2986401542717,0.507528673853831,0.0130220197326191,0.841860570514003
"GPi Tbr1 Cngb3 Gaba-Glut",-0.0928222215575925,36.0200975276037,0.621681652071879,0.00769966274679118,0.841860570514003
"LHA Pmch Glut",0.0557360564829071,32.6223934118789,0.555093018725506,0.0106574456416582,0.841860570514003
"Mixed Meis2 Gaba",-0.196929602963835,40.74590039841,0.583908857084541,0.00891291120390771,0.841860570514003
"PH-LHA-PVH-SO-PVa Nxph4 Glut",-0.293535270134141,40.0801720196892,0.600339876724794,0.0081590770572069,0.841860570514003
"Pitx2 Glut",-0.0625646790084153,34.8651762222098,0.618850933562518,0.0075850625218721,0.841860570514003
"PO-CEA-BST Meis2 Gaba",0.340330856214668,26.6522545195709,0.494013713638128,0.0138645508141762,0.841860570514003
"SCsg Gabrr2 Gaba",0.0647083860260144,34.1394755571817,0.583561482944636,0.0145474913493965,0.841860570514003
"TH Prkcd Grin2c Glut_8",-0.102041660882625,38.4402019383957,0.546012556297707,0.0108205447693323,0.841860570514003
"Trh Glut",-0.274921022550215,39.8971665055706,0.522774624993662,0.012115981004346,0.841860570514003
"ZI-PVH-SBPV Pax6-Prox1 Gaba",-0.246771794304281,36.0391291548228,0.584924635740976,0.00886506897950149,0.841860570514003
"Chat GABA",-0.0283426461648537,34.4942442257483,0.812078467770756,0.00168563821599683,0.860338661757765
"LH-MH Glut",0.0225363510629808,31.9236516864006,0.820031974748702,0.00202727139496825,0.860338661757765
"PO-COAa-PAA-MEA Barhl2 Glut",0.0620029435733273,31.5728212450441,0.766721957030221,0.00262342709553731,0.860338661757765
"PO-MEA Glut",-0.0703442962689321,35.0261293807896,0.759251297227659,0.00279934235279837,0.860338661757765
"PVH-SO-PVa Avp Glut",0.0527897680578961,32.5425246529405,0.833866702934449,0.00131221278681343,0.860338661757765
