X.Intercept...Intercept.,X.Intercept..p.value,score_ieg62,Std..Error,t_value,p_value,r_squared,adj_r_squared,f_statistic.value,f_pvalue.value,Cluster,adj_p_value
51.865312971798765,0,-14.032916795042551,14.138909721402102,-0.9925034582971338,0.3211050283315356,6.274347048738666e-4,-9.514030177237842e-6,0.9850631147317706,0.3211050283315356,Pitx2 Glut,0.6324796012590853
41.807357096981626,0,11.321604183329974,22.221608365992072,0.5094862620590752,0.6104988385954027,2.018070504737915e-4,-5.756410000312684e-4,0.259576251226929,0.6104988385954024,TH Prkcd Grin2c Glut_4,0.8558311156367308
47.00456522832081,0,31.81369388498469,10.720871537689577,2.9674540706082153,0.0030140235411173044,0.0013911617452622596,0.001233179014957786,8.805783661169217,0.0030140235411173846,TH Prkcd Grin2c Glut_3,0.09795576508631239
46.28806368816898,0,26.300435145586423,16.544479580052545,1.5896804138400642,0.11203689155707071,0.0010384449118938021,6.275187271598259e-4,2.5270838181467172,0.11203689155707072,TH Prkcd Grin2c Glut_6,0.4045776639560887
48.83156125357749,0,-3.58023160452403,19.87493138273214,-0.18013806113738984,0.857070765435224,2.363361556162053e-5,-7.046812907636202e-4,0.03244972107033785,0.8570707654352243,PH-LHA-MM Foxb1 Glut,0.9065394613745408
49.639134826855155,0,-20.839587214814916,10.558722470704165,-1.9736845316879625,0.04847355810324276,7.920930173427492e-4,5.887540049328566e-4,3.8954306306243303,0.04847355810324283,ZI Mixed Gaba,0.32822210441470806
51.174002472215456,0,-2.9439516607769165,12.62424635930598,-0.23319821056936033,0.8156204088995702,1.4713367229210455e-5,-2.558454224441675e-4,0.05438140541275012,0.815620408899573,PH-LHA-PVH-SO-PVa Nxph4 Glut,0.9065394613745408
40.49709197372493,0,0.950330467309282,12.671631726063005,0.07499669244290322,0.940221411063479,1.525080070378686e-6,-2.6962418102516317e-4,0.005624503877375363,0.9402214110634792,STR D1 Gaba,0.940221411063479
40.922413606448366,0,-4.898759083555887,10.228018222579118,-0.47895486466200343,0.631998362316355,6.0507486705708276e-5,-2.0325919557162564e-4,0.2293977623833978,0.6319983623163552,PO-MEA-BST Mixed Gaba,0.8558311156367308
53.45010120044861,0,12.926740279023905,17.255257549119687,0.7491479186691936,0.45386298944847436,3.022914608004188e-4,-2.3633877009343607e-4,0.5612226040463888,0.4538629894484728,PF Fzd5 Glut,0.7564383157474573
47.40720168935866,9.68117924461292e-139,-77.51588610682464,48.163604481662524,-1.6094286742251092,0.10841399694613853,0.007263969163494627,0.004459630093335054,2.5902606574179954,0.10841399694613837,VMH Nr5a1 Glut_1,0.4045776639560887
43.49096586892008,0,-20.05544818184811,20.151561709176693,-0.9952304675580149,0.31979715425847965,7.110484207591695e-4,-6.831573191590223e-6,0.990483683555744,0.3197971542584798,PV-PT Ntrk1-Sp9 Glut,0.6324796012590853
44.72916463349732,0,-5.136205860851844,9.055680382507072,-0.5671805589311095,0.5706161684311639,6.22915855176978e-5,-1.313446864448231e-4,0.3216937864293993,0.5706161684311677,TH Sema5b-Ntrk Glut,0.8503661181326633
44.78818178514922,0,-29.476637590115853,17.68150705156943,-1.6670885295096765,0.0956395255179509,0.0012651176710229133,8.099057829968892e-4,2.779184165222722,0.09563952551795173,RE-Xi Nox4 Glut,0.4045776639560887
48.77742658032926,0,13.142179264744241,25.255247204713644,0.520374208108776,0.6028915958013156,2.0873769662810084e-4,-5.621113876459471e-4,0.27078931646483717,0.6028915958013146,TU-ARH Otp Six6 Gaba,0.8558311156367308
47.27082003124425,0,-6.445187518930422,15.77156107565654,-0.40865881874423904,0.6828162189414408,4.992337603356821e-5,-2.4901536137278413e-4,0.16700203013743456,0.6828162189414426,VMH Nr5a1 Glut_2,0.8874098390424564
40.252954201505204,4.0535451959730365e-216,40.72613824109451,33.60284077279674,1.2119849781886434,0.22596468344437626,0.0022863481329720276,7.298525762372554e-4,1.4689075873549269,0.22596468344437623,GPe-SI Sox6 Cyp26b1 Gaba,0.5245608722815878
45.179650521472176,0,-20.82394787848006,10.64556658652509,-1.9561145674330314,0.050495708371493545,6.059365639088622e-4,4.475790827748183e-4,3.8263842009237323,0.05049570837149302,Mixed,0.32822210441470806
