"Analysis","Slope_Activated_Percentage","Slope_Sex","Intercept","p_value_activated_percentage","p_value_sex","r_squared_full","r_squared_male","r_squared_female"
"All_Neurons",0.230784098769945,-15.5968057929435,36.1446719035072,0.679396111015926,0.000784402234839874,0.296588747702546,0.00197368533944327,0.0309496102727194
