"Analysis","Slope_Activated_Percentage","Slope_Sex","Intercept","p_value_activated_percentage","p_value_sex","r_squared_full","r_squared_male","r_squared_female"
"All_Neurons",0.278295790384526,-24.036788278453,50.0184129125975,0.731663888086389,0.000421392108730881,0.32020222967828,0.00157079872045641,0.0225677991239936
