,gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
1,Uty,26.9746559002951,-7.66086553830564,0.556313897569495,-13.7707606654724,3.82167916259067e-43,2.18485397725309e-39
2,Eif2s3y,12.8895140128462,-7.60078841858219,0.655457705086198,-11.5961538930763,4.31017009734917e-31,1.23206212232726e-27
3,Xist,25.5337744549427,6.61423910431738,0.611326232269976,10.8194917135445,2.7831657858427e-27,5.30378626588758e-24
4,Ddx3y,8.25832913094566,-7.15164025296875,0.669710537971904,-10.6787034807996,1.28047458229502e-26,1.83011829674516e-23
5,Kdm5d,8.00507636339319,-5.95605717255603,0.574660934196003,-10.3644720184243,3.59739620815782e-25,4.11326282440765e-22
6,Kdm6a,31.5471400167684,0.698444447648159,0.133395264645994,5.23590136052955,1.64181623749256e-07,0.000156437723829082
7,Ddx3x,20.0508851217481,0.710599492123851,0.169510060780446,4.1920785636685,2.76410234889206e-05,0.0225748187551656
8,Pola1,20.2969253730851,-0.600921233713033,0.147858594158237,-4.06416168863293,4.8205402078485e-05,0.0344487854603373
9,Ptpro,34.1936152369796,-0.502979502354837,0.126809026990901,-3.96643294480074,7.29562884887596e-05,0.0463434556989154
10,Etl4,212.673130873139,0.385067677325515,0.0979068926843736,3.93299865584411,8.38927070245836e-05,0.0479614606059544
11,Rora,445.119612407176,0.307195360797232,0.0787556188862397,3.90061515789708,9.59485720349278e-05,0.0498670896657893
