,gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
1,Robo1,3093.25062544141,-0.280004630605349,0.0406579029767016,-6.88684388778736,5.70437609904228e-12,3.28001625694931e-08
2,Gm20752,41.3138516552951,-0.478808192836126,0.0791244557156586,-6.05133000291048,1.43654826508634e-09,3.39110926873169e-06
3,Ptprd,3501.29210966965,-0.194591159621092,0.0323365400017854,-6.01768648131026,1.76927440107741e-09,3.39110926873169e-06
4,9330185C12Rik,69.1984349716442,-0.558277482674494,0.0954119233712473,-5.85123392285301,4.87939388386728e-09,5.61130296644737e-06
5,Tll1,32.7320608926388,-0.843742492337475,0.144187928176223,-5.85168608086436,4.86614439317779e-09,5.61130296644737e-06
6,Cdh4,119.595741581648,0.463696020363249,0.0804829986055817,5.76141580702848,8.34112683161244e-09,7.99357988029526e-06
7,Kcnip4,15217.9410778188,-0.157484720578005,0.0322403309421325,-4.88471166318582,1.03580318918016e-06,0.000850838333969415
8,Fbn2,20.136940969129,-0.59536040914001,0.128153100882186,-4.64569647586864,3.38931022470663e-06,0.00243606672400789
9,Unc13b,85.3426608170104,-0.285181901025177,0.0626945676619289,-4.54874978264428,5.39655625253556e-06,0.00344779982800883
10,Rbm20,12.1653429827114,-0.693840373840677,0.154586463809605,-4.48836435443171,7.17721007176403e-06,0.00412689579126432
11,Chn2,49.1516378237225,0.390115948898936,0.0904390548610223,4.31357834840741,1.60633176745205e-05,0.00839673423895388
12,Adgrl3,788.384863530911,-0.125070507693965,0.0292747737944693,-4.27229629755819,1.93470264751265e-05,0.00927045018599813
13,Spon1,147.616359948692,-0.298868468787993,0.0723467155016481,-4.13105787478609,3.61097648228915e-05,0.0148307962665447
14,Kcnc2,1799.52114464419,-0.119879091770029,0.0289386446125472,-4.14252614022052,3.43501202152716e-05,0.0148307962665447
15,Gm42768,83.4520733411978,-0.25551168417104,0.0637238933073807,-4.00966844474718,6.08040648096918e-05,0.0233082248437152
16,Csmd2,34.2500505409459,0.474248614226934,0.120664713805526,3.93030074219772,8.48396772606166e-05,0.0304892590155341
17,Sema3e,17.612167499624,-0.571042029216061,0.147175018930533,-3.88002008333761,0.000104447840230578,0.0353279459603426
18,Ece1,16.6371404713698,0.428469864667959,0.112802897288799,3.79839414559528,0.000145636602668294,0.0451015371882999
19,Pten,86.626637043926,-0.207151901087204,0.0546188957288317,-3.7926783089072,0.000149031166361339,0.0451015371882999
20,Itga6,13.8124763648368,0.452309811946064,0.120050968381586,3.76764817513494,0.000164792728370423,0.0456235144752588
21,Cwh43,20.6248403942045,-0.39915503140264,0.106349291258468,-3.75324580614783,0.000174559533644468,0.0456235144752588
22,Plekhg1,738.052320810901,-0.128372270741845,0.0341520621274609,-3.75884391000283,0.000170700285059496,0.0456235144752588
23,Tmem56,45.2532143424974,-0.262642254556492,0.0705182657299695,-3.72445708693701,0.000195736002738522,0.0485494711522524
24,Atrnl1,593.767841311707,-0.185408742485763,0.0498987278762129,-3.71570078791827,0.000202641270896358,0.0485494711522524
25,Abhd12b,179.558585807353,-0.297443083925331,0.0805736760445151,-3.69156650816082,0.000222877098060406,0.0511734838431377
26,Prkch,111.681067320751,-0.21118154797521,0.057354805543785,-3.68202011972638,0.000231393144334188,0.0511734838431377
27,Sorcs3,199.931642547439,0.25847172516148,0.0708562111433414,3.64783440986697,0.000264459983980317,0.0563201817735859
28,Atxn1,748.857280904437,-0.138379936004721,0.0383934970523741,-3.60425453862543,0.000313050146203608,0.0607229982038442
29,Oxr1,415.24173505118,-0.137722120385066,0.0382439532495765,-3.60114759806091,0.000316815642802666,0.0607229982038442
30,Gm15155,14.6761358082066,-0.631963330361574,0.175253718345152,-3.60599099596254,0.000310963918779743,0.0607229982038442
31,Pdzrn4,47.2906003011509,0.371519253227415,0.104649176669946,3.55014024046412,0.000385025984420009,0.0714161100133887
32,Kcnd2,2926.02740988061,-0.159478868397562,0.045256444059256,-3.52389304357961,0.000425255869683185,0.0740976136569185
33,Chsy3,153.414381639119,-0.347655799647279,0.098650381041656,-3.52412019068105,0.000424891470303294,0.0740976136569185
34,Zfp592,13.9318847834182,-0.462222551221654,0.133176245970259,-3.47075822609446,0.000518991063447283,0.0877705474947611
35,Vangl1,71.4655472437278,0.198105813007138,0.057272110140912,3.45902765795986,0.000542129231994344,0.0890640881133565
